seq,cycle,pos,char,t0_us,t0_expected_us,delta_us
2972,247,8,L,317274374,317274367,7
2973,247,9,A,317374374,317374367,7
2974,247,10,N,317474375,317474367,8
2975,247,11,D,317574376,317574367,9
2976,248,0,F,317674377,317674377,0
2977,248,1,H,317774377,317774377,0
2978,248,2,B,317874378,317874377,1
2979,248,3,U,317974379,317974377,2
2980,248,4,R,318074380,318074377,3
2981,248,5,G,318174382,318174377,5
2982,248,6,E,318274383,318274377,6
2983,248,7,N,318374385,318374377,8
2984,248,8,L,318474386,318474377,9
2985,248,9,A,318574387,318574377,10
2986,248,10,N,318674388,318674377,11
2987,248,11,D,318774389,318774377,12
2988,249,0,F,318874390,318874390,0
2989,249,1,H,318974390,318974390,0
2990,249,2,B,319074391,319074390,1
2991,249,3,U,319174393,319174390,3
2992,249,4,R,319274395,319274390,5
2993,249,5,G,319374396,319374390,6
2994,249,6,E,319474397,319474390,7
2995,249,7,N,319574397,319574390,7
2996,249,8,L,319674397,319674390,7
2997,249,9,A,319774398,319774390,8
2998,249,10,N,319874399,319874390,9
2999,249,11,D,319974401,319974390,11
3000,250,0,F,320074401,320074401,0
3001,250,1,H,320174403,320174401,2
3002,250,2,B,320274404,320274401,3
3003,250,3,U,320374404,320374401,3
3004,250,4,R,320474405,320474401,4
3005,250,5,G,320574405,320574401,4
3006,250,6,E,320674406,320674401,5
3007,250,7,N,320774407,320774401,6
3008,250,8,L,320874409,320874401,8
3009,250,9,A,320974410,320974401,9
3010,250,10,N,321074411,321074401,10
3011,250,11,D,321174412,321174401,11
3012,251,0,F,321274413,321274413,0
3013,251,1,H,321374413,321374413,0
3014,251,2,B,321474414,321474413,1
3015,251,3,U,321574415,321574413,2
3016,251,4,R,321674416,321674413,3
3017,251,5,G,321774417,321774413,4
3018,251,6,E,321874417,321874413,4
3019,251,7,N,321974419,321974413,6
3020,251,8,L,322074419,322074413,6
3021,251,9,A,322174420,322174413,7
3022,251,10,N,322274421,322274413,8
3023,251,11,D,322374422,322374413,9
3024,252,0,F,322474422,322474422,0
3025,252,1,H,322574423,322574422,1
3026,252,2,B,322674424,322674422,2
3027,252,3,U,322774426,322774422,4
3028,252,4,R,322874427,322874422,5
3029,252,5,G,322974429,322974422,7
3030,252,6,E,323074430,323074422,8
3031,252,7,N,323174430,323174422,8
3032,252,8,L,323274431,323274422,9
3033,252,9,A,323374432,323374422,10
3034,252,10,N,323474433,323474422,11
3035,252,11,D,323574434,323574422,12
3036,253,0,F,323674436,323674436,0
3037,253,1,H,323774437,323774436,1
3038,253,2,B,323874437,323874436,1
3039,253,3,U,323974437,323974436,1
3040,253,4,R,324074439,324074436,3
3041,253,5,G,324174440,324174436,4
3042,253,6,E,324274442,324274436,6
3043,253,7,N,324374443,324374436,7
3044,253,8,L,324474444,324474436,8
3045,253,9,A,324574445,324574436,9
3046,253,10,N,324674446,324674436,10
3047,253,11,D,324774447,324774436,11
3048,254,0,F,324874448,324874448,0
3049,254,1,H,324974449,324974448,1
3050,254,2,B,325074450,325074448,2
3051,254,3,U,325174451,325174448,3
3052,254,4,R,325274453,325274448,5
3053,254,5,G,325374455,325374448,7
3054,254,6,E,325474456,325474448,8
3055,254,7,N,325574457,325574448,9
3056,254,8,L,325674458,325674448,10
3057,254,9,A,325774460,325774448,12
3058,254,10,N,325874460,325874448,12
3059,254,11,D,325974462,325974448,14
3060,255,0,F,326074462,326074462,0
3061,255,1,H,326174464,326174462,2
3062,255,2,B,326274465,326274462,3
3063,255,3,U,326374465,326374462,3
3064,255,4,R,326474467,326474462,5
3065,255,5,G,326574467,326574462,5
3066,255,6,E,326674468,326674462,6
3067,255,7,N,326774468,326774462,6
3068,255,8,L,326874469,326874462,7
3069,255,9,A,326974470,326974462,8
3070,255,10,N,327074471,327074462,9
3071,255,11,D,327174472,327174462,10
3072,256,0,F,327274473,327274473,0
3073,256,1,H,327374474,327374473,1
3074,256,2,B,327474476,327474473,3
3075,256,3,U,327574477,327574473,4
3076,256,4,R,327674478,327674473,5
3077,256,5,G,327774479,327774473,6
3078,256,6,E,327874481,327874473,8
3079,256,7,N,327974483,327974473,10
3080,256,8,L,328074484,328074473,11
3081,256,9,A,328174485,328174473,12
3082,256,10,N,328274486,328274473,13
3083,256,11,D,328374487,328374473,14
3084,257,0,F,328474488,328474488,0
3085,257,1,H,328574490,328574488,2
3086,257,2,B,328674491,328674488,3
3087,257,3,U,328774492,328774488,4
3088,257,4,R,328874493,328874488,5
3089,257,5,G,328974494,328974488,6
3090,257,6,E,329074495,329074488,7
3091,257,7,N,329174496,329174488,8
3092,257,8,L,329274497,329274488,9
3093,257,9,A,329374499,329374488,11
3094,257,10,N,329474499,329474488,11
3095,257,11,D,329574500,329574488,12
3096,258,0,F,329674500,329674500,0
3097,258,1,H,329774502,329774500,2
3098,258,2,B,329874502,329874500,2
3099,258,3,U,329974504,329974500,4
3100,258,4,R,330074506,330074500,6
3101,258,5,G,330174507,330174500,7
3102,258,6,E,330274509,330274500,9
3103,258,7,N,330374510,330374500,10
3104,258,8,L,330474511,330474500,11
3105,258,9,A,330574512,330574500,12
3106,258,10,N,330674514,330674500,14
3107,258,11,D,330774515,330774500,15
3108,259,0,F,330874516,330874516,0
3109,259,1,H,330974517,330974516,1
3110,259,2,B,331074518,331074516,2
3111,259,3,U,331174519,331174516,3
3112,259,4,R,331274520,331274516,4
3113,259,5,G,331374521,331374516,5
3114,259,6,E,331474522,331474516,6
3115,259,7,N,331574524,331574516,8
3116,259,8,L,331674526,331674516,10
3117,259,9,A,331774527,331774516,11
3118,259,10,N,331874529,331874516,13
3119,259,11,D,331974529,331974516,13
3120,260,0,F,332074530,332074530,0
3121,260,1,H,332174531,332174530,1
3122,260,2,B,332274533,332274530,3
3123,260,3,U,332374533,332374530,3
3124,260,4,R,332474533,332474530,3
3125,260,5,G,332574533,332574530,3
3126,260,6,E,332674534,332674530,4
3127,260,7,N,332774534,332774530,4
3128,260,8,L,332874536,332874530,6
3129,260,9,A,332974537,332974530,7
3130,260,10,N,333074537,333074530,7
3131,260,11,D,333174539,333174530,9
3132,261,0,F,333274540,333274540,0
3133,261,1,H,333374542,333374540,2
3134,261,2,B,333474542,333474540,2
3135,261,3,U,333574543,333574540,3
3136,261,4,R,333674544,333674540,4
3137,261,5,G,333774545,333774540,5
3138,261,6,E,333874546,333874540,6
3139,261,7,N,333974548,333974540,8
3140,261,8,L,334074548,334074540,8
3141,261,9,A,334174549,334174540,9
3142,261,10,N,334274551,334274540,11
3143,261,11,D,334374553,334374540,13
3144,262,0,F,334474554,334474554,0
3145,262,1,H,334574555,334574554,1
3146,262,2,B,334674556,334674554,2
3147,262,3,U,334774557,334774554,3
3148,262,4,R,334874557,334874554,3
3149,262,5,G,334974558,334974554,4
3150,262,6,E,335074559,335074554,5
3151,262,7,N,335174560,335174554,6
3152,262,8,L,335274562,335274554,8
3153,262,9,A,335374563,335374554,9
3154,262,10,N,335474564,335474554,10
3155,262,11,D,335574564,335574554,10
3156,263,0,F,335674565,335674565,0
3157,263,1,H,335774566,335774565,1
3158,263,2,B,335874567,335874565,2
3159,263,3,U,335974568,335974565,3
3160,263,4,R,336074569,336074565,4
3161,263,5,G,336174570,336174565,5
3162,263,6,E,336274571,336274565,6
3163,263,7,N,336374572,336374565,7
3164,263,8,L,336474572,336474565,7
3165,263,9,A,336574574,336574565,9
3166,263,10,N,336674575,336674565,10
3167,263,11,D,336774576,336774565,11
3168,264,0,F,336874578,336874578,0
3169,264,1,H,336974579,336974578,1
3170,264,2,B,337074580,337074578,2
3171,264,3,U,337174581,337174578,3
3172,264,4,R,337274582,337274578,4
3173,264,5,G,337374584,337374578,6
3174,264,6,E,337474585,337474578,7
3175,264,7,N,337574586,337574578,8
3176,264,8,L,337674587,337674578,9
3177,264,9,A,337774588,337774578,10
3178,264,10,N,337874589,337874578,11
3179,264,11,D,337974590,337974578,12
3180,265,0,F,338074590,338074590,0
3181,265,1,H,338174591,338174590,1
3182,265,2,B,338274592,338274590,2
3183,265,3,U,338374592,338374590,2
3184,265,4,R,338474593,338474590,3
3185,265,5,G,338574594,338574590,4
3186,265,6,E,338674595,338674590,5
3187,265,7,N,338774596,338774590,6
3188,265,8,L,338874597,338874590,7
3189,265,9,A,338974598,338974590,8
3190,265,10,N,339074599,339074590,9
3191,265,11,D,339174600,339174590,10
3192,266,0,F,339274600,339274600,0
3193,266,1,H,339374601,339374600,1
3194,266,2,B,339474602,339474600,2
3195,266,3,U,339574603,339574600,3
3196,266,4,R,339674603,339674600,3
3197,266,5,G,339774604,339774600,4
3198,266,6,E,339874606,339874600,6
3199,266,7,N,339974607,339974600,7
3200,266,8,L,340074607,340074600,7
3201,266,9,A,340174608,340174600,8
3202,266,10,N,340274609,340274600,9
3203,266,11,D,340374610,340374600,10
3204,267,0,F,340474611,340474611,0
3205,267,1,H,340574612,340574611,1
3206,267,2,B,340674614,340674611,3
3207,267,3,U,340774615,340774611,4
3208,267,4,R,340874616,340874611,5
3209,267,5,G,340974617,340974611,6
3210,267,6,E,341074618,341074611,7
3211,267,7,N,341174618,341174611,7
3212,267,8,L,341274620,341274611,9
3213,267,9,A,341374620,341374611,9
3214,267,10,N,341474622,341474611,11
3215,267,11,D,341574623,341574611,12
3216,268,0,F,341674625,341674625,0
3217,268,1,H,341774626,341774625,1
3218,268,2,B,341874626,341874625,1
3219,268,3,U,341974627,341974625,2
3220,268,4,R,342074628,342074625,3
3221,268,5,G,342174628,342174625,3
3222,268,6,E,342274629,342274625,4
3223,268,7,N,342374630,342374625,5
3224,268,8,L,342474631,342474625,6
3225,268,9,A,342574632,342574625,7
3226,268,10,N,342674633,342674625,8
3227,268,11,D,342774634,342774625,9
3228,269,0,F,342874634,342874634,0
3229,269,1,H,342974635,342974634,1
3230,269,2,B,343074635,343074634,1
3231,269,3,U,343174635,343174634,1
3232,269,4,R,343274636,343274634,2
3233,269,5,G,343374637,343374634,3
3234,269,6,E,343474639,343474634,5
3235,269,7,N,343574640,343574634,6
3236,269,8,L,343674641,343674634,7
3237,269,9,A,343774642,343774634,8
3238,269,10,N,343874643,343874634,9
3239,269,11,D,343974644,343974634,10
3240,270,0,F,344074644,344074644,0
3241,270,1,H,344174646,344174644,2
3242,270,2,B,344274647,344274644,3
3243,270,3,U,344374648,344374644,4
3244,270,4,R,344474649,344474644,5
3245,270,5,G,344574649,344574644,5
3246,270,6,E,344674650,344674644,6
3247,270,7,N,344774652,344774644,8
3248,270,8,L,344874653,344874644,9
3249,270,9,A,344974654,344974644,10
3250,270,10,N,345074655,345074644,11
3251,270,11,D,345174656,345174644,12
3252,271,0,F,345274657,345274657,0
3253,271,1,H,345374658,345374657,1
3254,271,2,B,345474659,345474657,2
3255,271,3,U,345574660,345574657,3
3256,271,4,R,345674662,345674657,5
3257,271,5,G,345774662,345774657,5
3258,271,6,E,345874664,345874657,7
3259,271,7,N,345974665,345974657,8
3260,271,8,L,346074665,346074657,8
3261,271,9,A,346174666,346174657,9
3262,271,10,N,346274667,346274657,10
3263,271,11,D,346374669,346374657,12
3264,272,0,F,346474670,346474670,0
3265,272,1,H,346574671,346574670,1
3266,272,2,B,346674672,346674670,2
3267,272,3,U,346774673,346774670,3
3268,272,4,R,346874674,346874670,4
3269,272,5,G,346974676,346974670,6
3270,272,6,E,347074678,347074670,8
3271,272,7,N,347174679,347174670,9
3272,272,8,L,347274680,347274670,10
3273,272,9,A,347374681,347374670,11
3274,272,10,N,347474682,347474670,12
3275,272,11,D,347574683,347574670,13
3276,273,0,F,347674685,347674685,0
3277,273,1,H,347774686,347774685,1
3278,273,2,B,347874687,347874685,2
3279,273,3,U,347974687,347974685,2
3280,273,4,R,348074687,348074685,2
3281,273,5,G,348174687,348174685,2
3282,273,6,E,348274688,348274685,3
3283,273,7,N,348374688,348374685,3
3284,273,8,L,348474688,348474685,3
3285,273,9,A,348574689,348574685,4
3286,273,10,N,348674690,348674685,5
3287,273,11,D,348774691,348774685,6
3288,274,0,F,348874692,348874692,0
3289,274,1,H,348974693,348974692,1
3290,274,2,B,349074693,349074692,1
3291,274,3,U,349174694,349174692,2
3292,274,4,R,349274695,349274692,3
3293,274,5,G,349374696,349374692,4
3294,274,6,E,349474697,349474692,5
3295,274,7,N,349574698,349574692,6
3296,274,8,L,349674699,349674692,7
3297,274,9,A,349774699,349774692,7
3298,274,10,N,349874700,349874692,8
3299,274,11,D,349974702,349974692,10
3300,275,0,F,350074702,350074702,0
3301,275,1,H,350174704,350174702,2
3302,275,2,B,350274706,350274702,4
3303,275,3,U,350374707,350374702,5
3304,275,4,R,350474708,350474702,6
3305,275,5,G,350574709,350574702,7
3306,275,6,E,350674710,350674702,8
3307,275,7,N,350774712,350774702,10
3308,275,8,L,350874712,350874702,10
3309,275,9,A,350974714,350974702,12
3310,275,10,N,351074714,351074702,12
3311,275,11,D,351174715,351174702,13
3312,276,0,F,351274716,351274716,0
3313,276,1,H,351374717,351374716,1
3314,276,2,B,351474718,351474716,2
3315,276,3,U,351574718,351574716,2
3316,276,4,R,351674720,351674716,4
3317,276,5,G,351774721,351774716,5
3318,276,6,E,351874722,351874716,6
3319,276,7,N,351974724,351974716,8
3320,276,8,L,352074725,352074716,9
3321,276,9,A,352174726,352174716,10
3322,276,10,N,352274727,352274716,11
3323,276,11,D,352374728,352374716,12
3324,277,0,F,352474729,352474729,0
3325,277,1,H,352574730,352574729,1
3326,277,2,B,352674732,352674729,3
3327,277,3,U,352774733,352774729,4
3328,277,4,R,352874734,352874729,5
3329,277,5,G,352974735,352974729,6
3330,277,6,E,353074735,353074729,6
3331,277,7,N,353174735,353174729,6
3332,277,8,L,353274736,353274729,7
3333,277,9,A,353374737,353374729,8
3334,277,10,N,353474738,353474729,9
3335,277,11,D,353574739,353574729,10
3336,278,0,F,353674739,353674739,0
3337,278,1,H,353774740,353774739,1
3338,278,2,B,353874740,353874739,1
3339,278,3,U,353974742,353974739,3
3340,278,4,R,354074744,354074739,5
3341,278,5,G,354174745,354174739,6
3342,278,6,E,354274747,354274739,8
3343,278,7,N,354374748,354374739,9
3344,278,8,L,354474748,354474739,9
3345,278,9,A,354574750,354574739,11
3346,278,10,N,354674751,354674739,12
3347,278,11,D,354774753,354774739,14
3348,279,0,F,354874753,354874753,0
3349,279,1,H,354974754,354974753,1
3350,279,2,B,355074755,355074753,2
3351,279,3,U,355174755,355174753,2
3352,279,4,R,355274756,355274753,3
3353,279,5,G,355374757,355374753,4
3354,279,6,E,355474759,355474753,6
3355,279,7,N,355574760,355574753,7
3356,279,8,L,355674762,355674753,9
3357,279,9,A,355774762,355774753,9
3358,279,10,N,355874764,355874753,11
3359,279,11,D,355974765,355974753,12
3360,280,0,F,356074766,356074766,0
3361,280,1,H,356174767,356174766,1
3362,280,2,B,356274769,356274766,3
3363,280,3,U,356374769,356374766,3
3364,280,4,R,356474770,356474766,4
3365,280,5,G,356574771,356574766,5
3366,280,6,E,356674771,356674766,5
3367,280,7,N,356774772,356774766,6
3368,280,8,L,356874774,356874766,8
3369,280,9,A,356974775,356974766,9
3370,280,10,N,357074777,357074766,11
3371,280,11,D,357174778,357174766,12
3372,281,0,F,357274779,357274779,0
3373,281,1,H,357374780,357374779,1
3374,281,2,B,357474781,357474779,2
3375,281,3,U,357574781,357574779,2
3376,281,4,R,357674782,357674779,3
3377,281,5,G,357774783,357774779,4
3378,281,6,E,357874784,357874779,5
3379,281,7,N,357974786,357974779,7
3380,281,8,L,358074786,358074779,7
3381,281,9,A,358174787,358174779,8
3382,281,10,N,358274788,358274779,9
3383,281,11,D,358374789,358374779,10
3384,282,0,F,358474790,358474790,0
3385,282,1,H,358574791,358574790,1
3386,282,2,B,358674792,358674790,2
3387,282,3,U,358774792,358774790,2
3388,282,4,R,358874793,358874790,3
3389,282,5,G,358974794,358974790,4
3390,282,6,E,359074794,359074790,4
3391,282,7,N,359174795,359174790,5
3392,282,8,L,359274796,359274790,6
3393,282,9,A,359374797,359374790,7
3394,282,10,N,359474798,359474790,8
3395,282,11,D,359574800,359574790,10
3396,283,0,F,359674801,359674801,0
3397,283,1,H,359774801,359774801,0
3398,283,2,B,359874802,359874801,1
3399,283,3,U,359974803,359974801,2
3400,283,4,R,360074803,360074801,2
3401,283,5,G,360174804,360174801,3
3402,283,6,E,360274805,360274801,4
3403,283,7,N,360374806,360374801,5
3404,283,8,L,360474807,360474801,6
3405,283,9,A,360574809,360574801,8
3406,283,10,N,360674809,360674801,8
3407,283,11,D,360774810,360774801,9
3408,284,0,F,360874811,360874811,0
3409,284,1,H,360974812,360974811,1
3410,284,2,B,361074813,361074811,2
3411,284,3,U,361174813,361174811,2
3412,284,4,R,361274814,361274811,3
3413,284,5,G,361374815,361374811,4
3414,284,6,E,361474816,361474811,5
3415,284,7,N,361574816,361574811,5
3416,284,8,L,361674817,361674811,6
3417,284,9,A,361774818,361774811,7
3418,284,10,N,361874820,361874811,9
3419,284,11,D,361974821,361974811,10
3420,285,0,F,362074821,362074821,0
3421,285,1,H,362174821,362174821,0
3422,285,2,B,362274823,362274821,2
3423,285,3,U,362374823,362374821,2
3424,285,4,R,362474824,362474821,3
3425,285,5,G,362574826,362574821,5
3426,285,6,E,362674826,362674821,5
3427,285,7,N,362774828,362774821,7
3428,285,8,L,362874830,362874821,9
3429,285,9,A,362974832,362974821,11
3430,285,10,N,363074834,363074821,13
3431,285,11,D,363174835,363174821,14
3432,286,0,F,363274836,363274836,0
3433,286,1,H,363374837,363374836,1
3434,286,2,B,363474838,363474836,2
3435,286,3,U,363574838,363574836,2
3436,286,4,R,363674839,363674836,3
3437,286,5,G,363774839,363774836,3
3438,286,6,E,363874840,363874836,4
3439,286,7,N,363974841,363974836,5
3440,286,8,L,364074842,364074836,6
3441,286,9,A,364174842,364174836,6
3442,286,10,N,364274843,364274836,7
3443,286,11,D,364374844,364374836,8
3444,287,0,F,364474845,364474845,0
3445,287,1,H,364574846,364574845,1
3446,287,2,B,364674847,364674845,2
3447,287,3,U,364774847,364774845,2
3448,287,4,R,364874848,364874845,3
3449,287,5,G,364974848,364974845,3
3450,287,6,E,365074850,365074845,5
3451,287,7,N,365174850,365174845,5
3452,287,8,L,365274851,365274845,6
3453,287,9,A,365374852,365374845,7
3454,287,10,N,365474852,365474845,7
3455,287,11,D,365574852,365574845,7
3456,288,0,F,365674853,365674853,0
3457,288,1,H,365774855,365774853,2
3458,288,2,B,365874856,365874853,3
3459,288,3,U,365974857,365974853,4
3460,288,4,R,366074859,366074853,6
3461,288,5,G,366174860,366174853,7
3462,288,6,E,366274861,366274853,8
3463,288,7,N,366374862,366374853,9
3464,288,8,L,366474863,366474853,10
3465,288,9,A,366574864,366574853,11
3466,288,10,N,366674864,366674853,11
3467,288,11,D,366774866,366774853,13
3468,289,0,F,366874867,366874867,0
3469,289,1,H,366974868,366974867,1
3470,289,2,B,367074869,367074867,2
3471,289,3,U,367174870,367174867,3
3472,289,4,R,367274871,367274867,4
3473,289,5,G,367374871,367374867,4
3474,289,6,E,367474873,367474867,6
3475,289,7,N,367574874,367574867,7
3476,289,8,L,367674874,367674867,7
3477,289,9,A,367774876,367774867,9
3478,289,10,N,367874876,367874867,9
3479,289,11,D,367974877,367974867,10
3480,290,0,F,368074878,368074878,0
3481,290,1,H,368174879,368174878,1
3482,290,2,B,368274879,368274878,1
3483,290,3,U,368374881,368374878,3
3484,290,4,R,368474882,368474878,4
3485,290,5,G,368574883,368574878,5
3486,290,6,E,368674883,368674878,5
3487,290,7,N,368774884,368774878,6
3488,290,8,L,368874884,368874878,6
3489,290,9,A,368974885,368974878,7
3490,290,10,N,369074885,369074878,7
3491,290,11,D,369174885,369174878,7
3492,291,0,F,369274886,369274886,0
3493,291,1,H,369374887,369374886,1
3494,291,2,B,369474888,369474886,2
3495,291,3,U,369574889,369574886,3
3496,291,4,R,369674890,369674886,4
3497,291,5,G,369774890,369774886,4
3498,291,6,E,369874891,369874886,5
3499,291,7,N,369974892,369974886,6
3500,291,8,L,370074893,370074886,7
3501,291,9,A,370174894,370174886,8
3502,291,10,N,370274895,370274886,9
3503,291,11,D,370374896,370374886,10
3504,292,0,F,370474898,370474898,0
3505,292,1,H,370574899,370574898,1
3506,292,2,B,370674900,370674898,2
3507,292,3,U,370774902,370774898,4
3508,292,4,R,370874904,370874898,6
3509,292,5,G,370974905,370974898,7
3510,292,6,E,371074906,371074898,8
3511,292,7,N,371174906,371174898,8
3512,292,8,L,371274908,371274898,10
3513,292,9,A,371374909,371374898,11
3514,292,10,N,371474911,371474898,13
3515,292,11,D,371574912,371574898,14
3516,293,0,F,371674913,371674913,0
3517,293,1,H,371774914,371774913,1
3518,293,2,B,371874916,371874913,3
3519,293,3,U,371974916,371974913,3
3520,293,4,R,372074917,372074913,4
3521,293,5,G,372174919,372174913,6
3522,293,6,E,372274920,372274913,7
3523,293,7,N,372374921,372374913,8
3524,293,8,L,372474922,372474913,9
3525,293,9,A,372574923,372574913,10
3526,293,10,N,372674924,372674913,11
3527,293,11,D,372774925,372774913,12
3528,294,0,F,372874926,372874926,0
3529,294,1,H,372974927,372974926,1
3530,294,2,B,373074927,373074926,1
3531,294,3,U,373174929,373174926,3
3532,294,4,R,373274930,373274926,4
3533,294,5,G,373374931,373374926,5
3534,294,6,E,373474932,373474926,6
3535,294,7,N,373574933,373574926,7
3536,294,8,L,373674933,373674926,7
3537,294,9,A,373774934,373774926,8
3538,294,10,N,373874936,373874926,10
3539,294,11,D,373974937,373974926,11
3540,295,0,F,374074938,374074938,0
3541,295,1,H,374174938,374174938,0
3542,295,2,B,374274940,374274938,2
3543,295,3,U,374374941,374374938,3
3544,295,4,R,374474942,374474938,4
3545,295,5,G,374574943,374574938,5
3546,295,6,E,374674944,374674938,6
3547,295,7,N,374774946,374774938,8
3548,295,8,L,374874947,374874938,9
3549,295,9,A,374974947,374974938,9
3550,295,10,N,375074949,375074938,11
3551,295,11,D,375174950,375174938,12
3552,296,0,F,375274952,375274952,0
3553,296,1,H,375374953,375374952,1
3554,296,2,B,375474955,375474952,3
3555,296,3,U,375574956,375574952,4
3556,296,4,R,375674957,375674952,5
3557,296,5,G,375774958,375774952,6
3558,296,6,E,375874960,375874952,8
3559,296,7,N,375974961,375974952,9
3560,296,8,L,376074962,376074952,10
3561,296,9,A,376174963,376174952,11
3562,296,10,N,376274964,376274952,12
3563,296,11,D,376374964,376374952,12
3564,297,0,F,376474965,376474965,0
3565,297,1,H,376574967,376574965,2
3566,297,2,B,376674968,376674965,3
3567,297,3,U,376774969,376774965,4
3568,297,4,R,376874970,376874965,5
3569,297,5,G,376974971,376974965,6
3570,297,6,E,377074972,377074965,7
3571,297,7,N,377174972,377174965,7
3572,297,8,L,377274974,377274965,9
3573,297,9,A,377374976,377374965,11
3574,297,10,N,377474977,377474965,12
3575,297,11,D,377574978,377574965,13
3576,298,0,F,377674979,377674979,0
3577,298,1,H,377774979,377774979,0
3578,298,2,B,377874980,377874979,1
3579,298,3,U,377974981,377974979,2
3580,298,4,R,378074981,378074979,2
3581,298,5,G,378174982,378174979,3
3582,298,6,E,378274983,378274979,4
3583,298,7,N,378374983,378374979,4
3584,298,8,L,378474983,378474979,4
3585,298,9,A,378574984,378574979,5
3586,298,10,N,378674985,378674979,6
3587,298,11,D,378774986,378774979,7
3588,299,0,F,378874986,378874986,0
3589,299,1,H,378974987,378974986,1
3590,299,2,B,379074988,379074986,2
3591,299,3,U,379174989,379174986,3
3592,299,4,R,379274991,379274986,5
3593,299,5,G,379374992,379374986,6
3594,299,6,E,379474993,379474986,7
3595,299,7,N,379574994,379574986,8
3596,299,8,L,379674995,379674986,9
3597,299,9,A,379774997,379774986,11
3598,299,10,N,379874998,379874986,12
3599,299,11,D,379974999,379974986,13
3600,300,0,F,380075000,380075000,0
3601,300,1,H,380175001,380175000,1
3602,300,2,B,380275003,380275000,3
3603,300,3,U,380375004,380375000,4
3604,300,4,R,380475006,380475000,6
3605,300,5,G,380575006,380575000,6
3606,300,6,E,380675006,380675000,6
3607,300,7,N,380775007,380775000,7
3608,300,8,L,380875009,380875000,9
3609,300,9,A,380975010,380975000,10
3610,300,10,N,381075012,381075000,12
3611,300,11,D,381175012,381175000,12
3612,301,0,F,381275013,381275013,0
3613,301,1,H,381375014,381375013,1
3614,301,2,B,381475015,381475013,2
3615,301,3,U,381575017,381575013,4
3616,301,4,R,381675017,381675013,4
3617,301,5,G,381775019,381775013,6
3618,301,6,E,381875021,381875013,8
3619,301,7,N,381975023,381975013,10
3620,301,8,L,382075025,382075013,12
3621,301,9,A,382175025,382175013,12
3622,301,10,N,382275026,382275013,13
3623,301,11,D,382375028,382375013,15
3624,302,0,F,382475029,382475029,0
3625,302,1,H,382575030,382575029,1
3626,302,2,B,382675030,382675029,1
3627,302,3,U,382775030,382775029,1
3628,302,4,R,382875031,382875029,2
3629,302,5,G,382975031,382975029,2
3630,302,6,E,383075032,383075029,3
3631,302,7,N,383175033,383175029,4
3632,302,8,L,383275034,383275029,5
3633,302,9,A,383375034,383375029,5
3634,302,10,N,383475036,383475029,7
3635,302,11,D,383575037,383575029,8
3636,303,0,F,383675038,383675038,0
3637,303,1,H,383775039,383775038,1
3638,303,2,B,383875041,383875038,3
3639,303,3,U,383975042,383975038,4
3640,303,4,R,384075043,384075038,5
3641,303,5,G,384175045,384175038,7
3642,303,6,E,384275047,384275038,9
3643,303,7,N,384375048,384375038,10
3644,303,8,L,384475049,384475038,11
3645,303,9,A,384575050,384575038,12
3646,303,10,N,384675050,384675038,12
3647,303,11,D,384775051,384775038,13
3648,304,0,F,384875051,384875051,0
3649,304,1,H,384975051,384975051,0
3650,304,2,B,385075052,385075051,1
3651,304,3,U,385175053,385175051,2
3652,304,4,R,385275054,385275051,3
3653,304,5,G,385375055,385375051,4
3654,304,6,E,385475056,385475051,5
3655,304,7,N,385575057,385575051,6
3656,304,8,L,385675057,385675051,6
3657,304,9,A,385775058,385775051,7
3658,304,10,N,385875059,385875051,8
3659,304,11,D,385975060,385975051,9
3660,305,0,F,386075061,386075061,0
3661,305,1,H,386175061,386175061,0
3662,305,2,B,386275062,386275061,1
3663,305,3,U,386375063,386375061,2
3664,305,4,R,386475064,386475061,3
3665,305,5,G,386575064,386575061,3
3666,305,6,E,386675065,386675061,4
3667,305,7,N,386775065,386775061,4
3668,305,8,L,386875067,386875061,6
3669,305,9,A,386975068,386975061,7
3670,305,10,N,387075069,387075061,8
3671,305,11,D,387175070,387175061,9
3672,306,0,F,387275071,387275071,0
3673,306,1,H,387375072,387375071,1
3674,306,2,B,387475072,387475071,1
3675,306,3,U,387575073,387575071,2
3676,306,4,R,387675074,387675071,3
3677,306,5,G,387775076,387775071,5
3678,306,6,E,387875076,387875071,5
3679,306,7,N,387975077,387975071,6
3680,306,8,L,388075079,388075071,8
3681,306,9,A,388175080,388175071,9
3682,306,10,N,388275081,388275071,10
3683,306,11,D,388375082,388375071,11
3684,307,0,F,388475083,388475083,0
3685,307,1,H,388575084,388575083,1
3686,307,2,B,388675085,388675083,2
3687,307,3,U,388775085,388775083,2
3688,307,4,R,388875085,388875083,2
3689,307,5,G,388975086,388975083,3
3690,307,6,E,389075087,389075083,4
3691,307,7,N,389175088,389175083,5
3692,307,8,L,389275089,389275083,6
3693,307,9,A,389375090,389375083,7
3694,307,10,N,389475091,389475083,8
3695,307,11,D,389575092,389575083,9
3696,308,0,F,389675093,389675093,0
3697,308,1,H,389775093,389775093,0
3698,308,2,B,389875094,389875093,1
3699,308,3,U,389975095,389975093,2
3700,308,4,R,390075096,390075093,3
3701,308,5,G,390175097,390175093,4
3702,308,6,E,390275098,390275093,5
3703,308,7,N,390375098,390375093,5
3704,308,8,L,390475100,390475093,7
3705,308,9,A,390575101,390575093,8
3706,308,10,N,390675101,390675093,8
