device,vkey,scancode,e0,e1,edge,t1_ns,keyname
264507,70,33,0,0,DOWN,1718243953830,"F"
264507,70,33,0,0,UP,1718347955730,"F"
264507,72,35,0,0,DOWN,1718348329430,"H"
264507,66,48,0,0,DOWN,1718443947930,"B"
264507,72,35,0,0,UP,1718459982230,"H"
264507,85,22,0,0,DOWN,1718547957930,"U"
264507,66,48,0,0,UP,1718571950130,"B"
264507,82,19,0,0,DOWN,1718651979430,"R"
264507,85,22,0,0,UP,1718659929630,"U"
264507,71,34,0,0,DOWN,1718747959730,"G"
264507,82,19,0,0,UP,1718771946030,"R"
264507,69,18,0,0,DOWN,1718851936830,"E"
264507,71,34,0,0,UP,1718859956930,"G"
264507,69,18,0,0,UP,1718947951630,"E"
264507,78,49,0,0,DOWN,1718948366130,"N"
264507,78,49,0,0,UP,1719003977530,"N"
264507,76,38,0,0,DOWN,1719051946930,"L"
264507,76,38,0,0,UP,1719099952930,"L"
264507,65,30,0,0,DOWN,1719147952430,"A"
264507,65,30,0,0,UP,1719195965530,"A"
264507,78,49,0,0,DOWN,1719251951330,"N"
264507,78,49,0,0,UP,1719300024930,"N"
264507,68,32,0,0,DOWN,1719347918430,"D"
264507,70,33,0,0,DOWN,1719451974930,"F"
264507,68,32,0,0,UP,1719459962430,"D"
264507,70,33,0,0,UP,1719523948830,"F"
264507,72,35,0,0,DOWN,1719547970330,"H"
264507,72,35,0,0,UP,1719651999930,"H"
264507,66,48,0,0,DOWN,1719652402930,"B"
264507,85,22,0,0,DOWN,1719747951730,"U"
264507,66,48,0,0,UP,1719764188030,"B"
264507,85,22,0,0,UP,1719851974330,"U"
264507,82,19,0,0,DOWN,1719852350030,"R"
264507,71,34,0,0,DOWN,1719947993430,"G"
264507,82,19,0,0,UP,1719963979430,"R"
264507,69,18,0,0,DOWN,1720051979630,"E"
264507,71,34,0,0,UP,1720059958230,"G"
264507,78,49,0,0,DOWN,1720147938030,"N"
264507,69,18,0,0,UP,1720155940630,"E"
264507,78,49,0,0,UP,1720203958230,"N"
264507,76,38,0,0,DOWN,1720251957830,"L"
264507,76,38,0,0,UP,1720307958730,"L"
264507,65,30,0,0,DOWN,1720348040430,"A"
264507,65,30,0,0,UP,1720387958330,"A"
264507,78,49,0,0,DOWN,1720451987530,"N"
264507,78,49,0,0,UP,1720507969730,"N"
264507,68,32,0,0,DOWN,1720547967630,"D"
264507,70,33,0,0,DOWN,1720651973230,"F"
264507,68,32,0,0,UP,1720659980530,"D"
264507,70,33,0,0,UP,1720723978330,"F"
264507,72,35,0,0,DOWN,1720747966730,"H"
264507,72,35,0,0,UP,1720843962830,"H"
264507,66,48,0,0,DOWN,1720844356030,"B"
264507,85,22,0,0,DOWN,1720947982930,"U"
264507,66,48,0,0,UP,1720963978930,"B"
264507,82,19,0,0,DOWN,1721043984830,"R"
264507,85,22,0,0,UP,1721059963630,"U"
264507,71,34,0,0,DOWN,1721147957630,"G"
264507,82,19,0,0,UP,1721163957430,"R"
264507,71,34,0,0,UP,1721251979330,"G"
264507,69,18,0,0,DOWN,1721252363030,"E"
264507,69,18,0,0,UP,1721347993130,"E"
264507,78,49,0,0,DOWN,1721348368430,"N"
264507,78,49,0,0,UP,1721411980630,"N"
264507,76,38,0,0,DOWN,1721451979730,"L"
264507,76,38,0,0,UP,1721500059730,"L"
264507,65,30,0,0,DOWN,1721547976630,"A"
264507,65,30,0,0,UP,1721595994830,"A"
264507,78,49,0,0,DOWN,1721651967430,"N"
264507,78,49,0,0,UP,1721707965930,"N"
