seq,cycle,pos,char,t0_us,t0_expected_us,delta_us
0,0,0,F,20071706,20071706,0
1,0,1,H,20171707,20171706,1
2,0,2,B,20271709,20271706,3
3,0,3,U,20371710,20371706,4
4,0,4,R,20471710,20471706,4
5,0,5,G,20571711,20571706,5
6,0,6,E,20671711,20671706,5
7,0,7,N,20771712,20771706,6
8,0,8,L,20871713,20871706,7
9,0,9,A,20971714,20971706,8
10,0,10,N,21071715,21071706,9
11,0,11,D,21171717,21171706,11
12,1,0,F,21271840,21271840,0
13,1,1,H,21371841,21371840,1
14,1,2,B,21471842,21471840,2
15,1,3,U,21571842,21571840,2
16,1,4,R,21671844,21671840,4
17,1,5,G,21771845,21771840,5
18,1,6,E,21871846,21871840,6
19,1,7,N,21971847,21971840,7
20,1,8,L,22071847,22071840,7
21,1,9,A,22171848,22171840,8
22,1,10,N,22271864,22271840,24
23,1,11,D,22371865,22371840,25
24,2,0,F,22471866,22471866,0
25,2,1,H,22571867,22571866,1
26,2,2,B,22671869,22671866,3
27,2,3,U,22771870,22771866,4
28,2,4,R,22871870,22871866,4
29,2,5,G,22971872,22971866,6
30,2,6,E,23071873,23071866,7
31,2,7,N,23171874,23171866,8
32,2,8,L,23271889,23271866,23
33,2,9,A,23371889,23371866,23
34,2,10,N,23471890,23471866,24
35,2,11,D,23571891,23571866,25
36,3,0,F,23671892,23671892,0
37,3,1,H,23771894,23771892,2
38,3,2,B,23871895,23871892,3
39,3,3,U,23971897,23971892,5
40,3,4,R,24071898,24071892,6
41,3,5,G,24171898,24171892,6
42,3,6,E,24271899,24271892,7
43,3,7,N,24371900,24371892,8
44,3,8,L,24471900,24471892,8
45,3,9,A,24571901,24571892,9
46,3,10,N,24671902,24671892,10
47,3,11,D,24771903,24771892,11
48,4,0,F,24871904,24871904,0
49,4,1,H,24971904,24971904,0
50,4,2,B,25071905,25071904,1
51,4,3,U,25171906,25171904,2
52,4,4,R,25271907,25271904,3
53,4,5,G,25371908,25371904,4
54,4,6,E,25471909,25471904,5
55,4,7,N,25571911,25571904,7
56,4,8,L,25671913,25671904,9
57,4,9,A,25771914,25771904,10
58,4,10,N,25871915,25871904,11
59,4,11,D,25971915,25971904,11
60,5,0,F,26071917,26071917,0
61,5,1,H,26171918,26171917,1
62,5,2,B,26271920,26271917,3
63,5,3,U,26371921,26371917,4
64,5,4,R,26471922,26471917,5
65,5,5,G,26571924,26571917,7
66,5,6,E,26671924,26671917,7
67,5,7,N,26771926,26771917,9
68,5,8,L,26871928,26871917,11
69,5,9,A,26971929,26971917,12
70,5,10,N,27071930,27071917,13
71,5,11,D,27171932,27171917,15
72,6,0,F,27271934,27271934,0
73,6,1,H,27371935,27371934,1
74,6,2,B,27471937,27471934,3
75,6,3,U,27571938,27571934,4
76,6,4,R,27671939,27671934,5
77,6,5,G,27771940,27771934,6
78,6,6,E,27871941,27871934,7
79,6,7,N,27971942,27971934,8
80,6,8,L,28071943,28071934,9
81,6,9,A,28171944,28171934,10
82,6,10,N,28271945,28271934,11
83,6,11,D,28371946,28371934,12
84,7,0,F,28471948,28471948,0
85,7,1,H,28571950,28571948,2
86,7,2,B,28671950,28671948,2
87,7,3,U,28771951,28771948,3
88,7,4,R,28871952,28871948,4
89,7,5,G,28971952,28971948,4
90,7,6,E,29071953,29071948,5
91,7,7,N,29171954,29171948,6
92,7,8,L,29271955,29271948,7
93,7,9,A,29371956,29371948,8
94,7,10,N,29471958,29471948,10
95,7,11,D,29571959,29571948,11
96,8,0,F,29671960,29671960,0
97,8,1,H,29771962,29771960,2
98,8,2,B,29871963,29871960,3
99,8,3,U,29971964,29971960,4
100,8,4,R,30071965,30071960,5
101,8,5,G,30171966,30171960,6
102,8,6,E,30271968,30271960,8
103,8,7,N,30371969,30371960,9
104,8,8,L,30471969,30471960,9
105,8,9,A,30571969,30571960,9
106,8,10,N,30671971,30671960,11
107,8,11,D,30771972,30771960,12
108,9,0,F,30871973,30871973,0
109,9,1,H,30971974,30971973,1
110,9,2,B,31071975,31071973,2
111,9,3,U,31171975,31171973,2
112,9,4,R,31271977,31271973,4
113,9,5,G,31371977,31371973,4
114,9,6,E,31471978,31471973,5
115,9,7,N,31571979,31571973,6
116,9,8,L,31671979,31671973,6
117,9,9,A,31771980,31771973,7
118,9,10,N,31871981,31871973,8
119,9,11,D,31971982,31971973,9
120,10,0,F,32071982,32071982,0
121,10,1,H,32171983,32171982,1
122,10,2,B,32271985,32271982,3
123,10,3,U,32371986,32371982,4
124,10,4,R,32471987,32471982,5
125,10,5,G,32571987,32571982,5
126,10,6,E,32671989,32671982,7
127,10,7,N,32771989,32771982,7
128,10,8,L,32871991,32871982,9
129,10,9,A,32971992,32971982,10
130,10,10,N,33071993,33071982,11
131,10,11,D,33171994,33171982,12
132,11,0,F,33271996,33271996,0
133,11,1,H,33371997,33371996,1
134,11,2,B,33471998,33471996,2
135,11,3,U,33572000,33571996,4
136,11,4,R,33672001,33671996,5
137,11,5,G,33772003,33771996,7
138,11,6,E,33872004,33871996,8
139,11,7,N,33972005,33971996,9
140,11,8,L,34072006,34071996,10
141,11,9,A,34172006,34171996,10
142,11,10,N,34272008,34271996,12
143,11,11,D,34372008,34371996,12
144,12,0,F,34472009,34472009,0
145,12,1,H,34572009,34572009,0
146,12,2,B,34672010,34672009,1
147,12,3,U,34772011,34772009,2
148,12,4,R,34872013,34872009,4
149,12,5,G,34972014,34972009,5
150,12,6,E,35072014,35072009,5
151,12,7,N,35172015,35172009,6
152,12,8,L,35272017,35272009,8
153,12,9,A,35372018,35372009,9
154,12,10,N,35472018,35472009,9
155,12,11,D,35572019,35572009,10
156,13,0,F,35672020,35672020,0
157,13,1,H,35772022,35772020,2
158,13,2,B,35872023,35872020,3
159,13,3,U,35972023,35972020,3
160,13,4,R,36072024,36072020,4
161,13,5,G,36172026,36172020,6
162,13,6,E,36272027,36272020,7
163,13,7,N,36372028,36372020,8
164,13,8,L,36472030,36472020,10
165,13,9,A,36572031,36572020,11
166,13,10,N,36672032,36672020,12
167,13,11,D,36772033,36772020,13
168,14,0,F,36872033,36872033,0
169,14,1,H,36972033,36972033,0
170,14,2,B,37072034,37072033,1
171,14,3,U,37172035,37172033,2
172,14,4,R,37272036,37272033,3
173,14,5,G,37372036,37372033,3
174,14,6,E,37472037,37472033,4
175,14,7,N,37572038,37572033,5
176,14,8,L,37672040,37672033,7
177,14,9,A,37772041,37772033,8
178,14,10,N,37872043,37872033,10
179,14,11,D,37972044,37972033,11
180,15,0,F,38072045,38072045,0
181,15,1,H,38172046,38172045,1
182,15,2,B,38272047,38272045,2
183,15,3,U,38372047,38372045,2
184,15,4,R,38472048,38472045,3
185,15,5,G,38572050,38572045,5
186,15,6,E,38672051,38672045,6
187,15,7,N,38772052,38772045,7
188,15,8,L,38872054,38872045,9
189,15,9,A,38972054,38972045,9
190,15,10,N,39072054,39072045,9
191,15,11,D,39172055,39172045,10
192,16,0,F,39272056,39272056,0
193,16,1,H,39372058,39372056,2
194,16,2,B,39472058,39472056,2
195,16,3,U,39572060,39572056,4
196,16,4,R,39672062,39672056,6
197,16,5,G,39772062,39772056,6
198,16,6,E,39872062,39872056,6
199,16,7,N,39972063,39972056,7
200,16,8,L,40072063,40072056,7
201,16,9,A,40172063,40172056,7
202,16,10,N,40272073,40272056,17
203,16,11,D,40372074,40372056,18
204,17,0,F,40472075,40472075,0
205,17,1,H,40572076,40572075,1
206,17,2,B,40672077,40672075,2
207,17,3,U,40772078,40772075,3
208,17,4,R,40872079,40872075,4
209,17,5,G,40972079,40972075,4
210,17,6,E,41072081,41072075,6
211,17,7,N,41172081,41172075,6
212,17,8,L,41272082,41272075,7
213,17,9,A,41372082,41372075,7
214,17,10,N,41472083,41472075,8
215,17,11,D,41572083,41572075,8
216,18,0,F,41672085,41672085,0
217,18,1,H,41772086,41772085,1
218,18,2,B,41872087,41872085,2
219,18,3,U,41972088,41972085,3
220,18,4,R,42072089,42072085,4
221,18,5,G,42172090,42172085,5
222,18,6,E,42272091,42272085,6
223,18,7,N,42372091,42372085,6
224,18,8,L,42472092,42472085,7
225,18,9,A,42572093,42572085,8
226,18,10,N,42672093,42672085,8
227,18,11,D,42772093,42772085,8
228,19,0,F,42872094,42872094,0
229,19,1,H,42972096,42972094,2
230,19,2,B,43072098,43072094,4
231,19,3,U,43172098,43172094,4
232,19,4,R,43272099,43272094,5
233,19,5,G,43372101,43372094,7
234,19,6,E,43472101,43472094,7
235,19,7,N,43572103,43572094,9
236,19,8,L,43672104,43672094,10
237,19,9,A,43772106,43772094,12
238,19,10,N,43872107,43872094,13
239,19,11,D,43972108,43972094,14
240,20,0,F,44072109,44072109,0
241,20,1,H,44172110,44172109,1
242,20,2,B,44272111,44272109,2
243,20,3,U,44372113,44372109,4
244,20,4,R,44472113,44472109,4
245,20,5,G,44572115,44572109,6
246,20,6,E,44672116,44672109,7
247,20,7,N,44772117,44772109,8
248,20,8,L,44872118,44872109,9
249,20,9,A,44972119,44972109,10
250,20,10,N,45072120,45072109,11
251,20,11,D,45172120,45172109,11
252,21,0,F,45272121,45272121,0
253,21,1,H,45372123,45372121,2
254,21,2,B,45472125,45472121,4
255,21,3,U,45572125,45572121,4
256,21,4,R,45672126,45672121,5
257,21,5,G,45772127,45772121,6
258,21,6,E,45872127,45872121,6
259,21,7,N,45972128,45972121,7
260,21,8,L,46072128,46072121,7
261,21,9,A,46172130,46172121,9
262,21,10,N,46272131,46272121,10
263,21,11,D,46372132,46372121,11
264,22,0,F,46472133,46472133,0
265,22,1,H,46572135,46572133,2
266,22,2,B,46672136,46672133,3
267,22,3,U,46772137,46772133,4
268,22,4,R,46872139,46872133,6
269,22,5,G,46972140,46972133,7
270,22,6,E,47072141,47072133,8
271,22,7,N,47172142,47172133,9
272,22,8,L,47272144,47272133,11
273,22,9,A,47372146,47372133,13
274,22,10,N,47472148,47472133,15
275,22,11,D,47572150,47572133,17
276,23,0,F,47672151,47672151,0
277,23,1,H,47772152,47772151,1
278,23,2,B,47872153,47872151,2
279,23,3,U,47972154,47972151,3
280,23,4,R,48072154,48072151,3
281,23,5,G,48172155,48172151,4
282,23,6,E,48272157,48272151,6
283,23,7,N,48372159,48372151,8
284,23,8,L,48472160,48472151,9
285,23,9,A,48572161,48572151,10
286,23,10,N,48672161,48672151,10
287,23,11,D,48772162,48772151,11
288,24,0,F,48872163,48872163,0
289,24,1,H,48972163,48972163,0
290,24,2,B,49072164,49072163,1
291,24,3,U,49172166,49172163,3
292,24,4,R,49272167,49272163,4
293,24,5,G,49372168,49372163,5
294,24,6,E,49472169,49472163,6
295,24,7,N,49572170,49572163,7
296,24,8,L,49672171,49672163,8
297,24,9,A,49772172,49772163,9
298,24,10,N,49872173,49872163,10
299,24,11,D,49972174,49972163,11
300,25,0,F,50072176,50072176,0
301,25,1,H,50172177,50172176,1
302,25,2,B,50272179,50272176,3
303,25,3,U,50372180,50372176,4
304,25,4,R,50472181,50472176,5
305,25,5,G,50572182,50572176,6
306,25,6,E,50672183,50672176,7
307,25,7,N,50772184,50772176,8
308,25,8,L,50872185,50872176,9
309,25,9,A,50972187,50972176,11
310,25,10,N,51072188,51072176,12
311,25,11,D,51172188,51172176,12
312,26,0,F,51272189,51272189,0
313,26,1,H,51372190,51372189,1
314,26,2,B,51472191,51472189,2
315,26,3,U,51572192,51572189,3
316,26,4,R,51672192,51672189,3
317,26,5,G,51772194,51772189,5
318,26,6,E,51872195,51872189,6
319,26,7,N,51972195,51972189,6
320,26,8,L,52072197,52072189,8
321,26,9,A,52172197,52172189,8
322,26,10,N,52272198,52272189,9
323,26,11,D,52372199,52372189,10
324,27,0,F,52472200,52472200,0
325,27,1,H,52572201,52572200,1
326,27,2,B,52672202,52672200,2
327,27,3,U,52772202,52772200,2
328,27,4,R,52872203,52872200,3
329,27,5,G,52972204,52972200,4
330,27,6,E,53072205,53072200,5
331,27,7,N,53172206,53172200,6
332,27,8,L,53272214,53272200,14
333,27,9,A,53372215,53372200,15
334,27,10,N,53472216,53472200,16
335,27,11,D,53572217,53572200,17
336,28,0,F,53672218,53672218,0
337,28,1,H,53772219,53772218,1
338,28,2,B,53872219,53872218,1
339,28,3,U,53972220,53972218,2
340,28,4,R,54072221,54072218,3
341,28,5,G,54172222,54172218,4
342,28,6,E,54272223,54272218,5
343,28,7,N,54372224,54372218,6
344,28,8,L,54472224,54472218,6
345,28,9,A,54572225,54572218,7
346,28,10,N,54672226,54672218,8
347,28,11,D,54772227,54772218,9
348,29,0,F,54872229,54872229,0
349,29,1,H,54972230,54972229,1
350,29,2,B,55072231,55072229,2
351,29,3,U,55172232,55172229,3
352,29,4,R,55272233,55272229,4
353,29,5,G,55372234,55372229,5
354,29,6,E,55472234,55472229,5
355,29,7,N,55572235,55572229,6
356,29,8,L,55672236,55672229,7
357,29,9,A,55772237,55772229,8
358,29,10,N,55872238,55872229,9
359,29,11,D,55972239,55972229,10
360,30,0,F,56072240,56072240,0
361,30,1,H,56172242,56172240,2
362,30,2,B,56272243,56272240,3
363,30,3,U,56372245,56372240,5
364,30,4,R,56472246,56472240,6
365,30,5,G,56572247,56572240,7
366,30,6,E,56672248,56672240,8
367,30,7,N,56772249,56772240,9
368,30,8,L,56872250,56872240,10
369,30,9,A,56972251,56972240,11
370,30,10,N,57072252,57072240,12
371,30,11,D,57172252,57172240,12
372,31,0,F,57272254,57272254,0
373,31,1,H,57372255,57372254,1
374,31,2,B,57472255,57472254,1
375,31,3,U,57572255,57572254,1
376,31,4,R,57672255,57672254,1
377,31,5,G,57772256,57772254,2
378,31,6,E,57872257,57872254,3
379,31,7,N,57972258,57972254,4
380,31,8,L,58072259,58072254,5
381,31,9,A,58172261,58172254,7
382,31,10,N,58272262,58272254,8
383,31,11,D,58372263,58372254,9
384,32,0,F,58472264,58472264,0
385,32,1,H,58572265,58572264,1
386,32,2,B,58672266,58672264,2
387,32,3,U,58772267,58772264,3
388,32,4,R,58872268,58872264,4
389,32,5,G,58972270,58972264,6
390,32,6,E,59072270,59072264,6
391,32,7,N,59172271,59172264,7
392,32,8,L,59272272,59272264,8
393,32,9,A,59372272,59372264,8
394,32,10,N,59472273,59472264,9
395,32,11,D,59572274,59572264,10
396,33,0,F,59672275,59672275,0
397,33,1,H,59772276,59772275,1
398,33,2,B,59872277,59872275,2
399,33,3,U,59972278,59972275,3
400,33,4,R,60072280,60072275,5
401,33,5,G,60172280,60172275,5
402,33,6,E,60272281,60272275,6
403,33,7,N,60372282,60372275,7
404,33,8,L,60472283,60472275,8
405,33,9,A,60572284,60572275,9
406,33,10,N,60672285,60672275,10
407,33,11,D,60772287,60772275,12
408,34,0,F,60872288,60872288,0
409,34,1,H,60972289,60972288,1
410,34,2,B,61072290,61072288,2
411,34,3,U,61172291,61172288,3
412,34,4,R,61272292,61272288,4
413,34,5,G,61372293,61372288,5
414,34,6,E,61472294,61472288,6
415,34,7,N,61572296,61572288,8
416,34,8,L,61672297,61672288,9
417,34,9,A,61772298,61772288,10
418,34,10,N,61872299,61872288,11
419,34,11,D,61972300,61972288,12
420,35,0,F,62072301,62072301,0
421,35,1,H,62172302,62172301,1
422,35,2,B,62272303,62272301,2
423,35,3,U,62372303,62372301,2
424,35,4,R,62472304,62472301,3
425,35,5,G,62572305,62572301,4
426,35,6,E,62672306,62672301,5
427,35,7,N,62772306,62772301,5
428,35,8,L,62872307,62872301,6
429,35,9,A,62972307,62972301,6
430,35,10,N,63072308,63072301,7
431,35,11,D,63172309,63172301,8
432,36,0,F,63272310,63272310,0
433,36,1,H,63372311,63372310,1
434,36,2,B,63472311,63472310,1
435,36,3,U,63572312,63572310,2
436,36,4,R,63672313,63672310,3
437,36,5,G,63772313,63772310,3
438,36,6,E,63872314,63872310,4
439,36,7,N,63972315,63972310,5
440,36,8,L,64072315,64072310,5
441,36,9,A,64172316,64172310,6
442,36,10,N,64272317,64272310,7
443,36,11,D,64372318,64372310,8
444,37,0,F,64472319,64472319,0
445,37,1,H,64572321,64572319,2
446,37,2,B,64672321,64672319,2
447,37,3,U,64772321,64772319,2
448,37,4,R,64872322,64872319,3
449,37,5,G,64972323,64972319,4
450,37,6,E,65072323,65072319,4
451,37,7,N,65172324,65172319,5
452,37,8,L,65272326,65272319,7
453,37,9,A,65372327,65372319,8
454,37,10,N,65472328,65472319,9
455,37,11,D,65572329,65572319,10
456,38,0,F,65672329,65672329,0
457,38,1,H,65772330,65772329,1
458,38,2,B,65872331,65872329,2
459,38,3,U,65972332,65972329,3
460,38,4,R,66072333,66072329,4
461,38,5,G,66172334,66172329,5
462,38,6,E,66272335,66272329,6
463,38,7,N,66372337,66372329,8
464,38,8,L,66472338,66472329,9
465,38,9,A,66572339,66572329,10
466,38,10,N,66672339,66672329,10
467,38,11,D,66772339,66772329,10
468,39,0,F,66872340,66872340,0
469,39,1,H,66972340,66972340,0
470,39,2,B,67072341,67072340,1
471,39,3,U,67172342,67172340,2
472,39,4,R,67272344,67272340,4
473,39,5,G,67372344,67372340,4
474,39,6,E,67472346,67472340,6
475,39,7,N,67572346,67572340,6
476,39,8,L,67672346,67672340,6
477,39,9,A,67772347,67772340,7
478,39,10,N,67872348,67872340,8
479,39,11,D,67972350,67972340,10
480,40,0,F,68072351,68072351,0
481,40,1,H,68172352,68172351,1
482,40,2,B,68272354,68272351,3
483,40,3,U,68372355,68372351,4
484,40,4,R,68472356,68472351,5
485,40,5,G,68572358,68572351,7
486,40,6,E,68672359,68672351,8
487,40,7,N,68772360,68772351,9
488,40,8,L,68872361,68872351,10
489,40,9,A,68972363,68972351,12
490,40,10,N,69072364,69072351,13
491,40,11,D,69172365,69172351,14
492,41,0,F,69272367,69272367,0
493,41,1,H,69372368,69372367,1
494,41,2,B,69472369,69472367,2
495,41,3,U,69572369,69572367,2
496,41,4,R,69672370,69672367,3
497,41,5,G,69772372,69772367,5
498,41,6,E,69872374,69872367,7
499,41,7,N,69972375,69972367,8
500,41,8,L,70072376,70072367,9
501,41,9,A,70172376,70172367,9
502,41,10,N,70272377,70272367,10
503,41,11,D,70372378,70372367,11
504,42,0,F,70472379,70472379,0
505,42,1,H,70572381,70572379,2
506,42,2,B,70672381,70672379,2
507,42,3,U,70772381,70772379,2
508,42,4,R,70872382,70872379,3
509,42,5,G,70972382,70972379,3
510,42,6,E,71072383,71072379,4
511,42,7,N,71172383,71172379,4
512,42,8,L,71272384,71272379,5
513,42,9,A,71372385,71372379,6
514,42,10,N,71472387,71472379,8
515,42,11,D,71572388,71572379,9
516,43,0,F,71672388,71672388,0
517,43,1,H,71772389,71772388,1
518,43,2,B,71872390,71872388,2
519,43,3,U,71972391,71972388,3
520,43,4,R,72072392,72072388,4
521,43,5,G,72172393,72172388,5
522,43,6,E,72272394,72272388,6
523,43,7,N,72372395,72372388,7
524,43,8,L,72472396,72472388,8
525,43,9,A,72572397,72572388,9
526,43,10,N,72672398,72672388,10
527,43,11,D,72772400,72772388,12
528,44,0,F,72872401,72872401,0
529,44,1,H,72972402,72972401,1
530,44,2,B,73072402,73072401,1
531,44,3,U,73172402,73172401,1
532,44,4,R,73272403,73272401,2
533,44,5,G,73372403,73372401,2
534,44,6,E,73472404,73472401,3
535,44,7,N,73572404,73572401,3
536,44,8,L,73672405,73672401,4
537,44,9,A,73772406,73772401,5
538,44,10,N,73872408,73872401,7
539,44,11,D,73972409,73972401,8
540,45,0,F,74072410,74072410,0
541,45,1,H,74172410,74172410,0
542,45,2,B,74272411,74272410,1
543,45,3,U,74372412,74372410,2
544,45,4,R,74472413,74472410,3
545,45,5,G,74572414,74572410,4
546,45,6,E,74672415,74672410,5
547,45,7,N,74772416,74772410,6
548,45,8,L,74872416,74872410,6
549,45,9,A,74972417,74972410,7
550,45,10,N,75072418,75072410,8
551,45,11,D,75172419,75172410,9
552,46,0,F,75272421,75272421,0
553,46,1,H,75372422,75372421,1
554,46,2,B,75472423,75472421,2
555,46,3,U,75572424,75572421,3
556,46,4,R,75672425,75672421,4
557,46,5,G,75772425,75772421,4
558,46,6,E,75872426,75872421,5
559,46,7,N,75972426,75972421,5
560,46,8,L,76072427,76072421,6
561,46,9,A,76172428,76172421,7
562,46,10,N,76272428,76272421,7
563,46,11,D,76372430,76372421,9
564,47,0,F,76472430,76472430,0
565,47,1,H,76572430,76572430,0
566,47,2,B,76672432,76672430,2
567,47,3,U,76772433,76772430,3
568,47,4,R,76872434,76872430,4
569,47,5,G,76972435,76972430,5
570,47,6,E,77072436,77072430,6
571,47,7,N,77172436,77172430,6
572,47,8,L,77272437,77272430,7
573,47,9,A,77372438,77372430,8
574,47,10,N,77472438,77472430,8
575,47,11,D,77572440,77572430,10
576,48,0,F,77672441,77672441,0
577,48,1,H,77772441,77772441,0
578,48,2,B,77872442,77872441,1
579,48,3,U,77972443,77972441,2
580,48,4,R,78072444,78072441,3
581,48,5,G,78172445,78172441,4
582,48,6,E,78272446,78272441,5
583,48,7,N,78372447,78372441,6
584,48,8,L,78472448,78472441,7
585,48,9,A,78572448,78572441,7
586,48,10,N,78672450,78672441,9
587,48,11,D,78772451,78772441,10
588,49,0,F,78872452,78872452,0
589,49,1,H,78972452,78972452,0
590,49,2,B,79072453,79072452,1
591,49,3,U,79172454,79172452,2
592,49,4,R,79272456,79272452,4
593,49,5,G,79372457,79372452,5
594,49,6,E,79472459,79472452,7
595,49,7,N,79572460,79572452,8
596,49,8,L,79672461,79672452,9
597,49,9,A,79772461,79772452,9
598,49,10,N,79872462,79872452,10
599,49,11,D,79972463,79972452,11
600,50,0,F,80072464,80072464,0
601,50,1,H,80172465,80172464,1
602,50,2,B,80272466,80272464,2
603,50,3,U,80372466,80372464,2
604,50,4,R,80472467,80472464,3
605,50,5,G,80572468,80572464,4
606,50,6,E,80672469,80672464,5
607,50,7,N,80772470,80772464,6
608,50,8,L,80872472,80872464,8
609,50,9,A,80972473,80972464,9
610,50,10,N,81072473,81072464,9
611,50,11,D,81172474,81172464,10
612,51,0,F,81272475,81272475,0
613,51,1,H,81372476,81372475,1
614,51,2,B,81472477,81472475,2
615,51,3,U,81572478,81572475,3
616,51,4,R,81672479,81672475,4
617,51,5,G,81772481,81772475,6
618,51,6,E,81872483,81872475,8
619,51,7,N,81972484,81972475,9
620,51,8,L,82072484,82072475,9
621,51,9,A,82172486,82172475,11
622,51,10,N,82272487,82272475,12
623,51,11,D,82372487,82372475,12
624,52,0,F,82472488,82472488,0
625,52,1,H,82572489,82572488,1
626,52,2,B,82672490,82672488,2
627,52,3,U,82772492,82772488,4
628,52,4,R,82872493,82872488,5
629,52,5,G,82972494,82972488,6
630,52,6,E,83072495,83072488,7
631,52,7,N,83172496,83172488,8
632,52,8,L,83272497,83272488,9
633,52,9,A,83372499,83372488,11
634,52,10,N,83472500,83472488,12
635,52,11,D,83572501,83572488,13
636,53,0,F,83672502,83672502,0
637,53,1,H,83772503,83772502,1
638,53,2,B,83872504,83872502,2
639,53,3,U,83972505,83972502,3
640,53,4,R,84072507,84072502,5
641,53,5,G,84172507,84172502,5
642,53,6,E,84272509,84272502,7
643,53,7,N,84372510,84372502,8
644,53,8,L,84472511,84472502,9
645,53,9,A,84572512,84572502,10
646,53,10,N,84672512,84672502,10
647,53,11,D,84772513,84772502,11
648,54,0,F,84872514,84872514,0
649,54,1,H,84972515,84972514,1
650,54,2,B,85072517,85072514,3
651,54,3,U,85172518,85172514,4
652,54,4,R,85272520,85272514,6
653,54,5,G,85372520,85372514,6
654,54,6,E,85472521,85472514,7
655,54,7,N,85572523,85572514,9
656,54,8,L,85672524,85672514,10
657,54,9,A,85772525,85772514,11
658,54,10,N,85872526,85872514,12
659,54,11,D,85972527,85972514,13
660,55,0,F,86072528,86072528,0
661,55,1,H,86172530,86172528,2
662,55,2,B,86272531,86272528,3
663,55,3,U,86372533,86372528,5
664,55,4,R,86472534,86472528,6
665,55,5,G,86572536,86572528,8
666,55,6,E,86672537,86672528,9
667,55,7,N,86772537,86772528,9
668,55,8,L,86872538,86872528,10
669,55,9,A,86972538,86972528,10
670,55,10,N,87072538,87072528,10
671,55,11,D,87172539,87172528,11
672,56,0,F,87272540,87272540,0
673,56,1,H,87372541,87372540,1
674,56,2,B,87472542,87472540,2
675,56,3,U,87572543,87572540,3
676,56,4,R,87672543,87672540,3
677,56,5,G,87772544,87772540,4
678,56,6,E,87872545,87872540,5
679,56,7,N,87972545,87972540,5
680,56,8,L,88072546,88072540,6
681,56,9,A,88172547,88172540,7
682,56,10,N,88272548,88272540,8
683,56,11,D,88372548,88372540,8
684,57,0,F,88472549,88472549,0
685,57,1,H,88572550,88572549,1
686,57,2,B,88672551,88672549,2
687,57,3,U,88772553,88772549,4
688,57,4,R,88872555,88872549,6
689,57,5,G,88972556,88972549,7
690,57,6,E,89072557,89072549,8
691,57,7,N,89172557,89172549,8
692,57,8,L,89272559,89272549,10
693,57,9,A,89372560,89372549,11
694,57,10,N,89472561,89472549,12
695,57,11,D,89572563,89572549,14
696,58,0,F,89672565,89672565,0
697,58,1,H,89772567,89772565,2
698,58,2,B,89872568,89872565,3
699,58,3,U,89972569,89972565,4
700,58,4,R,90072570,90072565,5
701,58,5,G,90172570,90172565,5
702,58,6,E,90272572,90272565,7
703,58,7,N,90372573,90372565,8
704,58,8,L,90472573,90472565,8
705,58,9,A,90572575,90572565,10
706,58,10,N,90672576,90672565,11
707,58,11,D,90772577,90772565,12
708,59,0,F,90872578,90872578,0
709,59,1,H,90972579,90972578,1
710,59,2,B,91072580,91072578,2
711,59,3,U,91172581,91172578,3
712,59,4,R,91272582,91272578,4
713,59,5,G,91372583,91372578,5
714,59,6,E,91472584,91472578,6
715,59,7,N,91572584,91572578,6
716,59,8,L,91672584,91672578,6
717,59,9,A,91772585,91772578,7
718,59,10,N,91872586,91872578,8
719,59,11,D,91972587,91972578,9
720,60,0,F,92072587,92072587,0
721,60,1,H,92172588,92172587,1
722,60,2,B,92272590,92272587,3
723,60,3,U,92372591,92372587,4
724,60,4,R,92472593,92472587,6
725,60,5,G,92572593,92572587,6
726,60,6,E,92672594,92672587,7
727,60,7,N,92772594,92772587,7
728,60,8,L,92872594,92872587,7
729,60,9,A,92972594,92972587,7
730,60,10,N,93072596,93072587,9
731,60,11,D,93172598,93172587,11
732,61,0,F,93272599,93272599,0
733,61,1,H,93372600,93372599,1
734,61,2,B,93472601,93472599,2
735,61,3,U,93572602,93572599,3
736,61,4,R,93672604,93672599,5
737,61,5,G,93772605,93772599,6
738,61,6,E,93872605,93872599,6
739,61,7,N,93972607,93972599,8
740,61,8,L,94072608,94072599,9
741,61,9,A,94172609,94172599,10
742,61,10,N,94272611,94272599,12
743,61,11,D,94372612,94372599,13
744,62,0,F,94472613,94472613,0
745,62,1,H,94572614,94572613,1
746,62,2,B,94672614,94672613,1
747,62,3,U,94772614,94772613,1
748,62,4,R,94872615,94872613,2
749,62,5,G,94972617,94972613,4
750,62,6,E,95072618,95072613,5
751,62,7,N,95172619,95172613,6
752,62,8,L,95272620,95272613,7
753,62,9,A,95372621,95372613,8
754,62,10,N,95472622,95472613,9
755,62,11,D,95572623,95572613,10
756,63,0,F,95672625,95672625,0
757,63,1,H,95772626,95772625,1
758,63,2,B,95872626,95872625,1
759,63,3,U,95972627,95972625,2
760,63,4,R,96072628,96072625,3
761,63,5,G,96172629,96172625,4
762,63,6,E,96272630,96272625,5
763,63,7,N,96372631,96372625,6
764,63,8,L,96472632,96472625,7
765,63,9,A,96572632,96572625,7
766,63,10,N,96672633,96672625,8
767,63,11,D,96772634,96772625,9
768,64,0,F,96872636,96872636,0
769,64,1,H,96972637,96972636,1
770,64,2,B,97072639,97072636,3
771,64,3,U,97172640,97172636,4
772,64,4,R,97272641,97272636,5
773,64,5,G,97372641,97372636,5
774,64,6,E,97472642,97472636,6
775,64,7,N,97572644,97572636,8
