Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
460196725,13,28,0,0,1256904919060,"EINGABE"
460196725,13,28,0,0,1257040758860,"EINGABE"
1775085,65,30,0,0,1258344819260,"A"
1775085,78,49,0,0,1258424824560,"N"
1775085,76,38,0,0,1258504966060,"L"
1775085,39,77,1,0,1258585068060,"NACH-RECHTS"
1775085,66,48,0,0,1258665165260,"B"
1775085,68,32,0,0,1258745047660,"D"
1775085,71,34,0,0,1258824942360,"G"
1775085,70,33,0,0,1258904623060,"F"
1775085,69,18,0,0,1258992931560,"E"
1775085,72,35,0,0,1259064770960,"H"
1775085,82,19,0,0,1259144825160,"R"
1775085,85,22,0,0,1259225258060,"U"
1775085,65,30,0,0,1259305021660,"A"
1775085,78,49,0,0,1259384638460,"N"
1775085,76,38,0,0,1259465052760,"L"
1775085,39,77,1,0,1259545154260,"NACH-RECHTS"
1775085,66,48,0,0,1259625580960,"B"
1775085,68,32,0,0,1259713540060,"D"
1775085,71,34,0,0,1259785128360,"G"
1775085,70,33,0,0,1259865075860,"F"
1775085,69,18,0,0,1259945433660,"E"
1775085,72,35,0,0,1260024875560,"H"
1775085,82,19,0,0,1260104792260,"R"
1775085,85,22,0,0,1260185107260,"U"
1775085,65,30,0,0,1260264866760,"A"
1775085,78,49,0,0,1260345337560,"N"
1775085,76,38,0,0,1260424871560,"L"
1775085,39,77,1,0,1260504982060,"NACH-RECHTS"
1775085,66,48,0,0,1260584660060,"B"
1775085,68,32,0,0,1260665054460,"D"
1775085,71,34,0,0,1260744977060,"G"
1775085,70,33,0,0,1260824440660,"F"
1775085,69,18,0,0,1260912786460,"E"
1775085,72,35,0,0,1260984926760,"H"
1775085,82,19,0,0,1261080979860,"R"
1775085,85,22,0,0,1261145243260,"U"
1775085,65,30,0,0,1261224932460,"A"
1775085,78,49,0,0,1261304945560,"N"
1775085,76,38,0,0,1261384948260,"L"
1775085,39,77,1,0,1261465598460,"NACH-RECHTS"
1775085,66,48,0,0,1261544212760,"B"
1775085,68,32,0,0,1261625426860,"D"
1775085,71,34,0,0,1261705036360,"G"
1775085,70,33,0,0,1261784500360,"F"
1775085,69,18,0,0,1261864617460,"E"
1775085,72,35,0,0,1261945481660,"H"
1775085,82,19,0,0,1262024492760,"R"
1775085,85,22,0,0,1262105337260,"U"
1775085,65,30,0,0,1262185566260,"A"
1775085,78,49,0,0,1262266288060,"N"
1775085,76,38,0,0,1262345955060,"L"
1775085,39,77,1,0,1262425696460,"NACH-RECHTS"
1775085,66,48,0,0,1262505485460,"B"
1775085,68,32,0,0,1262585154760,"D"
1775085,71,34,0,0,1262664878660,"G"
1775085,70,33,0,0,1262745362460,"F"
1775085,69,18,0,0,1262826914560,"E"
1775085,72,35,0,0,1262906079060,"H"
1775085,82,19,0,0,1262993004460,"R"
1775085,85,22,0,0,1263065254860,"U"
1775085,65,30,0,0,1263145705960,"A"
1775085,78,49,0,0,1263225545460,"N"
1775085,76,38,0,0,1263305971360,"L"
1775085,39,77,1,0,1263386640460,"NACH-RECHTS"
1775085,66,48,0,0,1263469404260,"B"
1775085,68,32,0,0,1263546337760,"D"
1775085,71,34,0,0,1263625128660,"G"
1775085,70,33,0,0,1263705508760,"F"
1775085,69,18,0,0,1263793341360,"E"
1775085,72,35,0,0,1263865878960,"H"
1775085,82,19,0,0,1263945003160,"R"
1775085,85,22,0,0,1264025700460,"U"
1775085,65,30,0,0,1264105249960,"A"
1775085,78,49,0,0,1264184960060,"N"
1775085,76,38,0,0,1264266184060,"L"
1775085,39,77,1,0,1264346435160,"NACH-RECHTS"
1775085,66,48,0,0,1264426204260,"B"
1775085,68,32,0,0,1264515480360,"D"
1775085,71,34,0,0,1264585688160,"G"
1775085,70,33,0,0,1264666361660,"F"
1775085,69,18,0,0,1264753459460,"E"
1775085,72,35,0,0,1264826656360,"H"
1775085,82,19,0,0,1264905333060,"R"
1775085,85,22,0,0,1264985807360,"U"
1775085,65,30,0,0,1265064753560,"A"
1775085,78,49,0,0,1265146269060,"N"
1775085,76,38,0,0,1265224727360,"L"
1775085,39,77,1,0,1265305323160,"NACH-RECHTS"
1775085,66,48,0,0,1265384678960,"B"
1775085,68,32,0,0,1265465646160,"D"
1775085,71,34,0,0,1265544279160,"G"
1775085,70,33,0,0,1265625382760,"F"
1775085,69,18,0,0,1265713951660,"E"
1775085,72,35,0,0,1265786570060,"H"
1775085,82,19,0,0,1265874077460,"R"
1775085,85,22,0,0,1265946430860,"U"
1775085,65,30,0,0,1266026702360,"A"
1775085,78,49,0,0,1266106131660,"N"
1775085,76,38,0,0,1266187169260,"L"
1775085,39,77,1,0,1266268809860,"NACH-RECHTS"
1775085,66,48,0,0,1266347333660,"B"
1775085,68,32,0,0,1266426160060,"D"
1775085,71,34,0,0,1266504716560,"G"
1775085,70,33,0,0,1266586594960,"F"
1775085,69,18,0,0,1266664329760,"E"
1775085,72,35,0,0,1266745517660,"H"
1775085,82,19,0,0,1266826403260,"R"
1775085,85,22,0,0,1266905714760,"U"
1775085,65,30,0,0,1266986662660,"A"
1775085,78,49,0,0,1267071384760,"N"
1775085,76,38,0,0,1267146233060,"L"
1775085,39,77,1,0,1267225699960,"NACH-RECHTS"
1775085,66,48,0,0,1267306109960,"B"
1775085,68,32,0,0,1267385517360,"D"
1775085,71,34,0,0,1267466270460,"G"
1775085,70,33,0,0,1267545954560,"F"
1775085,69,18,0,0,1267624931060,"E"
1775085,72,35,0,0,1267705010660,"H"
1775085,82,19,0,0,1267787795960,"R"
1775085,85,22,0,0,1267866180160,"U"
1775085,65,30,0,0,1267945740660,"A"
1775085,78,49,0,0,1268025738860,"N"
1775085,76,38,0,0,1268105249560,"L"
1775085,39,77,1,0,1268185761460,"NACH-RECHTS"
1775085,66,48,0,0,1268266001160,"B"
1775085,68,32,0,0,1268346561460,"D"
1775085,71,34,0,0,1268424688560,"G"
1775085,70,33,0,0,1268504504360,"F"
1775085,69,18,0,0,1268585157760,"E"
1775085,72,35,0,0,1268664742260,"H"
