timestamp_iso,line_type,us_value,text
2026-02-06T14:25:58.105,INFO,,"Pico GPIO timestamp firmware with buffer started. GPIO15 active every 50 ms"
2026-02-06T14:25:58.216,DATA,20051059,"20051059 us"
2026-02-06T14:25:58.216,DATA,20101059,"20101059 us"
2026-02-06T14:25:58.328,DATA,20151059,"20151059 us"
2026-02-06T14:25:58.328,DATA,20201059,"20201059 us"
2026-02-06T14:25:58.440,DATA,20251059,"20251059 us"
2026-02-06T14:25:58.440,DATA,20301059,"20301059 us"
2026-02-06T14:25:58.440,DATA,20351059,"20351059 us"
2026-02-06T14:25:58.552,DATA,20401059,"20401059 us"
2026-02-06T14:25:58.552,DATA,20451059,"20451059 us"
2026-02-06T14:25:58.664,DATA,20501059,"20501059 us"
2026-02-06T14:25:58.664,DATA,20551059,"20551059 us"
2026-02-06T14:25:58.776,DATA,20601059,"20601059 us"
2026-02-06T14:25:58.776,DATA,20651059,"20651059 us"
2026-02-06T14:25:58.888,DATA,20701059,"20701059 us"
2026-02-06T14:25:58.888,DATA,20751059,"20751059 us"
2026-02-06T14:25:58.888,DATA,20801059,"20801059 us"
2026-02-06T14:25:58.999,DATA,20851059,"20851059 us"
2026-02-06T14:25:58.999,DATA,20901059,"20901059 us"
2026-02-06T14:25:59.111,DATA,20951059,"20951059 us"
2026-02-06T14:25:59.111,DATA,21001059,"21001059 us"
2026-02-06T14:25:59.111,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-06T14:25:59.223,DATA,21051059,"21051059 us"
2026-02-06T14:25:59.223,DATA,21101059,"21101059 us"
2026-02-06T14:25:59.335,DATA,21151059,"21151059 us"
2026-02-06T14:25:59.335,DATA,21201059,"21201059 us"
2026-02-06T14:25:59.446,DATA,21251059,"21251059 us"
2026-02-06T14:25:59.446,DATA,21301059,"21301059 us"
2026-02-06T14:25:59.446,DATA,21351059,"21351059 us"
2026-02-06T14:25:59.559,DATA,21401059,"21401059 us"
2026-02-06T14:25:59.559,DATA,21451059,"21451059 us"
2026-02-06T14:25:59.671,DATA,21501059,"21501059 us"
2026-02-06T14:25:59.671,DATA,21551059,"21551059 us"
2026-02-06T14:25:59.783,DATA,21601059,"21601059 us"
2026-02-06T14:25:59.783,DATA,21651059,"21651059 us"
2026-02-06T14:25:59.895,DATA,21701059,"21701059 us"
2026-02-06T14:25:59.895,DATA,21751059,"21751059 us"
2026-02-06T14:25:59.895,DATA,21801059,"21801059 us"
2026-02-06T14:26:00.007,DATA,21851059,"21851059 us"
2026-02-06T14:26:00.007,DATA,21901059,"21901059 us"
2026-02-06T14:26:00.119,DATA,21951059,"21951059 us"
2026-02-06T14:26:00.119,DATA,22001059,"22001059 us"
2026-02-06T14:26:00.119,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-06T14:26:00.231,DATA,22051059,"22051059 us"
2026-02-06T14:26:00.231,DATA,22101059,"22101059 us"
2026-02-06T14:26:00.344,DATA,22151059,"22151059 us"
2026-02-06T14:26:00.344,DATA,22201059,"22201059 us"
2026-02-06T14:26:00.344,DATA,22251059,"22251059 us"
2026-02-06T14:26:00.456,DATA,22301059,"22301059 us"
2026-02-06T14:26:00.456,DATA,22351059,"22351059 us"
2026-02-06T14:26:00.568,DATA,22401059,"22401059 us"
2026-02-06T14:26:00.568,DATA,22451059,"22451059 us"
2026-02-06T14:26:00.679,DATA,22501059,"22501059 us"
2026-02-06T14:26:00.679,DATA,22551059,"22551059 us"
2026-02-06T14:26:00.790,DATA,22601059,"22601059 us"
2026-02-06T14:26:00.790,DATA,22651059,"22651059 us"
2026-02-06T14:26:00.790,DATA,22701059,"22701059 us"
2026-02-06T14:26:00.900,DATA,22751059,"22751059 us"
2026-02-06T14:26:00.900,DATA,22801059,"22801059 us"
2026-02-06T14:26:01.011,DATA,22851059,"22851059 us"
2026-02-06T14:26:01.011,DATA,22901059,"22901059 us"
2026-02-06T14:26:01.123,DATA,22951059,"22951059 us"
2026-02-06T14:26:01.123,DATA,23001059,"23001059 us"
2026-02-06T14:26:01.123,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-06T14:26:01.235,DATA,23051059,"23051059 us"
2026-02-06T14:26:01.235,DATA,23101059,"23101059 us"
2026-02-06T14:26:01.346,DATA,23151059,"23151059 us"
2026-02-06T14:26:01.346,DATA,23201059,"23201059 us"
2026-02-06T14:26:01.346,DATA,23251059,"23251059 us"
2026-02-06T14:26:01.457,DATA,23301059,"23301059 us"
2026-02-06T14:26:01.457,DATA,23351059,"23351059 us"
2026-02-06T14:26:01.568,DATA,23401059,"23401059 us"
2026-02-06T14:26:01.568,DATA,23451059,"23451059 us"
2026-02-06T14:26:01.679,DATA,23501059,"23501059 us"
2026-02-06T14:26:01.679,DATA,23551059,"23551059 us"
2026-02-06T14:26:01.791,DATA,23601059,"23601059 us"
2026-02-06T14:26:01.791,DATA,23651059,"23651059 us"
2026-02-06T14:26:01.791,DATA,23701059,"23701059 us"
2026-02-06T14:26:01.902,DATA,23751059,"23751059 us"
2026-02-06T14:26:01.902,DATA,23801059,"23801059 us"
2026-02-06T14:26:02.013,DATA,23851059,"23851059 us"
2026-02-06T14:26:02.013,DATA,23901059,"23901059 us"
2026-02-06T14:26:02.124,DATA,23951059,"23951059 us"
2026-02-06T14:26:02.124,DATA,24001059,"24001059 us"
2026-02-06T14:26:02.124,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-06T14:26:02.236,DATA,24051059,"24051059 us"
2026-02-06T14:26:02.236,DATA,24101059,"24101059 us"
2026-02-06T14:26:02.350,DATA,24151059,"24151059 us"
2026-02-06T14:26:02.350,DATA,24201059,"24201059 us"
2026-02-06T14:26:02.350,DATA,24251059,"24251059 us"
2026-02-06T14:26:02.462,DATA,24301059,"24301059 us"
2026-02-06T14:26:02.462,DATA,24351059,"24351059 us"
2026-02-06T14:26:02.573,DATA,24401059,"24401059 us"
2026-02-06T14:26:02.573,DATA,24451059,"24451059 us"
2026-02-06T14:26:02.686,DATA,24501059,"24501059 us"
2026-02-06T14:26:02.686,DATA,24551059,"24551059 us"
2026-02-06T14:26:02.800,DATA,24601059,"24601059 us"
2026-02-06T14:26:02.800,DATA,24651059,"24651059 us"
2026-02-06T14:26:02.800,DATA,24701059,"24701059 us"
2026-02-06T14:26:02.911,DATA,24751059,"24751059 us"
2026-02-06T14:26:02.911,DATA,24801059,"24801059 us"
2026-02-06T14:26:03.023,DATA,24851059,"24851059 us"
2026-02-06T14:26:03.023,DATA,24901059,"24901059 us"
2026-02-06T14:26:03.135,DATA,24951059,"24951059 us"
2026-02-06T14:26:03.135,DATA,25001059,"25001059 us"
2026-02-06T14:26:03.135,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-06T14:26:03.247,DATA,25051059,"25051059 us"
2026-02-06T14:26:03.247,DATA,25101059,"25101059 us"
2026-02-06T14:26:03.247,DATA,25151059,"25151059 us"
2026-02-06T14:26:03.359,DATA,25201059,"25201059 us"
2026-02-06T14:26:03.359,DATA,25251059,"25251059 us"
2026-02-06T14:26:03.472,DATA,25301059,"25301059 us"
2026-02-06T14:26:03.472,DATA,25351059,"25351059 us"
2026-02-06T14:26:03.584,DATA,25401059,"25401059 us"
2026-02-06T14:26:03.584,DATA,25451059,"25451059 us"
