Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
460196725,38,72,1,0,834440720802,"NACH-OBEN"
460196725,13,28,0,0,834968400902,"EINGABE"
460196725,8,14,0,0,839647894502,"RÜCK"
1775085,39,77,1,0,840719641102,"NACH-RECHTS"
1775085,72,35,0,0,840761962902,"H"
1775085,69,18,0,0,840791469502,"E"
1775085,66,48,0,0,840824927602,"B"
1775085,85,22,0,0,840863341202,"U"
1775085,82,19,0,0,840895432302,"R"
1775085,71,34,0,0,840935041002,"G"
1775085,78,49,0,0,840999879602,"N"
1775085,76,38,0,0,841038890902,"L"
1775085,78,49,0,0,841112225902,"N"
1775085,68,32,0,0,841143290202,"D"
1775085,39,77,1,0,841175044202,"NACH-RECHTS"
1775085,72,35,0,0,841215160002,"H"
1775085,69,18,0,0,841247279602,"E"
1775085,66,48,0,0,841287171502,"B"
1775085,85,22,0,0,841319923602,"U"
1775085,82,19,0,0,841352987102,"R"
1775085,71,34,0,0,841391470102,"G"
1775085,70,33,0,0,841438038902,"F"
1775085,78,49,0,0,841460078302,"N"
1775085,76,38,0,0,841487450202,"L"
1775085,78,49,0,0,841560224102,"N"
1775085,68,32,0,0,841599515302,"D"
1775085,72,35,0,0,841663222102,"H"
1775085,69,18,0,0,841703075302,"E"
1775085,66,48,0,0,841742973202,"B"
1775085,85,22,0,0,841767200602,"U"
1775085,82,19,0,0,841807466502,"R"
1775085,71,34,0,0,841838606102,"G"
1775085,70,33,0,0,841896126902,"F"
1775085,78,49,0,0,841917153902,"N"
1775085,76,38,0,0,841947366802,"L"
1775085,78,49,0,0,842015441802,"N"
1775085,68,32,0,0,842047826202,"D"
1775085,39,77,1,0,842087709602,"NACH-RECHTS"
1775085,72,35,0,0,842119251102,"H"
1775085,69,18,0,0,842160300402,"E"
1775085,66,48,0,0,842196223502,"B"
1775085,85,22,0,0,842229008602,"U"
1775085,82,19,0,0,842270098102,"R"
1775085,71,34,0,0,842298793402,"G"
1775085,78,49,0,0,842368008202,"N"
1775085,76,38,0,0,842399535602,"L"
1775085,78,49,0,0,842471616302,"N"
1775085,68,32,0,0,842511098402,"D"
1775085,39,77,1,0,842543032502,"NACH-RECHTS"
1775085,72,35,0,0,842575198902,"H"
1775085,69,18,0,0,842615856902,"E"
1775085,66,48,0,0,842648831702,"B"
1775085,85,22,0,0,842679339902,"U"
1775085,82,19,0,0,842722997102,"R"
1775085,71,34,0,0,842751249702,"G"
1775085,78,49,0,0,842823224002,"N"
1775085,76,38,0,0,842856883702,"L"
1775085,78,49,0,0,842927476802,"N"
1775085,68,32,0,0,842967447002,"D"
1775085,72,35,0,0,843031322002,"H"
1775085,69,18,0,0,843071835802,"E"
1775085,66,48,0,0,843104673402,"B"
1775085,85,22,0,0,843139151402,"U"
1775085,82,19,0,0,843170585802,"R"
1775085,71,34,0,0,843207041702,"G"
1775085,70,33,0,0,843261631502,"F"
1775085,78,49,0,0,843287033302,"N"
1775085,76,38,0,0,843318865902,"L"
1775085,78,49,0,0,843384071502,"N"
1775085,68,32,0,0,843423345902,"D"
1775085,39,77,1,0,843447136002,"NACH-RECHTS"
1775085,72,35,0,0,843487573502,"H"
1775085,69,18,0,0,843518939902,"E"
1775085,66,48,0,0,843559321802,"B"
1775085,85,22,0,0,843591936502,"U"
1775085,82,19,0,0,843630776002,"R"
1775085,71,34,0,0,843663315402,"G"
1775085,78,49,0,0,843727106102,"N"
1775085,76,38,0,0,843771549402,"L"
1775085,78,49,0,0,843839461802,"N"
1775085,68,32,0,0,843871384002,"D"
1775085,39,77,1,0,843903432302,"NACH-RECHTS"
1775085,72,35,0,0,843942832302,"H"
1775085,69,18,0,0,843975167502,"E"
1775085,66,48,0,0,844017983502,"B"
1775085,85,22,0,0,844046844602,"U"
1775085,82,19,0,0,844081041602,"R"
1775085,71,34,0,0,844119726802,"G"
1775085,78,49,0,0,844191164702,"N"
1775085,76,38,0,0,844229549302,"L"
1775085,78,49,0,0,844295283602,"N"
1775085,68,32,0,0,844327219002,"D"
1775085,39,77,1,0,844359433602,"NACH-RECHTS"
1775085,72,35,0,0,844399542302,"H"
1775085,69,18,0,0,844431215802,"E"
1775085,66,48,0,0,844471370202,"B"
1775085,85,22,0,0,844503020802,"U"
1775085,82,19,0,0,844543917702,"R"
1775085,71,34,0,0,844576273502,"G"
1775085,70,33,0,0,844619540202,"F"
1775085,78,49,0,0,844638822802,"N"
1775085,76,38,0,0,844671304102,"L"
1775085,78,49,0,0,844743145202,"N"
1775085,68,32,0,0,844785454202,"D"
1775085,72,35,0,0,844848523402,"H"
1775085,69,18,0,0,844887260102,"E"
1775085,66,48,0,0,844919097402,"B"
1775085,85,22,0,0,844951886802,"U"
1775085,82,19,0,0,844992357802,"R"
1775085,71,34,0,0,845023827002,"G"
1775085,70,33,0,0,845076763202,"F"
1775085,78,49,0,0,845098847502,"N"
1775085,76,38,0,0,845128767002,"L"
