device,vkey,scancode,e0,e1,t1_ns,keyname
293540923,76,38,0,0,827049172307,"L"
293540923,65,30,0,0,827152620307,"A"
293540923,78,49,0,0,827249181407,"N"
293540923,68,32,0,0,827352703107,"D"
293540923,70,33,0,0,827448939507,"F"
293540923,72,35,0,0,827552619907,"H"
293540923,66,48,0,0,827649228907,"B"
293540923,85,22,0,0,827752915107,"U"
293540923,82,19,0,0,827848733407,"R"
293540923,71,34,0,0,827952335407,"G"
293540923,69,18,0,0,828048663307,"E"
293540923,78,49,0,0,828152392507,"N"
293540923,76,38,0,0,828249128507,"L"
293540923,65,30,0,0,828352819507,"A"
293540923,78,49,0,0,828460586707,"N"
293540923,68,32,0,0,828552436907,"D"
293540923,70,33,0,0,828657565107,"F"
293540923,72,35,0,0,828752215407,"H"
293540923,66,48,0,0,828857589307,"B"
293540923,85,22,0,0,828953667807,"U"
293540923,82,19,0,0,829057094107,"R"
293540923,71,34,0,0,829152205607,"G"
293540923,69,18,0,0,829257473207,"E"
293540923,78,49,0,0,829360315007,"N"
293540923,76,38,0,0,829456795007,"L"
293540923,65,30,0,0,829552799507,"A"
293540923,78,49,0,0,829657088107,"N"
293540923,68,32,0,0,829752715107,"D"
293540923,70,33,0,0,829855831307,"F"
293540923,72,35,0,0,829952422907,"H"
293540923,66,48,0,0,830058010507,"B"
293540923,85,22,0,0,830152912407,"U"
293540923,82,19,0,0,830248115007,"R"
293540923,71,34,0,0,830352684707,"G"
293540923,69,18,0,0,830457933507,"E"
293540923,78,49,0,0,830555617007,"N"
293540923,76,38,0,0,830648634707,"L"
293540923,65,30,0,0,830752104207,"A"
293540923,78,49,0,0,830848137807,"N"
293540923,68,32,0,0,830952314807,"D"
293540923,70,33,0,0,831048520007,"F"
293540923,72,35,0,0,831152566407,"H"
293540923,66,48,0,0,831249216307,"B"
293540923,85,22,0,0,831352574007,"U"
293540923,82,19,0,0,831448769907,"R"
293540923,71,34,0,0,831552017907,"G"
293540923,69,18,0,0,831649779707,"E"
293540923,78,49,0,0,831753186207,"N"
293540923,76,38,0,0,831848549107,"L"
293540923,65,30,0,0,831951816607,"A"
293540923,78,49,0,0,832048488607,"N"
293540923,68,32,0,0,832152525707,"D"
293540923,70,33,0,0,832248639807,"F"
293540923,72,35,0,0,832352948507,"H"
293540923,66,48,0,0,832448565807,"B"
293540923,85,22,0,0,832552524007,"U"
293540923,82,19,0,0,832656104807,"R"
293540923,71,34,0,0,832752269707,"G"
293540923,69,18,0,0,832860025007,"E"
293540923,78,49,0,0,832954413607,"N"
293540923,76,38,0,0,833056835507,"L"
293540923,65,30,0,0,833152628007,"A"
293540923,78,49,0,0,833256048507,"N"
293540923,68,32,0,0,833352667107,"D"
293540923,70,33,0,0,833457289807,"F"
293540923,72,35,0,0,833553036807,"H"
293540923,66,48,0,0,833655850107,"B"
293540923,85,22,0,0,833753721207,"U"
293540923,82,19,0,0,833856744707,"R"
293540923,71,34,0,0,833955581407,"G"
293540923,69,18,0,0,834059081007,"E"
293540923,78,49,0,0,834161002907,"N"
293540923,76,38,0,0,834248786407,"L"
293540923,65,30,0,0,834352035607,"A"
293540923,78,49,0,0,834448811007,"N"
293540923,68,32,0,0,834555676907,"D"
293540923,70,33,0,0,834648695607,"F"
293540923,72,35,0,0,834753008907,"H"
293540923,66,48,0,0,834849343307,"B"
293540923,85,22,0,0,834952384107,"U"
293540923,82,19,0,0,835048710707,"R"
293540923,71,34,0,0,835152047707,"G"
293540923,69,18,0,0,835257162207,"E"
293540923,78,49,0,0,835352815607,"N"
293540923,76,38,0,0,835448804807,"L"
293540923,65,30,0,0,835553280007,"A"
293540923,78,49,0,0,835648887107,"N"
293540923,68,32,0,0,835752829307,"D"
293540923,70,33,0,0,835849717807,"F"
293540923,72,35,0,0,835952761307,"H"
293540923,66,48,0,0,836048006007,"B"
293540923,85,22,0,0,836152576507,"U"
293540923,82,19,0,0,836248562507,"R"
293540923,71,34,0,0,836352726407,"G"
293540923,69,18,0,0,836448746807,"E"
293540923,78,49,0,0,836552713907,"N"
293540923,76,38,0,0,836657017007,"L"
293540923,65,30,0,0,836752584907,"A"
293540923,78,49,0,0,836856787607,"N"
293540923,68,32,0,0,836952667507,"D"
293540923,70,33,0,0,837056776207,"F"
293540923,72,35,0,0,837152664807,"H"
293540923,66,48,0,0,837256891707,"B"
293540923,85,22,0,0,837352474407,"U"
293540923,82,19,0,0,837456636007,"R"
293540923,71,34,0,0,837553046407,"G"
293540923,69,18,0,0,837656625207,"E"
293540923,78,49,0,0,837759879007,"N"
293540923,76,38,0,0,837848734107,"L"
293540923,65,30,0,0,837952041707,"A"
293540923,78,49,0,0,838056602007,"N"
293540923,68,32,0,0,838152117907,"D"
293540923,70,33,0,0,838256735907,"F"
293540923,72,35,0,0,838352521107,"H"
293540923,66,48,0,0,838462182707,"B"
293540923,85,22,0,0,838552318307,"U"
293540923,82,19,0,0,838648094907,"R"
293540923,71,34,0,0,838752401107,"G"
293540923,69,18,0,0,838856133407,"E"
293540923,78,49,0,0,838954960507,"N"
293540923,76,38,0,0,839047991107,"L"
293540923,65,30,0,0,839152524807,"A"
293540923,78,49,0,0,839248307307,"N"
293540923,68,32,0,0,839352370507,"D"
293540923,70,33,0,0,839448077507,"F"
293540923,72,35,0,0,839552041207,"H"
293540923,66,48,0,0,839648527507,"B"
293540923,85,22,0,0,839751997807,"U"
293540923,82,19,0,0,839848200207,"R"
293540923,71,34,0,0,839954212707,"G"
293540923,69,18,0,0,840048291007,"E"
293540923,78,49,0,0,840160694407,"N"
293540923,76,38,0,0,840248333307,"L"
293540923,65,30,0,0,840351715207,"A"
293540923,78,49,0,0,840449418807,"N"
293540923,68,32,0,0,840552011007,"D"
293540923,70,33,0,0,840656215607,"F"
293540923,72,35,0,0,840751916707,"H"
293540923,66,48,0,0,840856240207,"B"
293540923,85,22,0,0,840952131007,"U"
293540923,82,19,0,0,841056026807,"R"
293540923,71,34,0,0,841151938507,"G"
293540923,69,18,0,0,841259235207,"E"
293540923,78,49,0,0,841351950207,"N"
293540923,76,38,0,0,841456010907,"L"
293540923,65,30,0,0,841552126007,"A"
293540923,78,49,0,0,841655977307,"N"
293540923,68,32,0,0,841752158207,"D"
293540923,70,33,0,0,841856034907,"F"
293540923,72,35,0,0,841952057907,"H"
293540923,66,48,0,0,842057794407,"B"
293540923,85,22,0,0,842152632607,"U"
293540923,82,19,0,0,842256260507,"R"
293540923,71,34,0,0,842352523607,"G"
293540923,69,18,0,0,842456066907,"E"
293540923,78,49,0,0,842551919507,"N"
293540923,76,38,0,0,842648221307,"L"
293540923,65,30,0,0,842752739907,"A"
293540923,78,49,0,0,842848119707,"N"
293540923,68,32,0,0,842952130407,"D"
293540923,70,33,0,0,843047831307,"F"
293540923,72,35,0,0,843151887107,"H"
293540923,66,48,0,0,843248050307,"B"
293540923,85,22,0,0,843351923407,"U"
293540923,82,19,0,0,843448289907,"R"
293540923,71,34,0,0,843551957207,"G"
293540923,69,18,0,0,843656106207,"E"
293540923,78,49,0,0,843752008907,"N"
293540923,76,38,0,0,843848084107,"L"
293540923,65,30,0,0,843952492707,"A"
293540923,78,49,0,0,844048066907,"N"
293540923,68,32,0,0,844151925407,"D"
293540923,70,33,0,0,844247904607,"F"
293540923,72,35,0,0,844351996107,"H"
293540923,66,48,0,0,844447997707,"B"
293540923,85,22,0,0,844553475707,"U"
293540923,82,19,0,0,844648628907,"R"
293540923,71,34,0,0,844752139007,"G"
293540923,69,18,0,0,844847898007,"E"
293540923,78,49,0,0,844952191007,"N"
293540923,76,38,0,0,845048325807,"L"
293540923,65,30,0,0,845151944307,"A"
293540923,78,49,0,0,845256624807,"N"
293540923,68,32,0,0,845351968307,"D"
293540923,70,33,0,0,845457164007,"F"
293540923,72,35,0,0,845552163107,"H"
293540923,66,48,0,0,845659984307,"B"
293540923,85,22,0,0,845752216907,"U"
293540923,82,19,0,0,845856431307,"R"
293540923,71,34,0,0,845951995707,"G"
293540923,69,18,0,0,846055675507,"E"
293540923,78,49,0,0,846151912107,"N"
293540923,76,38,0,0,846256410907,"L"
293540923,65,30,0,0,846352424607,"A"
293540923,78,49,0,0,846456435607,"N"
293540923,68,32,0,0,846553748507,"D"
293540923,70,33,0,0,846655729307,"F"
293540923,72,35,0,0,846751857907,"H"
293540923,66,48,0,0,846855823707,"B"
293540923,85,22,0,0,846952081407,"U"
293540923,82,19,0,0,847047898107,"R"
293540923,71,34,0,0,847154117507,"G"
293540923,69,18,0,0,847256128307,"E"
293540923,78,49,0,0,847354437207,"N"
293540923,76,38,0,0,847448703807,"L"
293540923,65,30,0,0,847554480107,"A"
293540923,78,49,0,0,847648303207,"N"
293540923,68,32,0,0,847751723107,"D"
293540923,70,33,0,0,847849817807,"F"
293540923,72,35,0,0,847951937807,"H"
293540923,66,48,0,0,848047866107,"B"
293540923,85,22,0,0,848152327707,"U"
293540923,82,19,0,0,848248285207,"R"
293540923,71,34,0,0,848352348707,"G"
293540923,69,18,0,0,848448039207,"E"
293540923,78,49,0,0,848551919707,"N"
293540923,76,38,0,0,848647999707,"L"
293540923,65,30,0,0,848751775807,"A"
293540923,78,49,0,0,848848145307,"N"
293540923,68,32,0,0,848951893007,"D"
293540923,70,33,0,0,849047925107,"F"
293540923,72,35,0,0,849151615807,"H"
293540923,66,48,0,0,849248551307,"B"
293540923,85,22,0,0,849352581607,"U"
293540923,82,19,0,0,849455952007,"R"
293540923,71,34,0,0,849551945107,"G"
293540923,69,18,0,0,849656473307,"E"
293540923,78,49,0,0,849758962307,"N"
293540923,76,38,0,0,849895360007,"L"
293540923,65,30,0,0,849952571007,"A"
293540923,78,49,0,0,850056053407,"N"
293540923,68,32,0,0,850152484907,"D"
293540923,70,33,0,0,850256283907,"F"
293540923,72,35,0,0,850352037707,"H"
293540923,66,48,0,0,850456337907,"B"
293540923,85,22,0,0,850569643907,"U"
293540923,82,19,0,0,850656961507,"R"
293540923,71,34,0,0,850769320107,"G"
293540923,69,18,0,0,850864856507,"E"
293540923,78,49,0,0,850963671707,"N"
293540923,76,38,0,0,851058133807,"L"
293540923,65,30,0,0,851152580607,"A"
293540923,78,49,0,0,851249334007,"N"
293540923,68,32,0,0,851362737307,"D"
293540923,70,33,0,0,851447813907,"F"
293540923,72,35,0,0,851551874907,"H"
293540923,66,48,0,0,851648801207,"B"
293540923,85,22,0,0,851754368107,"U"
293540923,82,19,0,0,851849360807,"R"
293540923,71,34,0,0,851952621707,"G"
293540923,69,18,0,0,852049023607,"E"
293540923,78,49,0,0,852155073307,"N"
293540923,76,38,0,0,852248085507,"L"
293540923,65,30,0,0,852351801507,"A"
293540923,78,49,0,0,852448386007,"N"
293540923,68,32,0,0,852551969307,"D"
293540923,70,33,0,0,852647950607,"F"
293540923,72,35,0,0,852752103607,"H"
293540923,66,48,0,0,852848342607,"B"
293540923,85,22,0,0,852952073307,"U"
293540923,82,19,0,0,853048405107,"R"
293540923,71,34,0,0,853152132407,"G"
293540923,69,18,0,0,853256481107,"E"
293540923,78,49,0,0,853352389507,"N"
293540923,76,38,0,0,853456463407,"L"
293540923,65,30,0,0,853552600407,"A"
293540923,78,49,0,0,853655979307,"N"
293540923,68,32,0,0,853752394207,"D"
293540923,70,33,0,0,853856164607,"F"
293540923,72,35,0,0,853951980707,"H"
293540923,66,48,0,0,854055901507,"B"
293540923,85,22,0,0,854152226407,"U"
293540923,82,19,0,0,854256140607,"R"
293540923,71,34,0,0,854351780207,"G"
293540923,69,18,0,0,854459157307,"E"
293540923,78,49,0,0,854561032907,"N"
293540923,76,38,0,0,854648118207,"L"
293540923,65,30,0,0,854752276007,"A"
293540923,78,49,0,0,854847967707,"N"
293540923,68,32,0,0,854952118007,"D"
293540923,70,33,0,0,855048158407,"F"
293540923,72,35,0,0,855152065507,"H"
293540923,66,48,0,0,855248258807,"B"
293540923,85,22,0,0,855352348507,"U"
293540923,82,19,0,0,855448399307,"R"
293540923,71,34,0,0,855552345207,"G"
293540923,69,18,0,0,855659587507,"E"
293540923,78,49,0,0,855752313307,"N"
293540923,76,38,0,0,855848320907,"L"
293540923,65,30,0,0,855952401607,"A"
293540923,78,49,0,0,856048434707,"N"
293540923,68,32,0,0,856152818207,"D"
293540923,70,33,0,0,856248159607,"F"
293540923,72,35,0,0,856353052407,"H"
293540923,66,48,0,0,856449681907,"B"
293540923,85,22,0,0,856552518407,"U"
293540923,82,19,0,0,856653057707,"R"
293540923,71,34,0,0,856752125607,"G"
293540923,69,18,0,0,856848135807,"E"
293540923,78,49,0,0,856954972407,"N"
293540923,76,38,0,0,857048000707,"L"
293540923,65,30,0,0,857151784507,"A"
293540923,78,49,0,0,857254316907,"N"
293540923,68,32,0,0,857363991107,"D"
293540923,70,33,0,0,857456160407,"F"
293540923,72,35,0,0,857556420707,"H"
293540923,66,48,0,0,857661241707,"B"
293540923,85,22,0,0,857751770607,"U"
293540923,82,19,0,0,857855756807,"R"
293540923,71,34,0,0,857952174707,"G"
293540923,69,18,0,0,858060032107,"E"
293540923,78,49,0,0,858152889407,"N"
293540923,76,38,0,0,858257668807,"L"
293540923,65,30,0,0,858355942007,"A"
293540923,78,49,0,0,858456371407,"N"
293540923,68,32,0,0,858552327807,"D"
293540923,70,33,0,0,858656822007,"F"
293540923,72,35,0,0,858752377407,"H"
293540923,66,48,0,0,858863412407,"B"
293540923,85,22,0,0,858952005507,"U"
293540923,82,19,0,0,859050149707,"R"
293540923,71,34,0,0,859152097207,"G"
293540923,69,18,0,0,859257189007,"E"
293540923,78,49,0,0,859357796607,"N"
293540923,76,38,0,0,859449120607,"L"
293540923,65,30,0,0,859553007707,"A"
293540923,78,49,0,0,859648762107,"N"
293540923,68,32,0,0,859751785807,"D"
293540923,70,33,0,0,859848311107,"F"
293540923,72,35,0,0,859952713007,"H"
293540923,66,48,0,0,860048064907,"B"
293540923,85,22,0,0,860152518107,"U"
293540923,82,19,0,0,860248116107,"R"
293540923,71,34,0,0,860352476607,"G"
293540923,69,18,0,0,860449499107,"E"
293540923,78,49,0,0,860557956407,"N"
293540923,76,38,0,0,860649275907,"L"
293540923,65,30,0,0,860753324907,"A"
293540923,78,49,0,0,860847791807,"N"
293540923,68,32,0,0,860952311707,"D"
293540923,70,33,0,0,861048530507,"F"
293540923,72,35,0,0,861152208107,"H"
293540923,66,48,0,0,861255382107,"B"
293540923,85,22,0,0,861352394907,"U"
293540923,82,19,0,0,861483791707,"R"
293540923,71,34,0,0,861552371807,"G"
293540923,69,18,0,0,861657030507,"E"
293540923,78,49,0,0,861754061007,"N"
293540923,76,38,0,0,861857818407,"L"
293540923,65,30,0,0,861963849207,"A"
293540923,78,49,0,0,862061580807,"N"
293540923,68,32,0,0,862151938307,"D"
293540923,70,33,0,0,862262111007,"F"
293540923,72,35,0,0,862361923207,"H"
293540923,66,48,0,0,862456196707,"B"
293540923,85,22,0,0,862551718607,"U"
293540923,82,19,0,0,862656075707,"R"
293540923,71,34,0,0,862752248607,"G"
293540923,69,18,0,0,862856130807,"E"
293540923,78,49,0,0,862951944007,"N"
293540923,76,38,0,0,863048161807,"L"
293540923,65,30,0,0,863152027107,"A"
293540923,78,49,0,0,863247681507,"N"
293540923,68,32,0,0,863352367807,"D"
293540923,70,33,0,0,863448301507,"F"
293540923,72,35,0,0,863557079407,"H"
293540923,66,48,0,0,863648199907,"B"
293540923,85,22,0,0,863752326907,"U"
293540923,82,19,0,0,863847995007,"R"
293540923,71,34,0,0,863952107207,"G"
293540923,69,18,0,0,864055680907,"E"
293540923,78,49,0,0,864152262407,"N"
293540923,76,38,0,0,864248252207,"L"
293540923,65,30,0,0,864352209807,"A"
293540923,78,49,0,0,864448351507,"N"
293540923,68,32,0,0,864552340107,"D"
293540923,70,33,0,0,864648157107,"F"
293540923,72,35,0,0,864752554007,"H"
293540923,66,48,0,0,864848012707,"B"
293540923,85,22,0,0,864951736407,"U"
293540923,82,19,0,0,865048097007,"R"
293540923,71,34,0,0,865152680107,"G"
293540923,69,18,0,0,865247951107,"E"
293540923,78,49,0,0,865352173007,"N"
293540923,76,38,0,0,865456464007,"L"
293540923,65,30,0,0,865552155607,"A"
293540923,78,49,0,0,865656056107,"N"
293540923,68,32,0,0,865751986007,"D"
293540923,70,33,0,0,865856101507,"F"
293540923,72,35,0,0,865952397707,"H"
293540923,66,48,0,0,866055994907,"B"
293540923,85,22,0,0,866151732607,"U"
293540923,82,19,0,0,866255900507,"R"
293540923,71,34,0,0,866351778307,"G"
293540923,69,18,0,0,866456099207,"E"
293540923,78,49,0,0,866559838007,"N"
293540923,76,38,0,0,866648313307,"L"
293540923,65,30,0,0,866753039407,"A"
293540923,78,49,0,0,866848336807,"N"
293540923,68,32,0,0,866952216307,"D"
293540923,70,33,0,0,867047861607,"F"
293540923,72,35,0,0,867152065507,"H"
293540923,66,48,0,0,867247955607,"B"
293540923,85,22,0,0,867353282107,"U"
293540923,82,19,0,0,867448317607,"R"
293540923,71,34,0,0,867551971107,"G"
293540923,69,18,0,0,867659808807,"E"
293540923,78,49,0,0,867752132507,"N"
293540923,76,38,0,0,867848378807,"L"
293540923,65,30,0,0,867952189607,"A"
293540923,78,49,0,0,868047998307,"N"
293540923,68,32,0,0,868152091107,"D"
293540923,70,33,0,0,868247916507,"F"
293540923,72,35,0,0,868351844307,"H"
293540923,66,48,0,0,868448277907,"B"
293540923,85,22,0,0,868552609607,"U"
293540923,82,19,0,0,868648121307,"R"
293540923,71,34,0,0,868751946707,"G"
293540923,69,18,0,0,868849697207,"E"
293540923,78,49,0,0,868952203307,"N"
293540923,76,38,0,0,869048289607,"L"
293540923,65,30,0,0,869151826307,"A"
293540923,78,49,0,0,869256060107,"N"
293540923,68,32,0,0,869352287307,"D"
293540923,70,33,0,0,869456036307,"F"
293540923,72,35,0,0,869552377007,"H"
293540923,66,48,0,0,869656095307,"B"
293540923,85,22,0,0,869752558107,"U"
293540923,82,19,0,0,869855913507,"R"
293540923,71,34,0,0,869952058507,"G"
293540923,69,18,0,0,870056082407,"E"
293540923,78,49,0,0,870160450407,"N"
293540923,76,38,0,0,870248110307,"L"
293540923,65,30,0,0,870352143707,"A"
293540923,78,49,0,0,870456111207,"N"
293540923,68,32,0,0,870552350607,"D"
293540923,70,33,0,0,870648248307,"F"
293540923,72,35,0,0,870752440207,"H"
293540923,66,48,0,0,870848679407,"B"
293540923,85,22,0,0,870952355007,"U"
293540923,82,19,0,0,871048019207,"R"
293540923,71,34,0,0,871151699307,"G"
293540923,69,18,0,0,871258853907,"E"
293540923,78,49,0,0,871352074707,"N"
293540923,76,38,0,0,871448177007,"L"
293540923,65,30,0,0,871552066807,"A"
293540923,78,49,0,0,871648482507,"N"
293540923,68,32,0,0,871752107407,"D"
293540923,70,33,0,0,871848989907,"F"
293540923,72,35,0,0,871952470507,"H"
293540923,66,48,0,0,872050254307,"B"
293540923,85,22,0,0,872152214907,"U"
293540923,82,19,0,0,872247770807,"R"
293540923,71,34,0,0,872352367507,"G"
293540923,69,18,0,0,872448165107,"E"
293540923,78,49,0,0,872554442807,"N"
293540923,76,38,0,0,872648370607,"L"
293540923,65,30,0,0,872752041007,"A"
293540923,78,49,0,0,872848053907,"N"
293540923,68,32,0,0,872951980707,"D"
293540923,70,33,0,0,873056399507,"F"
293540923,72,35,0,0,873152121407,"H"
293540923,66,48,0,0,873256021507,"B"
293540923,85,22,0,0,873351931407,"U"
293540923,82,19,0,0,873455996307,"R"
293540923,71,34,0,0,873552297907,"G"
293540923,69,18,0,0,873656213207,"E"
293540923,78,49,0,0,873751876307,"N"
293540923,76,38,0,0,873856505707,"L"
293540923,65,30,0,0,873951749107,"A"
293540923,78,49,0,0,874056045807,"N"
293540923,68,32,0,0,874152085507,"D"
293540923,70,33,0,0,874256609707,"F"
293540923,72,35,0,0,874351858207,"H"
293540923,66,48,0,0,874461624107,"B"
293540923,85,22,0,0,874551985607,"U"
293540923,82,19,0,0,874648019307,"R"
293540923,71,34,0,0,874752126507,"G"
293540923,69,18,0,0,874855774107,"E"
293540923,78,49,0,0,874951883707,"N"
293540923,76,38,0,0,875047502007,"L"
293540923,65,30,0,0,875151992907,"A"
293540923,78,49,0,0,875248125707,"N"
293540923,68,32,0,0,875351935907,"D"
293540923,70,33,0,0,875448504407,"F"
293540923,72,35,0,0,875552176107,"H"
293540923,66,48,0,0,875648299907,"B"
293540923,85,22,0,0,875752455907,"U"
293540923,82,19,0,0,875848235607,"R"
293540923,71,34,0,0,875952023707,"G"
293540923,69,18,0,0,876047913807,"E"
293540923,78,49,0,0,876152380007,"N"
293540923,76,38,0,0,876247985807,"L"
293540923,65,30,0,0,876351920807,"A"
293540923,78,49,0,0,876447828507,"N"
293540923,68,32,0,0,876552067107,"D"
293540923,70,33,0,0,876648164207,"F"
293540923,72,35,0,0,876751480907,"H"
293540923,66,48,0,0,876849530607,"B"
293540923,85,22,0,0,876952122907,"U"
293540923,82,19,0,0,877057061107,"R"
293540923,71,34,0,0,877151759707,"G"
293540923,69,18,0,0,877256283307,"E"
293540923,78,49,0,0,877352262007,"N"
293540923,76,38,0,0,877456464607,"L"
293540923,65,30,0,0,877552053607,"A"
293540923,78,49,0,0,877656063807,"N"
293540923,68,32,0,0,877751772807,"D"
293540923,70,33,0,0,877856088407,"F"
293540923,72,35,0,0,877952214007,"H"
293540923,66,48,0,0,878055745607,"B"
293540923,85,22,0,0,878152319007,"U"
293540923,82,19,0,0,878255952907,"R"
293540923,71,34,0,0,878352793807,"G"
293540923,69,18,0,0,878458649607,"E"
293540923,78,49,0,0,878554772007,"N"
293540923,76,38,0,0,878648141307,"L"
293540923,65,30,0,0,878752184407,"A"
293540923,78,49,0,0,878847966307,"N"
293540923,68,32,0,0,878951876307,"D"
293540923,70,33,0,0,879047627707,"F"
293540923,72,35,0,0,879152196907,"H"
293540923,66,48,0,0,879247956907,"B"
293540923,85,22,0,0,879352012907,"U"
293540923,82,19,0,0,879447965607,"R"
293540923,71,34,0,0,879551980407,"G"
293540923,69,18,0,0,879659640707,"E"
293540923,78,49,0,0,879752254707,"N"
293540923,76,38,0,0,879848450807,"L"
293540923,65,30,0,0,879952067907,"A"
293540923,78,49,0,0,880048151007,"N"
293540923,68,32,0,0,880151944707,"D"
293540923,70,33,0,0,880248286807,"F"
293540923,72,35,0,0,880351656507,"H"
293540923,66,48,0,0,880447956007,"B"
293540923,85,22,0,0,880552021207,"U"
293540923,82,19,0,0,880648073807,"R"
293540923,71,34,0,0,880751673507,"G"
293540923,69,18,0,0,880855903807,"E"
293540923,78,49,0,0,880951883907,"N"
293540923,76,38,0,0,881055737707,"L"
293540923,65,30,0,0,881152101707,"A"
293540923,78,49,0,0,881256061207,"N"
293540923,68,32,0,0,881351917107,"D"
293540923,70,33,0,0,881455983607,"F"
293540923,72,35,0,0,881552079507,"H"
293540923,66,48,0,0,881658512407,"B"
293540923,85,22,0,0,881753318807,"U"
293540923,82,19,0,0,881856314307,"R"
293540923,71,34,0,0,881952248907,"G"
293540923,69,18,0,0,882056175907,"E"
293540923,78,49,0,0,882152451307,"N"
293540923,76,38,0,0,882247623207,"L"
293540923,65,30,0,0,882351977907,"A"
293540923,78,49,0,0,882447872107,"N"
293540923,68,32,0,0,882552418607,"D"
293540923,70,33,0,0,882647942307,"F"
293540923,72,35,0,0,882752238307,"H"
293540923,66,48,0,0,882848467707,"B"
