Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
460196725,13,28,0,0,1266372266531,"EINGABE"
460196725,13,28,0,0,1266533001531,"EINGABE"
1775085,78,49,0,0,1268755767831,"N"
1775085,78,49,0,0,1268876239031,"N"
1775085,78,49,0,0,1268995591031,"N"
1775085,78,49,0,0,1269122395131,"N"
1775085,78,49,0,0,1269235068031,"N"
1775085,78,49,0,0,1269356442831,"N"
1775085,78,49,0,0,1269475995731,"N"
1775085,78,49,0,0,1269595882731,"N"
1775085,78,49,0,0,1269714737631,"N"
1775085,78,49,0,0,1269835729531,"N"
1775085,78,49,0,0,1269955894331,"N"
1775085,78,49,0,0,1270075954931,"N"
1775085,78,49,0,0,1270196684431,"N"
1775085,78,49,0,0,1270315644431,"N"
1775085,78,49,0,0,1270438543031,"N"
1775085,78,49,0,0,1270555908231,"N"
1775085,78,49,0,0,1270675780331,"N"
1775085,78,49,0,0,1270795220531,"N"
1775085,78,49,0,0,1270915597931,"N"
1775085,78,49,0,0,1271035907531,"N"
1775085,78,49,0,0,1271155501231,"N"
1775085,78,49,0,0,1271275526131,"N"
1775085,78,49,0,0,1271395726131,"N"
1775085,78,49,0,0,1271517089431,"N"
1775085,78,49,0,0,1271635509631,"N"
1775085,78,49,0,0,1271755259631,"N"
1775085,78,49,0,0,1271875107931,"N"
1775085,78,49,0,0,1271996576531,"N"
1775085,78,49,0,0,1272115762431,"N"
1775085,78,49,0,0,1272236201731,"N"
1775085,78,49,0,0,1272355893431,"N"
1775085,78,49,0,0,1272475873131,"N"
1775085,78,49,0,0,1272595111531,"N"
1775085,78,49,0,0,1272714662531,"N"
1775085,78,49,0,0,1272835416331,"N"
1775085,78,49,0,0,1272956511031,"N"
1775085,78,49,0,0,1273075807031,"N"
1775085,78,49,0,0,1273195966431,"N"
1775085,78,49,0,0,1273315638931,"N"
1775085,78,49,0,0,1273442074831,"N"
1775085,78,49,0,0,1273555964731,"N"
1775085,78,49,0,0,1273675815831,"N"
1775085,78,49,0,0,1273796303531,"N"
1775085,78,49,0,0,1273916059931,"N"
1775085,78,49,0,0,1274035750731,"N"
1775085,78,49,0,0,1274155885731,"N"
1775085,78,49,0,0,1274276172131,"N"
1775085,78,49,0,0,1274395970731,"N"
1775085,78,49,0,0,1274515226131,"N"
1775085,78,49,0,0,1274635364431,"N"
1775085,78,49,0,0,1274759334731,"N"
1775085,78,49,0,0,1274875847231,"N"
1775085,78,49,0,0,1274996717131,"N"
1775085,78,49,0,0,1275115385631,"N"
1775085,78,49,0,0,1275236285231,"N"
1775085,78,49,0,0,1275355327031,"N"
1775085,78,49,0,0,1275475557031,"N"
1775085,78,49,0,0,1275595199731,"N"
1775085,78,49,0,0,1275720787031,"N"
1775085,78,49,0,0,1275834856431,"N"
1775085,78,49,0,0,1275955774731,"N"
1775085,78,49,0,0,1276075785831,"N"
1775085,78,49,0,0,1276195823831,"N"
1775085,78,49,0,0,1276316623631,"N"
1775085,78,49,0,0,1276434626731,"N"
1775085,78,49,0,0,1276554599831,"N"
1775085,78,49,0,0,1276675278431,"N"
1775085,78,49,0,0,1276796429531,"N"
1775085,78,49,0,0,1276915842931,"N"
1775085,78,49,0,0,1277035516331,"N"
1775085,78,49,0,0,1277155452631,"N"
1775085,78,49,0,0,1277277872531,"N"
1775085,78,49,0,0,1277394929331,"N"
1775085,78,49,0,0,1277514943131,"N"
1775085,78,49,0,0,1277635962631,"N"
1775085,78,49,0,0,1277755271531,"N"
1775085,78,49,0,0,1277876111231,"N"
1775085,78,49,0,0,1277995484831,"N"
1775085,78,49,0,0,1278117555531,"N"
1775085,78,49,0,0,1278235285531,"N"
1775085,78,49,0,0,1278354878931,"N"
1775085,78,49,0,0,1278475132731,"N"
1775085,78,49,0,0,1278596087131,"N"
1775085,78,49,0,0,1278715307931,"N"
1775085,78,49,0,0,1278835056331,"N"
1775085,78,49,0,0,1278955481631,"N"
1775085,78,49,0,0,1279075022831,"N"
1775085,78,49,0,0,1279195412731,"N"
1775085,78,49,0,0,1279315315931,"N"
1775085,78,49,0,0,1279435672931,"N"
1775085,78,49,0,0,1279555029731,"N"
1775085,78,49,0,0,1279674637131,"N"
1775085,78,49,0,0,1279796239631,"N"
1775085,78,49,0,0,1279915147631,"N"
