device,vkey,scancode,e0,e1,t1_ns,keyname
6165064,72,35,0,0,941310828745,"H"
6165064,69,18,0,0,941358296345,"E"
6165064,89,44,0,0,941549644545,"Y"
6165064,32,57,0,0,941861510845,"LEER"
6165064,84,20,0,0,942117728045,"T"
6165064,72,35,0,0,942237746745,"H"
6165064,69,18,0,0,942320365445,"E"
6165064,82,19,0,0,942398636045,"R"
6165064,69,18,0,0,942558003745,"E"
6165064,32,57,0,0,942646395345,"LEER"
6165064,72,35,0,0,942935383445,"H"
6165064,79,24,0,0,943189064745,"O"
6165064,87,17,0,0,943285793645,"W"
6165064,32,57,0,0,943399208545,"LEER"
6165064,65,30,0,0,943613799345,"A"
6165064,82,19,0,0,943734149245,"R"
6165064,69,18,0,0,943886479845,"E"
6165064,32,57,0,0,943974205445,"LEER"
6165064,89,44,0,0,944188810145,"Y"
6165064,79,24,0,0,944733393245,"O"
6165064,85,22,0,0,944973759345,"U"
6165064,32,57,0,0,945104126745,"LEER"
6165064,65,30,0,0,945286008845,"A"
6165064,82,19,0,0,945438252445,"R"
6165064,69,18,0,0,945558536345,"E"
6165064,32,57,0,0,945646242645,"LEER"
6165064,89,44,0,0,945854355245,"Y"
6165064,79,24,0,0,946006141245,"O"
6165064,85,22,0,0,946221985145,"U"
6165064,32,57,0,0,946366214945,"LEER"
6165064,71,34,0,0,946590190845,"G"
6165064,79,24,0,0,946725901145,"O"
6165064,79,24,0,0,946862185845,"O"
6165064,68,32,0,0,946973935745,"D"
6165064,32,57,0,0,947095228345,"LEER"
6165064,65,30,0,0,947389484545,"A"
6165064,89,44,0,0,947397882745,"Y"
6165064,79,24,0,0,947509527045,"O"
6165064,8,14,0,0,947814431045,"RÜCK"
6165064,8,14,0,0,948109624845,"RÜCK"
6165064,89,44,0,0,948447932945,"Y"
6165064,79,24,0,0,948597132545,"O"
6165064,85,22,0,0,948831453245,"U"
6165064,32,57,0,0,948957677345,"LEER"
6165064,70,33,0,0,949398364445,"F"
6165064,85,22,0,0,949590318845,"U"
6165064,78,49,0,0,949677195145,"N"
6165064,32,57,0,0,949885278045,"LEER"
6165064,76,38,0,0,950117166745,"L"
6165064,73,23,0,0,950318722545,"I"
6165064,84,20,0,0,950478686945,"T"
6165064,84,20,0,0,950629196845,"T"
6165064,76,38,0,0,950790212645,"L"
6165064,69,18,0,0,950902191945,"E"
6165064,32,57,0,0,951006228545,"LEER"
6165064,87,17,0,0,951262347645,"W"
6165064,79,24,0,0,951382392445,"O"
6165064,8,14,0,0,951621627545,"RÜCK"
6165064,8,14,0,0,951757186345,"RÜCK"
6165064,79,24,0,0,951974199045,"O"
6165064,78,49,0,0,952118578545,"N"
6165064,32,57,0,0,952335032445,"LEER"
6165064,69,18,0,0,952853254145,"E"
6165064,32,57,0,0,953181172345,"LEER"
6165064,13,28,0,0,953597779745,"EINGABE"
6165064,17,29,0,0,954021973545,"STRG"
6165064,67,46,0,0,954167277345,"C"
