device,vkey,scancode,e0,e1,edge,t1_ns,keyname
6165064,72,35,0,0,DOWN,941310828745,"H"
6165064,69,18,0,0,DOWN,941358296345,"E"
6165064,72,35,0,0,UP,941389611445,"H"
6165064,69,18,0,0,UP,941470664145,"E"
6165064,89,44,0,0,DOWN,941549644545,"Y"
6165064,89,44,0,0,UP,941677486745,"Y"
6165064,32,57,0,0,DOWN,941861510845,"LEER"
6165064,32,57,0,0,UP,942037878645,"LEER"
6165064,84,20,0,0,DOWN,942117728045,"T"
6165064,84,20,0,0,UP,942229226945,"T"
6165064,72,35,0,0,DOWN,942237746745,"H"
6165064,72,35,0,0,UP,942317768345,"H"
6165064,69,18,0,0,DOWN,942320365445,"E"
6165064,82,19,0,0,DOWN,942398636045,"R"
6165064,69,18,0,0,UP,942446355145,"E"
6165064,82,19,0,0,UP,942517097145,"R"
6165064,69,18,0,0,DOWN,942558003745,"E"
6165064,32,57,0,0,DOWN,942646395345,"LEER"
6165064,69,18,0,0,UP,942687099845,"E"
6165064,32,57,0,0,UP,942781282845,"LEER"
6165064,72,35,0,0,DOWN,942935383445,"H"
6165064,72,35,0,0,UP,943030069845,"H"
6165064,79,24,0,0,DOWN,943189064745,"O"
6165064,79,24,0,0,UP,943277898945,"O"
6165064,87,17,0,0,DOWN,943285793645,"W"
6165064,32,57,0,0,DOWN,943399208545,"LEER"
6165064,87,17,0,0,UP,943422529045,"W"
6165064,32,57,0,0,UP,943582382245,"LEER"
6165064,65,30,0,0,DOWN,943613799345,"A"
6165064,65,30,0,0,UP,943725941545,"A"
6165064,82,19,0,0,DOWN,943734149245,"R"
6165064,82,19,0,0,UP,943846451345,"R"
6165064,69,18,0,0,DOWN,943886479845,"E"
6165064,32,57,0,0,DOWN,943974205445,"LEER"
6165064,69,18,0,0,UP,944005896845,"E"
6165064,32,57,0,0,UP,944110405645,"LEER"
6165064,89,44,0,0,DOWN,944188810145,"Y"
6165064,89,44,0,0,UP,944238568745,"Y"
6165064,79,24,0,0,DOWN,944733393245,"O"
6165064,79,24,0,0,UP,944838630045,"O"
6165064,85,22,0,0,DOWN,944973759345,"U"
6165064,85,22,0,0,UP,945078793145,"U"
6165064,32,57,0,0,DOWN,945104126745,"LEER"
6165064,32,57,0,0,UP,945278667245,"LEER"
6165064,65,30,0,0,DOWN,945286008845,"A"
6165064,65,30,0,0,UP,945381275345,"A"
6165064,82,19,0,0,DOWN,945438252445,"R"
6165064,69,18,0,0,DOWN,945558536345,"E"
6165064,82,19,0,0,UP,945565736545,"R"
6165064,32,57,0,0,DOWN,945646242645,"LEER"
6165064,69,18,0,0,UP,945693980845,"E"
6165064,32,57,0,0,UP,945806269845,"LEER"
6165064,89,44,0,0,DOWN,945854355245,"Y"
6165064,89,44,0,0,UP,945958055045,"Y"
6165064,79,24,0,0,DOWN,946006141245,"O"
6165064,79,24,0,0,UP,946101963045,"O"
6165064,85,22,0,0,DOWN,946221985145,"U"
6165064,85,22,0,0,UP,946350146345,"U"
6165064,32,57,0,0,DOWN,946366214945,"LEER"
6165064,32,57,0,0,UP,946517438345,"LEER"
6165064,71,34,0,0,DOWN,946590190845,"G"
6165064,71,34,0,0,UP,946694715145,"G"
6165064,79,24,0,0,DOWN,946725901145,"O"
6165064,79,24,0,0,UP,946798151645,"O"
6165064,79,24,0,0,DOWN,946862185845,"O"
6165064,79,24,0,0,UP,946950392745,"O"
6165064,68,32,0,0,DOWN,946973935745,"D"
6165064,32,57,0,0,DOWN,947095228345,"LEER"
6165064,68,32,0,0,UP,947150893545,"D"
6165064,32,57,0,0,UP,947270743445,"LEER"
6165064,65,30,0,0,DOWN,947389484545,"A"
6165064,89,44,0,0,DOWN,947397882745,"Y"
6165064,89,44,0,0,UP,947454840645,"Y"
6165064,65,30,0,0,UP,947461560545,"A"
6165064,79,24,0,0,DOWN,947509527045,"O"
6165064,79,24,0,0,UP,947565049445,"O"
6165064,8,14,0,0,DOWN,947814431045,"RÜCK"
6165064,8,14,0,0,UP,947904242145,"RÜCK"
6165064,8,14,0,0,DOWN,948109624845,"RÜCK"
6165064,8,14,0,0,UP,948164984845,"RÜCK"
6165064,89,44,0,0,DOWN,948447932945,"Y"
6165064,89,44,0,0,UP,948558147245,"Y"
6165064,79,24,0,0,DOWN,948597132545,"O"
6165064,79,24,0,0,UP,948685101245,"O"
6165064,85,22,0,0,DOWN,948831453245,"U"
6165064,85,22,0,0,UP,948935088545,"U"
6165064,32,57,0,0,DOWN,948957677345,"LEER"
6165064,32,57,0,0,UP,949125786845,"LEER"
6165064,70,33,0,0,DOWN,949398364445,"F"
6165064,70,33,0,0,UP,949509619545,"F"
6165064,85,22,0,0,DOWN,949590318845,"U"
6165064,78,49,0,0,DOWN,949677195145,"N"
6165064,85,22,0,0,UP,949725268145,"U"
6165064,78,49,0,0,UP,949789771045,"N"
6165064,32,57,0,0,DOWN,949885278045,"LEER"
6165064,32,57,0,0,UP,950077525845,"LEER"
6165064,76,38,0,0,DOWN,950117166745,"L"
6165064,76,38,0,0,UP,950221154845,"L"
6165064,73,23,0,0,DOWN,950318722545,"I"
6165064,73,23,0,0,UP,950413532045,"I"
6165064,84,20,0,0,DOWN,950478686945,"T"
6165064,84,20,0,0,UP,950537380845,"T"
6165064,84,20,0,0,DOWN,950629196845,"T"
6165064,84,20,0,0,UP,950701185545,"T"
6165064,76,38,0,0,DOWN,950790212645,"L"
6165064,76,38,0,0,UP,950894791845,"L"
6165064,69,18,0,0,DOWN,950902191945,"E"
6165064,32,57,0,0,DOWN,951006228545,"LEER"
6165064,69,18,0,0,UP,951061766945,"E"
6165064,32,57,0,0,UP,951125843045,"LEER"
