timestamp_iso,line_type,us_value,text
2026-02-18T07:32:52.463,INFO,,"Pico multi-GPIO actuator started. Interval=60 ms, duration=10 ms"
2026-02-18T07:32:52.574,DATA,10061076,"10061076 us GPIO0"
2026-02-18T07:32:52.574,DATA,10121075,"10121075 us GPIO1"
2026-02-18T07:32:52.684,DATA,10181074,"10181074 us GPIO2"
2026-02-18T07:32:52.684,DATA,10241074,"10241074 us GPIO3"
2026-02-18T07:32:52.795,DATA,10301074,"10301074 us GPIO4"
2026-02-18T07:32:52.795,DATA,10361074,"10361074 us GPIO5"
2026-02-18T07:32:52.906,DATA,10421074,"10421074 us GPIO10"
2026-02-18T07:32:52.906,DATA,10481074,"10481074 us GPIO11"
2026-02-18T07:32:53.017,DATA,10541074,"10541074 us GPIO12"
2026-02-18T07:32:53.017,DATA,10601074,"10601074 us GPIO13"
2026-02-18T07:32:53.128,DATA,10661074,"10661074 us GPIO14"
2026-02-18T07:32:53.128,DATA,10721074,"10721074 us GPIO15"
2026-02-18T07:32:53.238,DATA,10781074,"10781074 us GPIO0"
2026-02-18T07:32:53.349,DATA,10841074,"10841074 us GPIO1"
2026-02-18T07:32:53.349,DATA,10901074,"10901074 us GPIO2"
2026-02-18T07:32:53.460,DATA,10961074,"10961074 us GPIO3"
2026-02-18T07:32:53.460,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:53.460,DATA,11021074,"11021074 us GPIO4"
2026-02-18T07:32:53.572,DATA,11081074,"11081074 us GPIO5"
2026-02-18T07:32:53.572,DATA,11141074,"11141074 us GPIO10"
2026-02-18T07:32:53.678,DATA,11201074,"11201074 us GPIO11"
2026-02-18T07:32:53.678,DATA,11261074,"11261074 us GPIO12"
2026-02-18T07:32:53.784,DATA,11321074,"11321074 us GPIO13"
2026-02-18T07:32:53.896,DATA,11381074,"11381074 us GPIO14"
2026-02-18T07:32:53.896,DATA,11441074,"11441074 us GPIO15"
2026-02-18T07:32:54.008,DATA,11501074,"11501074 us GPIO0"
2026-02-18T07:32:54.008,DATA,11561074,"11561074 us GPIO1"
2026-02-18T07:32:54.119,DATA,11621074,"11621074 us GPIO2"
2026-02-18T07:32:54.119,DATA,11681074,"11681074 us GPIO3"
2026-02-18T07:32:54.230,DATA,11741074,"11741074 us GPIO4"
2026-02-18T07:32:54.230,DATA,11801074,"11801074 us GPIO5"
2026-02-18T07:32:54.341,DATA,11861074,"11861074 us GPIO10"
2026-02-18T07:32:54.341,DATA,11921074,"11921074 us GPIO11"
2026-02-18T07:32:54.452,DATA,11981074,"11981074 us GPIO12"
2026-02-18T07:32:54.452,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:54.452,DATA,12041074,"12041074 us GPIO13"
2026-02-18T07:32:54.562,DATA,12101074,"12101074 us GPIO14"
2026-02-18T07:32:54.674,DATA,12161074,"12161074 us GPIO15"
2026-02-18T07:32:54.674,DATA,12221074,"12221074 us GPIO0"
2026-02-18T07:32:54.786,DATA,12281074,"12281074 us GPIO1"
2026-02-18T07:32:54.786,DATA,12341074,"12341074 us GPIO2"
2026-02-18T07:32:54.897,DATA,12401074,"12401074 us GPIO3"
2026-02-18T07:32:54.897,DATA,12461074,"12461074 us GPIO4"
2026-02-18T07:32:55.009,DATA,12521074,"12521074 us GPIO5"
2026-02-18T07:32:55.009,DATA,12581074,"12581074 us GPIO10"
2026-02-18T07:32:55.120,DATA,12641074,"12641074 us GPIO11"
2026-02-18T07:32:55.120,DATA,12701074,"12701074 us GPIO12"
2026-02-18T07:32:55.232,DATA,12761074,"12761074 us GPIO13"
2026-02-18T07:32:55.232,DATA,12821074,"12821074 us GPIO14"
2026-02-18T07:32:55.343,DATA,12881074,"12881074 us GPIO15"
2026-02-18T07:32:55.454,DATA,12941074,"12941074 us GPIO0"
2026-02-18T07:32:55.454,DATA,13001074,"13001074 us GPIO1"
2026-02-18T07:32:55.454,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:55.566,DATA,13061074,"13061074 us GPIO2"
2026-02-18T07:32:55.566,DATA,13121074,"13121074 us GPIO3"
2026-02-18T07:32:55.678,DATA,13181074,"13181074 us GPIO4"
2026-02-18T07:32:55.678,DATA,13241074,"13241074 us GPIO5"
2026-02-18T07:32:55.790,DATA,13301074,"13301074 us GPIO10"
2026-02-18T07:32:55.790,DATA,13361074,"13361074 us GPIO11"
2026-02-18T07:32:55.902,DATA,13421074,"13421074 us GPIO12"
2026-02-18T07:32:55.902,DATA,13481074,"13481074 us GPIO13"
2026-02-18T07:32:56.013,DATA,13541074,"13541074 us GPIO14"
2026-02-18T07:32:56.013,DATA,13601074,"13601074 us GPIO15"
2026-02-18T07:32:56.125,DATA,13661074,"13661074 us GPIO0"
2026-02-18T07:32:56.125,DATA,13721074,"13721074 us GPIO1"
2026-02-18T07:32:56.236,DATA,13781074,"13781074 us GPIO2"
2026-02-18T07:32:56.347,DATA,13841074,"13841074 us GPIO3"
2026-02-18T07:32:56.347,DATA,13901074,"13901074 us GPIO4"
2026-02-18T07:32:56.457,DATA,13961074,"13961074 us GPIO5"
2026-02-18T07:32:56.457,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:56.457,DATA,14021074,"14021074 us GPIO10"
2026-02-18T07:32:56.569,DATA,14081074,"14081074 us GPIO11"
2026-02-18T07:32:56.569,DATA,14141074,"14141074 us GPIO12"
2026-02-18T07:32:56.679,DATA,14201074,"14201074 us GPIO13"
2026-02-18T07:32:56.679,DATA,14261074,"14261074 us GPIO14"
2026-02-18T07:32:56.790,DATA,14321074,"14321074 us GPIO15"
2026-02-18T07:32:56.790,DATA,14381074,"14381074 us GPIO0"
2026-02-18T07:32:56.901,DATA,14441074,"14441074 us GPIO1"
2026-02-18T07:32:57.013,DATA,14501074,"14501074 us GPIO2"
2026-02-18T07:32:57.013,DATA,14561074,"14561074 us GPIO3"
2026-02-18T07:32:57.124,DATA,14621074,"14621074 us GPIO4"
2026-02-18T07:32:57.124,DATA,14681074,"14681074 us GPIO5"
2026-02-18T07:32:57.236,DATA,14741074,"14741074 us GPIO10"
2026-02-18T07:32:57.236,DATA,14801074,"14801074 us GPIO11"
2026-02-18T07:32:57.347,DATA,14861074,"14861074 us GPIO12"
2026-02-18T07:32:57.347,DATA,14921074,"14921074 us GPIO13"
2026-02-18T07:32:57.458,DATA,14981074,"14981074 us GPIO14"
2026-02-18T07:32:57.458,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:57.458,DATA,15041074,"15041074 us GPIO15"
2026-02-18T07:32:57.570,DATA,15101074,"15101074 us GPIO0"
2026-02-18T07:32:57.570,DATA,15161074,"15161074 us GPIO1"
2026-02-18T07:32:57.681,DATA,15221074,"15221074 us GPIO2"
2026-02-18T07:32:57.792,DATA,15281074,"15281074 us GPIO3"
2026-02-18T07:32:57.792,DATA,15341074,"15341074 us GPIO4"
2026-02-18T07:32:57.904,DATA,15401074,"15401074 us GPIO5"
2026-02-18T07:32:57.904,DATA,15461074,"15461074 us GPIO10"
2026-02-18T07:32:58.015,DATA,15521074,"15521074 us GPIO11"
2026-02-18T07:32:58.015,DATA,15581074,"15581074 us GPIO12"
2026-02-18T07:32:58.126,DATA,15641074,"15641074 us GPIO13"
2026-02-18T07:32:58.126,DATA,15701074,"15701074 us GPIO14"
2026-02-18T07:32:58.237,DATA,15761074,"15761074 us GPIO15"
2026-02-18T07:32:58.237,DATA,15821074,"15821074 us GPIO0"
2026-02-18T07:32:58.348,DATA,15881074,"15881074 us GPIO1"
2026-02-18T07:32:58.348,DATA,15941074,"15941074 us GPIO2"
2026-02-18T07:32:58.459,DATA,16001074,"16001074 us GPIO3"
2026-02-18T07:32:58.459,HEARTBEAT,,"Heartbeat. Dropped=0"
2026-02-18T07:32:58.571,DATA,16061074,"16061074 us GPIO4"
2026-02-18T07:32:58.571,DATA,16121074,"16121074 us GPIO5"
2026-02-18T07:32:58.682,DATA,16181074,"16181074 us GPIO10"
2026-02-18T07:32:58.682,DATA,16241074,"16241074 us GPIO11"
2026-02-18T07:32:58.793,DATA,16301074,"16301074 us GPIO12"
2026-02-18T07:32:58.793,DATA,16361074,"16361074 us GPIO13"
2026-02-18T07:32:58.904,DATA,16421074,"16421074 us GPIO14"
2026-02-18T07:32:58.904,DATA,16481074,"16481074 us GPIO15"
2026-02-18T07:32:59.016,DATA,16541074,"16541074 us GPIO0"
2026-02-18T07:32:59.016,DATA,16601074,"16601074 us GPIO1"
2026-02-18T07:32:59.127,DATA,16661074,"16661074 us GPIO2"
2026-02-18T07:32:59.127,DATA,16721074,"16721074 us GPIO3"
