Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
1775085,65,30,0,0,1282461429102,"A"
1775085,65,30,0,0,1282605112402,"A"
1775085,65,30,0,0,1284290755602,"A"
1775085,65,30,0,0,1284465458802,"A"
1775085,65,30,0,0,1286141526202,"A"
1775085,65,30,0,0,1286277405502,"A"
1775085,65,30,0,0,1286421427202,"A"
1775085,65,30,0,0,1287957850302,"A"
1775085,65,30,0,0,1288101165002,"A"
1775085,65,30,0,0,1289813419402,"A"
1775085,65,30,0,0,1289957443402,"A"
1775085,65,30,0,0,1291637704902,"A"
1775085,65,30,0,0,1291773520002,"A"
1775085,65,30,0,0,1293453550602,"A"
1775085,65,30,0,0,1293629783902,"A"
1775085,65,30,0,0,1295341428802,"A"
1775085,65,30,0,0,1295445440602,"A"
1775085,65,30,0,0,1297269750302,"A"
1775085,65,30,0,0,1297445099902,"A"
1775085,65,30,0,0,1299156996702,"A"
1775085,65,30,0,0,1299543381602,"A"
1775085,65,30,0,0,1299685273402,"A"
1775085,65,30,0,0,1299831210302,"A"
1775085,65,30,0,0,1299998411702,"A"
1775085,65,30,0,0,1300141387702,"A"
1775085,65,30,0,0,1301086011902,"A"
1775085,65,30,0,0,1301262174002,"A"
1775085,65,30,0,0,1301398933302,"A"
1775085,65,30,0,0,1301542414202,"A"
1775085,65,30,0,0,1301677751302,"A"
1775085,65,30,0,0,1301821970602,"A"
1775085,65,30,0,0,1302943527102,"A"
1775085,65,30,0,0,1303078389502,"A"
1775085,65,30,0,0,1303221738302,"A"
1775085,65,30,0,0,1304901520102,"A"
1775085,65,30,0,0,1305037376702,"A"
1775085,65,30,0,0,1305216753002,"A"
1775085,65,30,0,0,1305358601602,"A"
1775085,65,30,0,0,1305494183002,"A"
1775085,65,30,0,0,1305637511602,"A"
1775085,65,30,0,0,1305774563402,"A"
1775085,65,30,0,0,1306757498502,"A"
1775085,65,30,0,0,1306893982502,"A"
1775085,65,30,0,0,1307038161602,"A"
1775085,65,30,0,0,1307173433902,"A"
1775085,65,30,0,0,1307317082402,"A"
1775085,65,30,0,0,1307493757302,"A"
1775085,65,30,0,0,1307630392902,"A"
1775085,65,30,0,0,1307773803902,"A"
1775085,65,30,0,0,1308608560102,"A"
1775085,65,30,0,0,1308717555202,"A"
1775085,65,30,0,0,1308853268202,"A"
1775085,65,30,0,0,1308999565302,"A"
1775085,65,30,0,0,1309173225302,"A"
1775085,65,30,0,0,1309310668602,"A"
1775085,65,30,0,0,1309454469302,"A"
1775085,65,30,0,0,1309589999002,"A"
1775085,65,30,0,0,1309734079802,"A"
1775085,65,30,0,0,1310534002502,"A"
1775085,65,30,0,0,1310710361002,"A"
1775085,65,30,0,0,1310853247502,"A"
1775085,65,30,0,0,1310990323502,"A"
1775085,65,30,0,0,1311136104602,"A"
1775085,65,30,0,0,1311269533802,"A"
1775085,65,30,0,0,1312526239702,"A"
1775085,65,30,0,0,1312669741602,"A"
1775085,65,30,0,0,1312846786602,"A"
1775085,65,30,0,0,1312981726702,"A"
1775085,65,30,0,0,1314805630402,"A"
1775085,65,30,0,0,1314941351102,"A"
1775085,65,30,0,0,1316341190502,"A"
1775085,65,30,0,0,1316485176002,"A"
1775085,65,30,0,0,1318165150102,"A"
1775085,65,30,0,0,1320021770502,"A"
1775085,65,30,0,0,1320158351502,"A"
1775085,65,30,0,0,1320302153902,"A"
1775085,65,30,0,0,1321702050002,"A"
1775085,65,30,0,0,1321838117302,"A"
1775085,65,30,0,0,1321981930602,"A"
1775085,65,30,0,0,1323146905102,"A"
1775085,65,30,0,0,1323276888002,"A"
1775085,65,30,0,0,1323422352902,"A"
1775085,65,30,0,0,1323557502202,"A"
1775085,65,30,0,0,1323693178902,"A"
1775085,65,30,0,0,1323837905602,"A"
1775085,65,30,0,0,1324573476102,"A"
1775085,65,30,0,0,1325199648402,"A"
1775085,65,30,0,0,1325373491602,"A"
1775085,65,30,0,0,1325517684202,"A"
1775085,65,30,0,0,1326917368702,"A"
1775085,65,30,0,0,1327053118502,"A"
1775085,65,30,0,0,1328733891702,"A"
460196725,17,29,0,0,1331509256502,"STRG"
460196725,17,29,0,0,1332015591902,"STRG"
460196725,17,29,0,0,1332046799502,"STRG"
460196725,17,29,0,0,1332078708902,"STRG"
460196725,17,29,0,0,1332109637902,"STRG"
460196725,67,46,0,0,1332117618202,"C"
