Device,VKey,ScanCode,E0,E1,Edge,HostTimestamp_ns,KeyName
76487407,190,52,0,0,DOWN,825855842859,"."
76487407,190,52,0,0,UP,825927807259,"."
76487407,17,56,1,0,DOWN,826168020459,"ALT GR"
76487407,219,12,0,0,DOWN,826344455859,"ß"
76487407,219,12,0,0,UP,826440765159,"ß"
76487407,17,56,1,0,UP,826482510559,"ALT GR"
76487407,8,14,0,0,DOWN,826656248559,"RÜCK"
76487407,8,14,0,0,UP,826721077759,"RÜCK"
76487407,8,14,0,0,DOWN,826794312859,"RÜCK"
76487407,8,14,0,0,UP,826873306559,"RÜCK"
76487407,8,14,0,0,DOWN,826952718959,"RÜCK"
76487407,8,14,0,0,UP,827040462859,"RÜCK"
76487407,83,31,0,0,DOWN,827112910659,"S"
76487407,69,18,0,0,DOWN,827272996959,"E"
76487407,83,31,0,0,UP,827280235059,"S"
76487407,69,18,0,0,UP,827408662559,"E"
76487407,82,19,0,0,DOWN,827448742059,"R"
76487407,82,19,0,0,UP,827656390459,"R"
85922219,78,49,0,0,DOWN,827808037059,"N"
85922219,76,38,0,0,DOWN,827840155659,"L"
85922219,78,49,0,0,UP,827848574559,"N"
85922219,76,38,0,0,UP,827864212259,"L"
85922219,39,77,1,0,DOWN,827864717359,"NACH-RECHTS"
85922219,39,77,1,0,UP,827896538159,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,827897068659,"B"
76487407,9,15,0,0,DOWN,827912440259,"TABULATOR"
85922219,68,32,0,0,DOWN,827928416459,"D"
85922219,66,48,0,0,UP,827943981759,"B"
85922219,68,32,0,0,UP,827967916359,"D"
85922219,70,33,0,0,DOWN,827984293959,"F"
85922219,70,33,0,0,UP,828016306359,"F"
85922219,69,18,0,0,DOWN,828024327959,"E"
76487407,9,15,0,0,UP,828048058759,"TABULATOR"
85922219,69,18,0,0,UP,828064221659,"E"
85922219,82,19,0,0,DOWN,828080082559,"R"
85922219,82,19,0,0,UP,828120164859,"R"
85922219,78,49,0,0,DOWN,828168142359,"N"
85922219,76,38,0,0,DOWN,828192289959,"L"
85922219,78,49,0,0,UP,828208160459,"N"
85922219,76,38,0,0,UP,828224509459,"L"
85922219,39,77,1,0,DOWN,828224631959,"NACH-RECHTS"
85922219,39,77,1,0,UP,828256244659,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,828264061659,"B"
85922219,68,32,0,0,DOWN,828288270259,"D"
85922219,66,48,0,0,UP,828296026059,"B"
85922219,68,32,0,0,UP,828336206659,"D"
85922219,70,33,0,0,DOWN,828352076459,"F"
85922219,70,33,0,0,UP,828376358159,"F"
85922219,69,18,0,0,DOWN,828384092859,"E"
85922219,72,35,0,0,DOWN,828401151059,"H"
85922219,69,18,0,0,UP,828416973559,"E"
85922219,72,35,0,0,UP,828433695259,"H"
85922219,82,19,0,0,DOWN,828434273959,"R"
85922219,85,22,0,0,DOWN,828464919259,"U"
85922219,82,19,0,0,UP,828480959659,"R"
85922219,85,22,0,0,UP,828488873559,"U"
85922219,78,49,0,0,DOWN,828521253359,"N"
85922219,76,38,0,0,DOWN,828552728259,"L"
85922219,78,49,0,0,UP,828559976859,"N"
85922219,76,38,0,0,UP,828592770659,"L"
85922219,39,77,1,0,DOWN,828594562259,"NACH-RECHTS"
85922219,39,77,1,0,UP,828620004859,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,828621092259,"B"
85922219,68,32,0,0,DOWN,828648266359,"D"
85922219,66,48,0,0,UP,828689252559,"B"
85922219,71,34,0,0,DOWN,828690087159,"G"
85922219,68,32,0,0,UP,828696007859,"D"
85922219,71,34,0,0,UP,828696480659,"G"
85922219,70,33,0,0,DOWN,828704406259,"F"
85922219,70,33,0,0,UP,828736957659,"F"
85922219,69,18,0,0,DOWN,828744205559,"E"
85922219,72,35,0,0,DOWN,828768874859,"H"
85922219,69,18,0,0,UP,828776772059,"E"
85922219,72,35,0,0,UP,828792885159,"H"
85922219,82,19,0,0,DOWN,828808613559,"R"
85922219,85,22,0,0,DOWN,828825413059,"U"
85922219,82,19,0,0,UP,828840317159,"R"
85922219,85,22,0,0,UP,828848428959,"U"
85922219,78,49,0,0,DOWN,828889025959,"N"
85922219,76,38,0,0,DOWN,828914427559,"L"
85922219,78,49,0,0,UP,828928482159,"N"
85922219,39,77,1,0,DOWN,828946554959,"NACH-RECHTS"
85922219,76,38,0,0,UP,828952380059,"L"
85922219,39,77,1,0,UP,828976826459,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,828978539959,"B"
85922219,68,32,0,0,DOWN,829008539359,"D"
85922219,66,48,0,0,UP,829033346159,"B"
85922219,68,32,0,0,UP,829048634659,"D"
85922219,70,33,0,0,DOWN,829064815859,"F"
85922219,70,33,0,0,UP,829097333959,"F"
85922219,69,18,0,0,DOWN,829098939459,"E"
85922219,69,18,0,0,UP,829144998659,"E"
85922219,82,19,0,0,DOWN,829152901959,"R"
85922219,85,22,0,0,DOWN,829184199359,"U"
85922219,82,19,0,0,UP,829200652059,"R"
85922219,85,22,0,0,UP,829209190559,"U"
85922219,78,49,0,0,DOWN,829248367959,"N"
85922219,76,38,0,0,DOWN,829280860859,"L"
85922219,78,49,0,0,UP,829288442059,"N"
85922219,76,38,0,0,UP,829305113159,"L"
85922219,39,77,1,0,DOWN,829305839359,"NACH-RECHTS"
85922219,39,77,1,0,UP,829328812559,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,829336263959,"B"
85922219,68,32,0,0,DOWN,829368946059,"D"
85922219,66,48,0,0,UP,829384703159,"B"
85922219,68,32,0,0,UP,829409259959,"D"
85922219,70,33,0,0,DOWN,829424821759,"F"
85922219,70,33,0,0,UP,829448424359,"F"
85922219,69,18,0,0,DOWN,829456067859,"E"
85922219,69,18,0,0,UP,829503965959,"E"
85922219,82,19,0,0,DOWN,829519900059,"R"
85922219,82,19,0,0,UP,829560657659,"R"
85922219,78,49,0,0,DOWN,829608767659,"N"
85922219,76,38,0,0,DOWN,829640930359,"L"
85922219,78,49,0,0,UP,829648367559,"N"
85922219,76,38,0,0,UP,829664830559,"L"
85922219,39,77,1,0,DOWN,829666029359,"NACH-RECHTS"
85922219,39,77,1,0,UP,829696870859,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,829704344059,"B"
85922219,68,32,0,0,DOWN,829727955259,"D"
85922219,66,48,0,0,UP,829735936559,"B"
85922219,68,32,0,0,UP,829775956459,"D"
85922219,70,33,0,0,DOWN,829784030859,"F"
85922219,70,33,0,0,UP,829816384859,"F"
85922219,69,18,0,0,DOWN,829823881859,"E"
85922219,69,18,0,0,UP,829855988559,"E"
85922219,82,19,0,0,DOWN,829880506959,"R"
85922219,82,19,0,0,UP,829920212059,"R"
85922219,78,49,0,0,DOWN,829968194459,"N"
85922219,76,38,0,0,DOWN,829992256959,"L"
85922219,78,49,0,0,UP,830008208059,"N"
85922219,76,38,0,0,UP,830032242159,"L"
85922219,39,77,1,0,DOWN,830033240959,"NACH-RECHTS"
85922219,39,77,1,0,UP,830056297059,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,830072314159,"B"
85922219,68,32,0,0,DOWN,830088146559,"D"
85922219,66,48,0,0,UP,830128075059,"B"
85922219,68,32,0,0,UP,830128896359,"D"
85922219,71,34,0,0,DOWN,830129246059,"G"
85922219,71,34,0,0,UP,830136186959,"G"
85922219,70,33,0,0,DOWN,830144087159,"F"
85922219,70,33,0,0,UP,830176007959,"F"
85922219,69,18,0,0,DOWN,830176450859,"E"
85922219,72,35,0,0,DOWN,830200680659,"H"
85922219,69,18,0,0,UP,830215952059,"E"
85922219,72,35,0,0,UP,830232135059,"H"
85922219,82,19,0,0,DOWN,830232756659,"R"
85922219,85,22,0,0,DOWN,830264323759,"U"
85922219,82,19,0,0,UP,830280275259,"R"
85922219,85,22,0,0,UP,830288021159,"U"
85922219,78,49,0,0,DOWN,830328247059,"N"
85922219,76,38,0,0,DOWN,830351957959,"L"
85922219,78,49,0,0,UP,830368087059,"N"
85922219,76,38,0,0,UP,830392637259,"L"
85922219,39,77,1,0,DOWN,830393068859,"NACH-RECHTS"
85922219,39,77,1,0,UP,830416401859,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,830416590359,"B"
85922219,68,32,0,0,DOWN,830448352359,"D"
85922219,66,48,0,0,UP,830472001559,"B"
85922219,71,34,0,0,DOWN,830472676759,"G"
85922219,68,32,0,0,UP,830488508759,"D"
85922219,71,34,0,0,UP,830495909659,"G"
85922219,70,33,0,0,DOWN,830504215159,"F"
85922219,70,33,0,0,UP,830535959759,"F"
85922219,69,18,0,0,DOWN,830544768859,"E"
85922219,72,35,0,0,DOWN,830568152659,"H"
85922219,69,18,0,0,UP,830575963259,"E"
85922219,72,35,0,0,UP,830592176459,"H"
85922219,82,19,0,0,DOWN,830600059859,"R"
85922219,85,22,0,0,DOWN,830624268759,"U"
85922219,82,19,0,0,UP,830640819659,"R"
85922219,85,22,0,0,UP,830648428659,"U"
85922219,78,49,0,0,DOWN,830688390159,"N"
85922219,76,38,0,0,DOWN,830712208059,"L"
85922219,78,49,0,0,UP,830728235559,"N"
85922219,76,38,0,0,UP,830744876859,"L"
85922219,39,77,1,0,DOWN,830746057459,"NACH-RECHTS"
