timestamp_iso,raw_hex,text
2026-02-06T08:17:41.911,"32333535313035352075730D0A32333630313035352075730D0A","23551055 us\x0D\x0A23601055 us\x0D\x0A"
2026-02-06T08:17:42.016,"32333635313035352075730D0A32333730313035352075730D0A32333735313035352075730D0A","23651055 us\x0D\x0A23701055 us\x0D\x0A23751055 us\x0D\x0A"
2026-02-06T08:17:42.122,"32333830313035352075730D0A32333835313035352075730D0A","23801055 us\x0D\x0A23851055 us\x0D\x0A"
2026-02-06T08:17:42.226,"32333930313035352075730D0A32333935313035352075730D0A","23901055 us\x0D\x0A23951055 us\x0D\x0A"
2026-02-06T08:17:42.332,"32343030313035352075730D0A4865617274626561742E2044726F707065643D300D0A32343035313035352075730D0A","24001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A24051055 us\x0D\x0A"
2026-02-06T08:17:42.437,"32343130313035352075730D0A32343135313035352075730D0A","24101055 us\x0D\x0A24151055 us\x0D\x0A"
2026-02-06T08:17:42.543,"32343230313035352075730D0A32343235313035352075730D0A","24201055 us\x0D\x0A24251055 us\x0D\x0A"
2026-02-06T08:17:42.648,"32343330313035352075730D0A32343335313035352075730D0A","24301055 us\x0D\x0A24351055 us\x0D\x0A"
2026-02-06T08:17:42.754,"32343430313035352075730D0A32343435313035352075730D0A","24401055 us\x0D\x0A24451055 us\x0D\x0A"
2026-02-06T08:17:42.859,"32343530313035352075730D0A32343535313035352075730D0A","24501055 us\x0D\x0A24551055 us\x0D\x0A"
2026-02-06T08:17:42.964,"32343630313035352075730D0A32343635313035352075730D0A","24601055 us\x0D\x0A24651055 us\x0D\x0A"
2026-02-06T08:17:43.071,"32343730313035352075730D0A32343735313035352075730D0A32343830313035352075730D0A","24701055 us\x0D\x0A24751055 us\x0D\x0A24801055 us\x0D\x0A"
2026-02-06T08:17:43.177,"32343835313035352075730D0A32343930313035352075730D0A","24851055 us\x0D\x0A24901055 us\x0D\x0A"
2026-02-06T08:17:43.282,"32343935313035352075730D0A32353030313035352075730D0A4865617274626561742E2044726F707065643D300D0A","24951055 us\x0D\x0A25001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A"
2026-02-06T08:17:43.387,"32353035313035352075730D0A32353130313035352075730D0A","25051055 us\x0D\x0A25101055 us\x0D\x0A"
2026-02-06T08:17:43.494,"32353135313035352075730D0A32353230313035352075730D0A","25151055 us\x0D\x0A25201055 us\x0D\x0A"
2026-02-06T08:17:43.600,"32353235313035352075730D0A32353330313035352075730D0A","25251055 us\x0D\x0A25301055 us\x0D\x0A"
2026-02-06T08:17:43.706,"32353335313035352075730D0A32353430313035352075730D0A","25351055 us\x0D\x0A25401055 us\x0D\x0A"
2026-02-06T08:17:43.813,"32353435313035352075730D0A32353530313035352075730D0A","25451055 us\x0D\x0A25501055 us\x0D\x0A"
2026-02-06T08:17:43.917,"32353535313035352075730D0A32353630313035352075730D0A32353635313035352075730D0A","25551055 us\x0D\x0A25601055 us\x0D\x0A25651055 us\x0D\x0A"
2026-02-06T08:17:44.024,"32353730313035352075730D0A32353735313035352075730D0A","25701055 us\x0D\x0A25751055 us\x0D\x0A"
2026-02-06T08:17:44.130,"32353830313035352075730D0A32353835313035352075730D0A","25801055 us\x0D\x0A25851055 us\x0D\x0A"
2026-02-06T08:17:44.236,"32353930313035352075730D0A32353935313035352075730D0A","25901055 us\x0D\x0A25951055 us\x0D\x0A"
2026-02-06T08:17:44.341,"32363030313035352075730D0A4865617274626561742E2044726F707065643D300D0A32363035313035352075730D0A","26001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A26051055 us\x0D\x0A"
2026-02-06T08:17:44.448,"32363130313035352075730D0A32363135313035352075730D0A","26101055 us\x0D\x0A26151055 us\x0D\x0A"
2026-02-06T08:17:44.553,"32363230313035352075730D0A32363235313035352075730D0A","26201055 us\x0D\x0A26251055 us\x0D\x0A"
2026-02-06T08:17:44.659,"32363330313035352075730D0A32363335313035352075730D0A","26301055 us\x0D\x0A26351055 us\x0D\x0A"
2026-02-06T08:17:44.765,"32363430313035352075730D0A32363435313035352075730D0A32363530313035352075730D0A","26401055 us\x0D\x0A26451055 us\x0D\x0A26501055 us\x0D\x0A"
2026-02-06T08:17:44.870,"32363535313035352075730D0A32363630313035352075730D0A","26551055 us\x0D\x0A26601055 us\x0D\x0A"
2026-02-06T08:17:44.976,"32363635313035352075730D0A32363730313035352075730D0A","26651055 us\x0D\x0A26701055 us\x0D\x0A"
2026-02-06T08:17:45.081,"32363735313035352075730D0A32363830313035352075730D0A","26751055 us\x0D\x0A26801055 us\x0D\x0A"
2026-02-06T08:17:45.188,"32363835313035352075730D0A32363930313035352075730D0A","26851055 us\x0D\x0A26901055 us\x0D\x0A"
2026-02-06T08:17:45.294,"32363935313035352075730D0A32373030313035352075730D0A4865617274626561742E2044726F707065643D300D0A","26951055 us\x0D\x0A27001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A"
2026-02-06T08:17:45.400,"32373035313035352075730D0A32373130313035352075730D0A","27051055 us\x0D\x0A27101055 us\x0D\x0A"
2026-02-06T08:17:45.505,"32373135313035352075730D0A32373230313035352075730D0A","27151055 us\x0D\x0A27201055 us\x0D\x0A"
2026-02-06T08:17:45.611,"32373235313035352075730D0A32373330313035352075730D0A","27251055 us\x0D\x0A27301055 us\x0D\x0A"
2026-02-06T08:17:45.719,"32373335313035352075730D0A32373430313035352075730D0A32373435313035352075730D0A","27351055 us\x0D\x0A27401055 us\x0D\x0A27451055 us\x0D\x0A"
2026-02-06T08:17:45.825,"32373530313035352075730D0A32373535313035352075730D0A","27501055 us\x0D\x0A27551055 us\x0D\x0A"
2026-02-06T08:17:45.931,"32373630313035352075730D0A32373635313035352075730D0A","27601055 us\x0D\x0A27651055 us\x0D\x0A"
2026-02-06T08:17:46.036,"32373730313035352075730D0A32373735313035352075730D0A","27701055 us\x0D\x0A27751055 us\x0D\x0A"
2026-02-06T08:17:46.142,"32373830313035352075730D0A32373835313035352075730D0A","27801055 us\x0D\x0A27851055 us\x0D\x0A"
2026-02-06T08:17:46.247,"32373930313035352075730D0A32373935313035352075730D0A","27901055 us\x0D\x0A27951055 us\x0D\x0A"
2026-02-06T08:17:46.354,"32383030313035352075730D0A4865617274626561742E2044726F707065643D300D0A32383035313035352075730D0A","28001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A28051055 us\x0D\x0A"
2026-02-06T08:17:46.461,"32383130313035352075730D0A32383135313035352075730D0A","28101055 us\x0D\x0A28151055 us\x0D\x0A"
2026-02-06T08:17:46.566,"32383230313035352075730D0A32383235313035352075730D0A32383330313035352075730D0A","28201055 us\x0D\x0A28251055 us\x0D\x0A28301055 us\x0D\x0A"
2026-02-06T08:17:46.671,"32383335313035352075730D0A32383430313035352075730D0A","28351055 us\x0D\x0A28401055 us\x0D\x0A"
2026-02-06T08:17:46.777,"32383435313035352075730D0A32383530313035352075730D0A","28451055 us\x0D\x0A28501055 us\x0D\x0A"
2026-02-06T08:17:46.883,"32383535313035352075730D0A32383630313035352075730D0A","28551055 us\x0D\x0A28601055 us\x0D\x0A"
2026-02-06T08:17:46.991,"32383635313035352075730D0A32383730313035352075730D0A","28651055 us\x0D\x0A28701055 us\x0D\x0A"
2026-02-06T08:17:47.096,"32383735313035352075730D0A32383830313035352075730D0A","28751055 us\x0D\x0A28801055 us\x0D\x0A"
2026-02-06T08:17:47.202,"32383835313035352075730D0A32383930313035352075730D0A","28851055 us\x0D\x0A28901055 us\x0D\x0A"
2026-02-06T08:17:47.307,"32383935313035352075730D0A32393030313035352075730D0A4865617274626561742E2044726F707065643D300D0A","28951055 us\x0D\x0A29001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A"
2026-02-06T08:17:47.414,"32393035313035352075730D0A32393130313035352075730D0A3239313531303535207573","29051055 us\x0D\x0A29101055 us\x0D\x0A29151055 us"
2026-02-06T08:17:47.519,"0D0A32393230313035352075730D0A32393235313035352075730D0A","\x0D\x0A29201055 us\x0D\x0A29251055 us\x0D\x0A"
2026-02-06T08:17:47.625,"32393330313035352075730D0A32393335313035352075730D0A","29301055 us\x0D\x0A29351055 us\x0D\x0A"
2026-02-06T08:17:47.731,"32393430313035352075730D0A32393435313035352075730D0A","29401055 us\x0D\x0A29451055 us\x0D\x0A"
2026-02-06T08:17:47.837,"32393530313035352075730D0A32393535313035352075730D0A","29501055 us\x0D\x0A29551055 us\x0D\x0A"
2026-02-06T08:17:47.943,"32393630313035352075730D0A32393635313035352075730D0A","29601055 us\x0D\x0A29651055 us\x0D\x0A"
2026-02-06T08:17:48.048,"32393730313035352075730D0A32393735313035352075730D0A","29701055 us\x0D\x0A29751055 us\x0D\x0A"
2026-02-06T08:17:48.154,"32393830313035352075730D0A32393835313035352075730D0A","29801055 us\x0D\x0A29851055 us\x0D\x0A"
2026-02-06T08:17:48.260,"32393930313035352075730D0A32393935313035352075730D0A","29901055 us\x0D\x0A29951055 us\x0D\x0A"
2026-02-06T08:17:48.365,"33303030313035352075730D0A4865617274626561742E2044726F707065643D300D0A33303035313035352075730D0A33303130313035352075730D0A","30001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A30051055 us\x0D\x0A30101055 us\x0D\x0A"
2026-02-06T08:17:48.471,"33303135313035352075730D0A33303230313035352075730D0A","30151055 us\x0D\x0A30201055 us\x0D\x0A"
2026-02-06T08:17:48.576,"33303235313035352075730D0A33303330313035352075730D0A","30251055 us\x0D\x0A30301055 us\x0D\x0A"
2026-02-06T08:17:48.683,"33303335313035352075730D0A33303430313035352075730D0A","30351055 us\x0D\x0A30401055 us\x0D\x0A"
2026-02-06T08:17:48.789,"33303435313035352075730D0A33303530313035352075730D0A","30451055 us\x0D\x0A30501055 us\x0D\x0A"
2026-02-06T08:17:48.895,"33303535313035352075730D0A33303630313035352075730D0A","30551055 us\x0D\x0A30601055 us\x0D\x0A"
2026-02-06T08:17:49.000,"33303635313035352075730D0A33303730313035352075730D0A","30651055 us\x0D\x0A30701055 us\x0D\x0A"
2026-02-06T08:17:49.105,"33303735313035352075730D0A33303830313035352075730D0A","30751055 us\x0D\x0A30801055 us\x0D\x0A"
2026-02-06T08:17:49.209,"33303835313035352075730D0A33303930313035352075730D0A","30851055 us\x0D\x0A30901055 us\x0D\x0A"
2026-02-06T08:17:49.314,"33303935313035352075730D0A33313030313035352075730D0A4865617274626561742E2044726F707065643D300D0A3331303531303535207573","30951055 us\x0D\x0A31001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A31051055 us"
2026-02-06T08:17:49.419,"0D0A33313130313035352075730D0A33313135313035352075730D0A","\x0D\x0A31101055 us\x0D\x0A31151055 us\x0D\x0A"
2026-02-06T08:17:49.526,"33313230313035352075730D0A33313235313035352075730D0A","31201055 us\x0D\x0A31251055 us\x0D\x0A"
2026-02-06T08:17:49.633,"33313330313035352075730D0A33313335313035352075730D0A","31301055 us\x0D\x0A31351055 us\x0D\x0A"
2026-02-06T08:17:49.738,"33313430313035352075730D0A33313435313035352075730D0A","31401055 us\x0D\x0A31451055 us\x0D\x0A"
2026-02-06T08:17:49.845,"33313530313035352075730D0A33313535313035352075730D0A","31501055 us\x0D\x0A31551055 us\x0D\x0A"
2026-02-06T08:17:49.951,"33313630313035352075730D0A33313635313035352075730D0A","31601055 us\x0D\x0A31651055 us\x0D\x0A"
2026-02-06T08:17:50.057,"33313730313035352075730D0A33313735313035352075730D0A","31701055 us\x0D\x0A31751055 us\x0D\x0A"
2026-02-06T08:17:50.165,"33313830313035352075730D0A33313835313035352075730D0A","31801055 us\x0D\x0A31851055 us\x0D\x0A"
2026-02-06T08:17:50.268,"33313930313035352075730D0A33313935313035352075730D0A33323030313035352075730D0A4865617274626561742E2044726F707065643D300D0A","31901055 us\x0D\x0A31951055 us\x0D\x0A32001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A"
2026-02-06T08:17:50.374,"33323035313035352075730D0A33323130313035352075730D0A","32051055 us\x0D\x0A32101055 us\x0D\x0A"
2026-02-06T08:17:50.482,"33323135313035352075730D0A33323230313035352075730D0A","32151055 us\x0D\x0A32201055 us\x0D\x0A"
2026-02-06T08:17:50.587,"33323235313035352075730D0A33323330313035352075730D0A","32251055 us\x0D\x0A32301055 us\x0D\x0A"
2026-02-06T08:17:50.693,"33323335313035352075730D0A33323430313035352075730D0A","32351055 us\x0D\x0A32401055 us\x0D\x0A"
2026-02-06T08:17:50.799,"33323435313035352075730D0A33323530313035352075730D0A","32451055 us\x0D\x0A32501055 us\x0D\x0A"
2026-02-06T08:17:50.906,"33323535313035352075730D0A33323630313035352075730D0A","32551055 us\x0D\x0A32601055 us\x0D\x0A"
2026-02-06T08:17:51.011,"33323635313035352075730D0A33323730313035352075730D0A","32651055 us\x0D\x0A32701055 us\x0D\x0A"
2026-02-06T08:17:51.117,"33323735313035352075730D0A33323830313035352075730D0A33323835313035352075730D0A","32751055 us\x0D\x0A32801055 us\x0D\x0A32851055 us\x0D\x0A"
2026-02-06T08:17:51.223,"33323930313035352075730D0A33323935313035352075730D0A","32901055 us\x0D\x0A32951055 us\x0D\x0A"
2026-02-06T08:17:51.328,"33333030313035352075730D0A4865617274626561742E2044726F707065643D300D0A33333035313035352075730D0A","33001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A33051055 us\x0D\x0A"
2026-02-06T08:17:51.434,"33333130313035352075730D0A33333135313035352075730D0A","33101055 us\x0D\x0A33151055 us\x0D\x0A"
2026-02-06T08:17:51.540,"33333230313035352075730D0A33333235313035352075730D0A","33201055 us\x0D\x0A33251055 us\x0D\x0A"
2026-02-06T08:17:51.646,"33333330313035352075730D0A33333335313035352075730D0A","33301055 us\x0D\x0A33351055 us\x0D\x0A"
2026-02-06T08:17:51.751,"33333430313035352075730D0A33333435313035352075730D0A","33401055 us\x0D\x0A33451055 us\x0D\x0A"
2026-02-06T08:17:51.856,"33333530313035352075730D0A33333535313035352075730D0A","33501055 us\x0D\x0A33551055 us\x0D\x0A"
2026-02-06T08:17:51.963,"33333630313035352075730D0A33333635313035352075730D0A","33601055 us\x0D\x0A33651055 us\x0D\x0A"
2026-02-06T08:17:52.068,"33333730313035352075730D0A33333735313035352075730D0A33333830313035352075730D0A","33701055 us\x0D\x0A33751055 us\x0D\x0A33801055 us\x0D\x0A"
2026-02-06T08:17:52.175,"33333835313035352075730D0A33333930313035352075730D0A","33851055 us\x0D\x0A33901055 us\x0D\x0A"
2026-02-06T08:17:52.280,"33333935313035352075730D0A33343030313035352075730D0A4865617274626561742E2044726F707065643D300D0A","33951055 us\x0D\x0A34001055 us\x0D\x0AHeartbeat. Dropped=0\x0D\x0A"
2026-02-06T08:17:52.385,"33343035313035352075730D0A33343130313035352075730D0A","34051055 us\x0D\x0A34101055 us\x0D\x0A"
2026-02-06T08:17:52.491,"33343135313035352075730D0A33343230313035352075730D0A","34151055 us\x0D\x0A34201055 us\x0D\x0A"
2026-02-06T08:17:52.598,"33343235313035352075730D0A33343330313035352075730D0A","34251055 us\x0D\x0A34301055 us\x0D\x0A"
2026-02-06T08:17:52.704,"33343335313035352075730D0A33343430313035352075730D0A","34351055 us\x0D\x0A34401055 us\x0D\x0A"
2026-02-06T08:17:52.809,"33343435313035352075730D0A33343530313035352075730D0A","34451055 us\x0D\x0A34501055 us\x0D\x0A"
2026-02-06T08:17:52.914,"33343535313035352075730D0A33343630313035352075730D0A33343635313035352075730D0A","34551055 us\x0D\x0A34601055 us\x0D\x0A34651055 us\x0D\x0A"
2026-02-06T08:17:53.021,"33343730313035352075730D0A33343735313035352075730D0A","34701055 us\x0D\x0A34751055 us\x0D\x0A"
