Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
460196725,13,28,0,0,546369110102,"EINGABE"
1775085,78,49,0,0,551537499502,"N"
1775085,76,38,0,0,551569615902,"L"
1775085,39,77,1,0,551608057902,"NACH-RECHTS"
1775085,66,48,0,0,551641689602,"B"
1775085,68,32,0,0,551672373202,"D"
1775085,70,33,0,0,551745079502,"F"
1775085,69,18,0,0,551776778902,"E"
1775085,82,19,0,0,551849721502,"R"
1775085,78,49,0,0,551986351202,"N"
1775085,76,38,0,0,552024559602,"L"
1775085,39,77,1,0,552066055902,"NACH-RECHTS"
1775085,66,48,0,0,552091792102,"B"
1775085,68,32,0,0,552129014302,"D"
1775085,71,34,0,0,552161275602,"G"
1775085,70,33,0,0,552200800502,"F"
1775085,69,18,0,0,552241793502,"E"
1775085,72,35,0,0,552264064402,"H"
1775085,82,19,0,0,552305222102,"R"
1775085,85,22,0,0,552339184202,"U"
1775085,78,49,0,0,552441497802,"N"
1775085,76,38,0,0,552480586702,"L"
1775085,39,77,1,0,552513721602,"NACH-RECHTS"
1775085,66,48,0,0,552552732202,"B"
1775085,68,32,0,0,552586623002,"D"
1775085,71,34,0,0,552616618002,"G"
1775085,70,33,0,0,552656173302,"F"
1775085,69,18,0,0,552688527902,"E"
1775085,82,19,0,0,552760584802,"R"
1775085,78,49,0,0,552896327602,"N"
1775085,76,38,0,0,552937419902,"L"
1775085,39,77,1,0,552968163102,"NACH-RECHTS"
1775085,66,48,0,0,553009524302,"B"
1775085,68,32,0,0,553040848102,"D"
1775085,70,33,0,0,553113606302,"F"
1775085,69,18,0,0,553144842602,"E"
1775085,82,19,0,0,553219684102,"R"
1775085,78,49,0,0,553354027902,"N"
1775085,76,38,0,0,553395418002,"L"
1775085,39,77,1,0,553424114102,"NACH-RECHTS"
1775085,66,48,0,0,553464374102,"B"
1775085,68,32,0,0,553496338002,"D"
1775085,70,33,0,0,553568865902,"F"
1775085,69,18,0,0,553601461702,"E"
1775085,72,35,0,0,553632514802,"H"
1775085,82,19,0,0,553672514202,"R"
1775085,78,49,0,0,553808871102,"N"
1775085,76,38,0,0,553840712502,"L"
1775085,39,77,1,0,553889233002,"NACH-RECHTS"
1775085,66,48,0,0,553913095602,"B"
1775085,68,32,0,0,553952630402,"D"
1775085,71,34,0,0,553984881702,"G"
1775085,70,33,0,0,554015997902,"F"
1775085,69,18,0,0,554056437802,"E"
1775085,72,35,0,0,554089385102,"H"
1775085,82,19,0,0,554119973202,"R"
1775085,78,49,0,0,554266199502,"N"
1775085,76,38,0,0,554297249702,"L"
1775085,39,77,1,0,554338865102,"NACH-RECHTS"
1775085,66,48,0,0,554368900302,"B"
1775085,68,32,0,0,554400361602,"D"
1775085,70,33,0,0,554472892002,"F"
1775085,69,18,0,0,554513085002,"E"
1775085,82,19,0,0,554576915502,"R"
1775085,78,49,0,0,554721338502,"N"
1775085,76,38,0,0,554753101602,"L"
1775085,39,77,1,0,554792689302,"NACH-RECHTS"
1775085,66,48,0,0,554824435102,"B"
1775085,68,32,0,0,554857780302,"D"
1775085,70,33,0,0,554928872202,"F"
1775085,69,18,0,0,554969290702,"E"
1775085,82,19,0,0,555032497302,"R"
1775085,78,49,0,0,555176276102,"N"
1775085,76,38,0,0,555209413202,"L"
1775085,39,77,1,0,555248396602,"NACH-RECHTS"
1775085,66,48,0,0,555280263402,"B"
1775085,68,32,0,0,555312876502,"D"
1775085,71,34,0,0,555344806302,"G"
1775085,70,33,0,0,555385036402,"F"
1775085,69,18,0,0,555424726702,"E"
1775085,72,35,0,0,555448447702,"H"
1775085,82,19,0,0,555488856802,"R"
1775085,78,49,0,0,555627152202,"N"
1775085,76,38,0,0,555663891502,"L"
1775085,39,77,1,0,555698398702,"NACH-RECHTS"
1775085,66,48,0,0,555736192602,"B"
1775085,68,32,0,0,555768497502,"D"
1775085,71,34,0,0,555801263602,"G"
1775085,70,33,0,0,555840495002,"F"
1775085,69,18,0,0,555872413902,"E"
1775085,72,35,0,0,555904556702,"H"
1775085,82,19,0,0,555944067902,"R"
1775085,78,49,0,0,556080627602,"N"
1775085,76,38,0,0,556120550702,"L"
1775085,39,77,1,0,556160259802,"NACH-RECHTS"
1775085,66,48,0,0,556192407702,"B"
1775085,68,32,0,0,556226437602,"D"
1775085,70,33,0,0,556297574502,"F"
1775085,69,18,0,0,556328026802,"E"
1775085,82,19,0,0,556400326602,"R"
1775085,78,49,0,0,556536587302,"N"
1775085,76,38,0,0,556577641602,"L"
