Device,VKey,ScanCode,E0,E1,Edge,HostTimestamp_ns
85922219,71,34,0,0,DOWN,183492343859
85922219,68,32,0,0,UP,183498897859
85922219,71,34,0,0,UP,183507233059
85922219,70,33,0,0,DOWN,183514847959
85922219,70,33,0,0,UP,183546921759
85922219,69,18,0,0,DOWN,183555014359
85922219,72,35,0,0,DOWN,183571068659
85922219,69,18,0,0,UP,183587080059
85922219,72,35,0,0,UP,183595227159
85922219,82,19,0,0,DOWN,183602882359
85922219,85,22,0,0,DOWN,183635520859
85922219,82,19,0,0,UP,183651387059
85922219,85,22,0,0,UP,183659291159
85922219,78,49,0,0,DOWN,183691255059
85922219,76,38,0,0,DOWN,183723225559
85922219,78,49,0,0,UP,183731064159
85922219,76,38,0,0,UP,183755195859
85922219,39,77,1,0,DOWN,183755829959
85922219,39,77,1,0,UP,183779284959
85922219,66,48,0,0,DOWN,183786948459
85922219,68,32,0,0,DOWN,183811353659
85922219,66,48,0,0,UP,183843397459
85922219,68,32,0,0,UP,183859296559
