Device,VKey,ScanCode,E0,E1,HostTimestamp_ns,KeyName
460196725,13,28,0,0,1365707659231,"EINGABE"
460196725,13,28,0,0,1365868236331,"EINGABE"
460196725,39,77,1,0,1378218718531,"NACH-RECHTS"
460196725,13,28,0,0,1378714952131,"EINGABE"
1775085,78,49,0,0,1426570322431,"N"
1775085,78,49,0,0,1426690543231,"N"
1775085,78,49,0,0,1426810714331,"N"
1775085,78,49,0,0,1426930441831,"N"
1775085,78,49,0,0,1427050673131,"N"
1775085,78,49,0,0,1427170499831,"N"
1775085,78,49,0,0,1427292319031,"N"
1775085,78,49,0,0,1427410451631,"N"
1775085,78,49,0,0,1427523611631,"N"
1775085,78,49,0,0,1427642156531,"N"
1775085,78,49,0,0,1427770908431,"N"
1775085,78,49,0,0,1427890745331,"N"
1775085,78,49,0,0,1428011907831,"N"
1775085,78,49,0,0,1428131030331,"N"
1775085,78,49,0,0,1428250626731,"N"
1775085,78,49,0,0,1428370634431,"N"
1775085,78,49,0,0,1428491574431,"N"
1775085,78,49,0,0,1428610425531,"N"
1775085,78,49,0,0,1428730769131,"N"
1775085,78,49,0,0,1428850365931,"N"
1775085,78,49,0,0,1428970497631,"N"
1775085,78,49,0,0,1429090388731,"N"
1775085,78,49,0,0,1429210544431,"N"
1775085,78,49,0,0,1429330390331,"N"
1775085,78,49,0,0,1429450887031,"N"
1775085,78,49,0,0,1429571235331,"N"
1775085,78,49,0,0,1429690312431,"N"
1775085,78,49,0,0,1429810451031,"N"
1775085,78,49,0,0,1429930491731,"N"
1775085,78,49,0,0,1430042553731,"N"
1775085,78,49,0,0,1430162276131,"N"
1775085,78,49,0,0,1430290855531,"N"
1775085,78,49,0,0,1430411561631,"N"
1775085,78,49,0,0,1430532808131,"N"
1775085,78,49,0,0,1430652018731,"N"
1775085,78,49,0,0,1430771324231,"N"
1775085,78,49,0,0,1430890796531,"N"
1775085,78,49,0,0,1431011175431,"N"
1775085,78,49,0,0,1431132063631,"N"
1775085,78,49,0,0,1431250802631,"N"
1775085,78,49,0,0,1431370339331,"N"
1775085,78,49,0,0,1431490796331,"N"
1775085,78,49,0,0,1431609966231,"N"
1775085,78,49,0,0,1431733887631,"N"
1775085,78,49,0,0,1431850206531,"N"
1775085,78,49,0,0,1431971302831,"N"
1775085,78,49,0,0,1432090348731,"N"
1775085,78,49,0,0,1432212180531,"N"
1775085,78,49,0,0,1432330673331,"N"
1775085,78,49,0,0,1432451211831,"N"
1775085,78,49,0,0,1432562347731,"N"
1775085,78,49,0,0,1432683812331,"N"
1775085,78,49,0,0,1432802374731,"N"
1775085,78,49,0,0,1432932406131,"N"
1775085,78,49,0,0,1433050242931,"N"
1775085,78,49,0,0,1433171229931,"N"
1775085,78,49,0,0,1433290676031,"N"
1775085,78,49,0,0,1433410674431,"N"
1775085,78,49,0,0,1433530352431,"N"
1775085,78,49,0,0,1433652447631,"N"
1775085,78,49,0,0,1433770752431,"N"
1775085,78,49,0,0,1433891459631,"N"
1775085,78,49,0,0,1434010462231,"N"
1775085,78,49,0,0,1434132146331,"N"
1775085,78,49,0,0,1434250565231,"N"
1775085,78,49,0,0,1434371338331,"N"
1775085,78,49,0,0,1434490362431,"N"
1775085,78,49,0,0,1434612423431,"N"
1775085,78,49,0,0,1434730377431,"N"
1775085,78,49,0,0,1434851301431,"N"
1775085,78,49,0,0,1434970299931,"N"
1775085,78,49,0,0,1435091802731,"N"
1775085,78,49,0,0,1435202371431,"N"
1775085,78,49,0,0,1435323342731,"N"
1775085,78,49,0,0,1435442348631,"N"
1775085,78,49,0,0,1435571281731,"N"
1775085,78,49,0,0,1435690434131,"N"
1775085,78,49,0,0,1435810146431,"N"
1775085,78,49,0,0,1435930863631,"N"
1775085,78,49,0,0,1436052071031,"N"
1775085,78,49,0,0,1436172135931,"N"
1775085,78,49,0,0,1436291947831,"N"
1775085,78,49,0,0,1436410653531,"N"
1775085,78,49,0,0,1436530263231,"N"
1775085,78,49,0,0,1436650343131,"N"
1775085,78,49,0,0,1436770717531,"N"
1775085,78,49,0,0,1436890724731,"N"
