Device,VKey,ScanCode,E0,E1,Edge,HostTimestamp_ns,KeyName
460196725,78,49,0,0,DOWN,1043164423831,"N"
460196725,78,49,0,0,UP,1043244019931,"N"
460196725,78,49,0,0,DOWN,1043332005531,"N"
460196725,78,49,0,0,UP,1043395881331,"N"
460196725,78,49,0,0,DOWN,1043468296431,"N"
460196725,78,49,0,0,UP,1043540593231,"N"
460196725,78,49,0,0,DOWN,1043620986831,"N"
460196725,78,49,0,0,UP,1043676719331,"N"
460196725,78,49,0,0,DOWN,1043765096831,"N"
460196725,78,49,0,0,UP,1043803965231,"N"
460196725,78,49,0,0,DOWN,1043883833131,"N"
460196725,78,49,0,0,UP,1043956342431,"N"
460196725,78,49,0,0,DOWN,1044036356431,"N"
460196725,78,49,0,0,UP,1044100124531,"N"
460196725,78,49,0,0,DOWN,1044181179331,"N"
460196725,78,49,0,0,UP,1044236664431,"N"
460196725,78,49,0,0,DOWN,1044316446131,"N"
460196725,78,49,0,0,UP,1044380197431,"N"
460196725,78,49,0,0,DOWN,1044452581331,"N"
460196725,78,49,0,0,UP,1044516061531,"N"
460196725,78,49,0,0,DOWN,1044596647731,"N"
460196725,78,49,0,0,UP,1044659839331,"N"
460196725,78,49,0,0,DOWN,1044732977631,"N"
460196725,78,49,0,0,UP,1044804698631,"N"
460196725,78,49,0,0,DOWN,1044860206431,"N"
460196725,78,49,0,0,UP,1044932281531,"N"
460196725,78,49,0,0,DOWN,1045004551831,"N"
460196725,78,49,0,0,UP,1045067890831,"N"
460196725,78,49,0,0,DOWN,1045139626131,"N"
460196725,78,49,0,0,UP,1045204068431,"N"
460196725,78,49,0,0,DOWN,1045284929431,"N"
460196725,78,49,0,0,UP,1045340398931,"N"
460196725,78,49,0,0,DOWN,1045431359731,"N"
460196725,78,49,0,0,UP,1045489393931,"N"
460196725,78,49,0,0,DOWN,1045565868531,"N"
460196725,78,49,0,0,UP,1045628022031,"N"
460196725,78,49,0,0,DOWN,1045702407931,"N"
460196725,78,49,0,0,UP,1045772853431,"N"
460196725,78,49,0,0,DOWN,1045845514931,"N"
460196725,78,49,0,0,UP,1045919139331,"N"
460196725,78,49,0,0,DOWN,1045989122831,"N"
460196725,78,49,0,0,UP,1046052474731,"N"
460196725,78,49,0,0,DOWN,1046132231131,"N"
460196725,78,49,0,0,UP,1046196087031,"N"
460196725,78,49,0,0,DOWN,1046268294231,"N"
460196725,78,49,0,0,UP,1046340315131,"N"
460196725,78,49,0,0,DOWN,1046419888931,"N"
460196725,78,49,0,0,UP,1046476184431,"N"
460196725,78,49,0,0,DOWN,1046580944231,"N"
460196725,78,49,0,0,UP,1046636881131,"N"
460196725,78,49,0,0,DOWN,1046693065031,"N"
460196725,78,49,0,0,UP,1046766876231,"N"
460196725,78,49,0,0,DOWN,1046836654431,"N"
460196725,78,49,0,0,UP,1046917529531,"N"
460196725,78,49,0,0,DOWN,1046997366631,"N"
460196725,78,49,0,0,UP,1047061036831,"N"
460196725,78,49,0,0,DOWN,1047140428231,"N"
460196725,78,49,0,0,UP,1047212483331,"N"
460196725,78,49,0,0,DOWN,1047292327231,"N"
460196725,78,49,0,0,UP,1047357214931,"N"
460196725,78,49,0,0,DOWN,1047444171931,"N"
460196725,78,49,0,0,UP,1047508933831,"N"
460196725,78,49,0,0,DOWN,1047588933531,"N"
460196725,78,49,0,0,UP,1047653272231,"N"
460196725,78,49,0,0,DOWN,1047734134731,"N"
460196725,78,49,0,0,UP,1047798718531,"N"
460196725,78,49,0,0,DOWN,1047877384031,"N"
460196725,78,49,0,0,UP,1047949037631,"N"
460196725,78,49,0,0,DOWN,1048020687931,"N"
460196725,78,49,0,0,UP,1048086047931,"N"
460196725,78,49,0,0,DOWN,1048165150731,"N"
460196725,78,49,0,0,UP,1048228358231,"N"
460196725,78,49,0,0,DOWN,1048316156531,"N"
460196725,78,49,0,0,UP,1048388853931,"N"
460196725,78,49,0,0,DOWN,1048469217931,"N"
460196725,78,49,0,0,UP,1048541098431,"N"
460196725,78,49,0,0,DOWN,1048620759531,"N"
460196725,78,49,0,0,UP,1048686138131,"N"
460196725,78,49,0,0,DOWN,1048771958931,"N"
460196725,78,49,0,0,UP,1048827996231,"N"
460196725,78,49,0,0,DOWN,1048907942231,"N"
460196725,78,49,0,0,UP,1048972940331,"N"
460196725,78,49,0,0,DOWN,1049063556331,"N"
460196725,78,49,0,0,UP,1049125109531,"N"
460196725,78,49,0,0,DOWN,1049213513531,"N"
460196725,78,49,0,0,UP,1049276967431,"N"
460196725,78,49,0,0,DOWN,1049356616031,"N"
460196725,78,49,0,0,UP,1049429690231,"N"
460196725,78,49,0,0,DOWN,1049508873931,"N"
460196725,78,49,0,0,UP,1049581100431,"N"
460196725,78,49,0,0,DOWN,1049660778131,"N"
460196725,78,49,0,0,UP,1049723917831,"N"
460196725,78,49,0,0,DOWN,1049803970631,"N"
460196725,78,49,0,0,UP,1049876660031,"N"
460196725,78,49,0,0,DOWN,1049949165331,"N"
460196725,78,49,0,0,UP,1050020951631,"N"
460196725,78,49,0,0,DOWN,1050093450131,"N"
460196725,78,49,0,0,UP,1050165599831,"N"
460196725,78,49,0,0,DOWN,1050244506231,"N"
460196725,78,49,0,0,UP,1050325253331,"N"
460196725,78,49,0,0,DOWN,1050404849431,"N"
460196725,78,49,0,0,UP,1050476608631,"N"
460196725,78,49,0,0,DOWN,1050550507931,"N"
460196725,78,49,0,0,UP,1050620581331,"N"
460196725,78,49,0,0,DOWN,1050701699231,"N"
460196725,78,49,0,0,UP,1050781549331,"N"
460196725,78,49,0,0,DOWN,1050852310131,"N"
460196725,78,49,0,0,UP,1050924143131,"N"
460196725,78,49,0,0,DOWN,1051006583131,"N"
460196725,78,49,0,0,UP,1051077691731,"N"
460196725,78,49,0,0,DOWN,1051156877631,"N"
460196725,78,49,0,0,UP,1051228840631,"N"
460196725,78,49,0,0,DOWN,1051310188431,"N"
460196725,78,49,0,0,UP,1051380690431,"N"
460196725,78,49,0,0,DOWN,1051452437731,"N"
460196725,78,49,0,0,UP,1051524892931,"N"
460196725,78,49,0,0,DOWN,1051604407031,"N"
460196725,78,49,0,0,UP,1051669224531,"N"
460196725,78,49,0,0,DOWN,1051757042731,"N"
460196725,78,49,0,0,UP,1051828997931,"N"
460196725,78,49,0,0,DOWN,1051917331931,"N"
460196725,78,49,0,0,UP,1051996447131,"N"
460196725,78,49,0,0,DOWN,1052078510531,"N"
460196725,78,49,0,0,UP,1052156973931,"N"
460196725,78,49,0,0,DOWN,1052229238831,"N"
460196725,78,49,0,0,UP,1052301782931,"N"
460196725,78,49,0,0,DOWN,1052388746031,"N"
460196725,78,49,0,0,UP,1052463828831,"N"
460196725,78,49,0,0,DOWN,1052542389831,"N"
460196725,78,49,0,0,UP,1052604762231,"N"
460196725,78,49,0,0,DOWN,1052701922731,"N"
460196725,78,49,0,0,UP,1052756935531,"N"
460196725,78,49,0,0,DOWN,1052836894131,"N"
460196725,78,49,0,0,UP,1052901670431,"N"
460196725,78,49,0,0,DOWN,1052988975831,"N"
460196725,78,49,0,0,UP,1053059720331,"N"
460196725,78,49,0,0,DOWN,1053140506631,"N"
460196725,78,49,0,0,UP,1053205038931,"N"
460196725,78,49,0,0,DOWN,1053276080331,"N"
460196725,78,49,0,0,UP,1053356029331,"N"
460196725,78,49,0,0,DOWN,1053428012631,"N"
460196725,78,49,0,0,UP,1053503535131,"N"
460196725,78,49,0,0,DOWN,1053572356231,"N"
460196725,78,49,0,0,UP,1053660106231,"N"
460196725,78,49,0,0,DOWN,1053731575631,"N"
460196725,78,49,0,0,UP,1053803826731,"N"
460196725,78,49,0,0,DOWN,1053884418831,"N"
460196725,78,49,0,0,UP,1053956086031,"N"
460196725,78,49,0,0,DOWN,1054035981131,"N"
460196725,78,49,0,0,UP,1054100941131,"N"
460196725,78,49,0,0,DOWN,1054188137031,"N"
460196725,78,49,0,0,UP,1054260101831,"N"
460196725,78,49,0,0,DOWN,1054332518131,"N"
460196725,78,49,0,0,UP,1054396248431,"N"
460196725,78,49,0,0,DOWN,1054484701031,"N"
460196725,78,49,0,0,UP,1054564143831,"N"
460196725,78,49,0,0,DOWN,1054651954131,"N"
460196725,78,49,0,0,UP,1054724596931,"N"
460196725,78,49,0,0,DOWN,1054804210131,"N"
460196725,78,49,0,0,UP,1054876307731,"N"
460196725,78,49,0,0,DOWN,1054956502731,"N"
460196725,78,49,0,0,UP,1055020097931,"N"
460196725,78,49,0,0,DOWN,1055108373231,"N"
460196725,78,49,0,0,UP,1055180351831,"N"
460196725,78,49,0,0,DOWN,1055252378031,"N"
460196725,78,49,0,0,UP,1055323883031,"N"
460196725,78,49,0,0,DOWN,1055396289731,"N"
460196725,78,49,0,0,UP,1055470378731,"N"
460196725,78,49,0,0,DOWN,1055548030931,"N"
460196725,78,49,0,0,UP,1055612297031,"N"
460196725,78,49,0,0,DOWN,1055708032831,"N"
460196725,78,49,0,0,UP,1055772154731,"N"
460196725,78,49,0,0,DOWN,1055860299831,"N"
460196725,78,49,0,0,UP,1055924224531,"N"
460196725,78,49,0,0,DOWN,1056012120631,"N"
460196725,78,49,0,0,UP,1056076256131,"N"
460196725,78,49,0,0,DOWN,1056164294731,"N"
460196725,78,49,0,0,UP,1056228085531,"N"
460196725,78,49,0,0,DOWN,1056316307231,"N"
460196725,78,49,0,0,UP,1056389358731,"N"
460196725,78,49,0,0,DOWN,1056476565331,"N"
460196725,78,49,0,0,UP,1056547789731,"N"
460196725,78,49,0,0,DOWN,1056628441831,"N"
460196725,78,49,0,0,UP,1056700739031,"N"
460196725,78,49,0,0,DOWN,1056782484731,"N"
460196725,78,49,0,0,UP,1056852565631,"N"
460196725,78,49,0,0,DOWN,1056932759131,"N"
460196725,78,49,0,0,UP,1057005048831,"N"
460196725,78,49,0,0,DOWN,1057084712231,"N"
460196725,78,49,0,0,UP,1057140437731,"N"
460196725,78,49,0,0,DOWN,1057228391731,"N"
460196725,78,49,0,0,UP,1057292664231,"N"
460196725,78,49,0,0,DOWN,1057380067231,"N"
460196725,78,49,0,0,UP,1057444013131,"N"
460196725,78,49,0,0,DOWN,1057524078131,"N"
460196725,78,49,0,0,UP,1057588562031,"N"
460196725,78,49,0,0,DOWN,1057676784431,"N"
460196725,78,49,0,0,UP,1057748223831,"N"
460196725,78,49,0,0,DOWN,1057835935731,"N"
460196725,78,49,0,0,UP,1057893263731,"N"
460196725,78,49,0,0,DOWN,1057980287231,"N"
460196725,78,49,0,0,UP,1058037156231,"N"
460196725,78,49,0,0,DOWN,1058132553131,"N"
460196725,78,49,0,0,UP,1058188029631,"N"
460196725,78,49,0,0,DOWN,1058284169131,"N"
460196725,78,49,0,0,UP,1058331993831,"N"
460196725,78,49,0,0,DOWN,1058420607731,"N"
460196725,78,49,0,0,UP,1058486131831,"N"
460196725,78,49,0,0,DOWN,1058572092931,"N"
460196725,78,49,0,0,UP,1058635926031,"N"
460196725,78,49,0,0,DOWN,1058723904931,"N"
460196725,78,49,0,0,UP,1058804440131,"N"
