seq,cycle,pos,char,gpio,t0_ns,t1_ns,t_latency_ns,valid,t_latency_ms,t_latency_ns_raw,t_latency_ns_drift
272,22,8,L,2,47271798000,1419223731932,-2834601,True,-2.834601,1371951933932,-2223362
273,22,9,A,0,47371800000,1419319744232,-6822066,True,-6.822066,1371947944232,-6210827
274,22,10,N,1,47471801000,1419426511932,-53131,True,-0.053131,1371954710932,558108
274,22,10,N,1,47471801000,1419426511932,-53131,True,-0.053131,1371954710932,558108
275,22,11,D,5,47571803000,1419527506132,941304,True,0.941304,1371955703132,1552543
276,23,0,F,11,47671806000,1419623439432,-3126160,True,-3.12616,1371951633432,-2514921
277,23,1,H,13,47771807000,1419720850832,-5713524,True,-5.713524,1371949043832,-5102285
278,23,2,B,4,47871809000,1419823462632,-3101489,True,-3.101489,1371951653632,-2490250
279,23,3,U,15,47971812000,1419928197932,1633045,True,1.633045,1371956385932,2244284
280,23,4,R,14,48071813000,1420023656732,-2906918,True,-2.906918,1371951843732,-2295679
281,23,5,G,10,48171816000,1420127451932,887516,True,0.887516,1371955635932,1498755
282,23,6,E,12,48271818000,1420223975332,-2588848,True,-2.588848,1371952157332,-1977609
283,23,7,N,1,48371820000,1420328636232,2072287,True,2.072287,1371956816232,2683526
283,23,7,N,1,48371820000,1420328636232,2072287,True,2.072287,1371956816232,2683526
284,23,8,L,2,48471822000,1420425382332,-1181377,True,-1.181377,1371953560332,-570138
285,23,9,A,0,48571824000,1420528306932,1743458,True,1.743458,1371956482932,2354697
286,23,10,N,1,48671826000,1420623569532,-2993706,True,-2.993706,1371951743532,-2382467
286,23,10,N,1,48671826000,1420623569532,-2993706,True,-2.993706,1371951743532,-2382467
287,23,11,D,5,48771828000,1420727464332,901328,True,0.901328,1371955636332,1512567
288,24,0,F,11,48871830000,1420825169332,-1393435,True,-1.393435,1371953339332,-782196
289,24,1,H,13,48971830000,1420928889732,2329199,True,2.329199,1371957059732,2940438
290,24,2,B,4,49071831000,1421023588732,-2970565,True,-2.970565,1371951757732,-2359326
291,24,3,U,15,49171834000,1421128189732,1629670,True,1.62967,1371956355732,2240909
292,24,4,R,14,49271836000,1421224083832,-2475994,True,-2.475994,1371952247832,-1864755
293,24,5,G,10,49371838000,1421327192632,633040,True,0.63304,1371955354632,1244279
294,24,6,E,12,49471841000,1421431785832,5225476,True,5.225476,1371959944832,5836715
296,24,8,L,2,49671845000,1421630498332,3938447,True,3.938447,1371958653332,4549686
297,24,9,A,0,49771847000,1421719432532,-7127117,True,-7.127117,1371947585532,-6515878
298,24,10,N,1,49871847000,1421823960432,-2596982,True,-2.596982,1371952113432,-1985743
298,24,10,N,1,49871847000,1421823960432,-2596982,True,-2.596982,1371952113432,-1985743
299,24,11,D,5,49971848000,1421927122332,566153,True,0.566153,1371955274332,1177392
300,25,0,F,11,50071850000,1422023553432,-3002511,True,-3.002511,1371951703432,-2391272
301,25,1,H,13,50171852000,1422127383032,827323,True,0.827323,1371955531032,1438562
302,25,2,B,4,50271854000,1422224875732,-1679740,True,-1.67974,1371953021732,-1068501
303,25,3,U,15,50371856000,1422329738732,3183494,True,3.183494,1371957882732,3794733
304,25,4,R,14,50471857000,1422423464632,-3089370,True,-3.08937,1371951607632,-2478131
305,25,5,G,10,50571858000,1422520668332,-5884434,True,-5.884434,1371948810332,-5273195
306,25,6,E,12,50671860000,1422632004932,5452400,True,5.4524,1371960144932,6063639
307,25,7,N,1,50771863000,1422732639332,6086035,True,6.086035,1371960776332,6697274
307,25,7,N,1,50771863000,1422732639332,6086035,True,6.086035,1371960776332,6697274
308,25,8,L,2,50871865000,1422824089232,-2463828,True,-2.463828,1371952224232,-1852589
309,25,9,A,0,50971868000,1422920135732,-6418093,True,-6.418093,1371948267732,-5806854
310,25,10,N,1,51071869000,1423023637032,-2915557,True,-2.915557,1371951768032,-2304318
310,25,10,N,1,51071869000,1423023637032,-2915557,True,-2.915557,1371951768032,-2304318
311,25,11,D,5,51171871000,1423128012032,1459677,True,1.459677,1371956141032,2070916
312,26,0,F,11,51271873000,1423224276732,-2275387,True,-2.275387,1371952403732,-1664148
313,26,1,H,13,51371875000,1423327860132,1308248,True,1.308248,1371955985132,1919487
314,26,2,B,4,51471875000,1423424757532,-1792116,True,-1.792116,1371952882532,-1180877
315,26,3,U,15,51571877000,1423527378132,828718,True,0.828718,1371955501132,1439957
316,26,4,R,14,51671879000,1423623970232,-2578945,True,-2.578945,1371952091232,-1967706
317,26,5,G,10,51771880000,1423727749632,1201689,True,1.201689,1371955869632,1812928
318,26,6,E,12,51871883000,1423823742532,-2806175,True,-2.806175,1371951859532,-2194936
319,26,7,N,1,51971885000,1423927342832,794360,True,0.79436,1371955457832,1405599
319,26,7,N,1,51971885000,1423927342832,794360,True,0.79436,1371955457832,1405599
320,26,8,L,2,52071887000,1424023874432,-2673804,True,-2.673804,1371951987432,-2062565
321,26,9,A,0,52171889000,1424126791532,243530,True,0.24353,1371954902532,854769
322,26,10,N,1,52271892000,1424224575532,-1973233,True,-1.973233,1371952683532,-1361994
322,26,10,N,1,52271892000,1424224575532,-1973233,True,-1.973233,1371952683532,-1361994
323,26,11,D,5,52371894000,1424328678632,2130101,True,2.130101,1371956784632,2741340
324,27,0,F,11,52471897000,1424423587932,-2961362,True,-2.961362,1371951690932,-2350123
325,27,1,H,13,52571899000,1424529298732,2749672,True,2.749672,1371957399732,3360911
326,27,2,B,4,52671900000,1424623186732,-3361092,True,-3.361092,1371951286732,-2749853
327,27,3,U,15,52771901000,1424726736132,189543,True,0.189543,1371954835132,800782
328,27,4,R,14,52871902000,1424826421532,-123822,True,-0.123822,1371954519532,487417
329,27,5,G,10,52971904000,1424927830132,1285013,True,1.285013,1371955926132,1896252
330,27,6,E,12,53071905000,1425023424032,-3119850,True,-3.11985,1371951519032,-2508611
331,27,7,N,1,53171907000,1425131126832,4583184,True,4.583184,1371959219832,5194423
331,27,7,N,1,53171907000,1425131126832,4583184,True,4.583184,1371959219832,5194423
332,27,8,L,2,53271909000,1425223150332,-3393080,True,-3.39308,1371951241332,-2781841
333,27,9,A,0,53371911000,1425319467432,-7075744,True,-7.075744,1371947556432,-6464505
334,27,10,N,1,53471914000,1425426104832,-439110,True,-0.43911,1371954190832,172129
334,27,10,N,1,53471914000,1425426104832,-439110,True,-0.43911,1371954190832,172129
337,28,1,H,13,53771920000,1425724055932,-2487303,True,-2.487303,1371952135932,-1876064
338,28,2,B,4,53871922000,1425824343232,-2199767,True,-2.199767,1371952421232,-1588528
339,28,3,U,15,53971924000,1425918856132,-7686632,True,-7.686632,1371946932132,-7075393
340,28,4,R,14,54071927000,1426024397932,-2145597,True,-2.145597,1371952470932,-1534358
341,28,5,G,10,54171929000,1426120751532,-5791761,True,-5.791761,1371948822532,-5180522
342,28,6,E,12,54271931000,1426239512932,12969873,True,12.969873,1371967581932,13581112
343,28,7,N,1,54371933000,1426331183132,4640308,True,4.640308,1371959250132,5251547
343,28,7,N,1,54371933000,1426331183132,4640308,True,4.640308,1371959250132,5251547
344,28,8,L,2,54471935000,1426422970232,-3572355,True,-3.572355,1371951035232,-2961116
345,28,9,A,0,54571937000,1426528891032,2348679,True,2.348679,1371956954032,2959918
346,28,10,N,1,54671938000,1426623222432,-3318685,True,-3.318685,1371951284432,-2707446
346,28,10,N,1,54671938000,1426623222432,-3318685,True,-3.318685,1371951284432,-2707446
347,28,11,D,5,54771941000,1426727544432,1002550,True,1.00255,1371955603432,1613789
348,29,0,F,11,54871942000,1426830275332,3734685,True,3.734685,1371958333332,4345924
349,29,1,H,13,54971944000,1426927206932,666520,True,0.66652,1371955262932,1277759
350,29,2,B,4,55071947000,1427022815832,-3725343,True,-3.725343,1371950868832,-3114104
351,29,3,U,15,55171948000,1427127453532,913591,True,0.913591,1371955505532,1524830
352,29,4,R,14,55271949000,1427223582232,-2956472,True,-2.956472,1371951633232,-2345233
353,29,5,G,10,55371951000,1427328362632,1824162,True,1.824162,1371956411632,2435401
354,29,6,E,12,55471953000,1427424088632,-2449602,True,-2.449602,1371952135632,-1838363
355,29,7,N,1,55571954000,1427527892532,1355533,True,1.355533,1371955938532,1966772
355,29,7,N,1,55571954000,1427527892532,1355533,True,1.355533,1371955938532,1966772
357,29,9,A,0,55771959000,1427728742732,2205203,True,2.205203,1371956783732,2816442
358,29,10,N,1,55871962000,1427823043932,-3494360,True,-3.49436,1371951081932,-2883121
358,29,10,N,1,55871962000,1427823043932,-3494360,True,-3.49436,1371951081932,-2883121
359,29,11,D,5,55971964000,1427928755232,2217174,True,2.217174,1371956791232,2828413
360,30,0,F,11,56071967000,1428024002432,-2536390,True,-2.53639,1371952035432,-1925151
361,30,1,H,13,56171968000,1428127503032,965445,True,0.965445,1371955535032,1576684
362,30,2,B,4,56271969000,1428222905532,-3630819,True,-3.630819,1371950936532,-3019580
363,30,3,U,15,56371971000,1428327625232,1089115,True,1.089115,1371955654232,1700354
364,30,4,R,14,56471974000,1428423976232,-2560648,True,-2.560648,1371952002232,-1949409
365,30,5,G,10,56571976000,1428527682232,1145586,True,1.145586,1371955706232,1756825
366,30,6,E,12,56671978000,1428622784032,-3752377,True,-3.752377,1371950806032,-3141138
367,30,7,N,1,56771979000,1428720083832,-6451342,True,-6.451342,1371948104832,-5840103
367,30,7,N,1,56771979000,1428720083832,-6451342,True,-6.451342,1371948104832,-5840103
368,30,8,L,2,56871981000,1428824209332,-2325607,True,-2.325607,1371952228332,-1714368
369,30,9,A,0,56971983000,1428919726532,-6808171,True,-6.808171,1371947743532,-6196932
370,30,10,N,1,57071984000,1429023649432,-2884036,True,-2.884036,1371951665432,-2272797
370,30,10,N,1,57071984000,1429023649432,-2884036,True,-2.884036,1371951665432,-2272797
371,30,11,D,5,57171986000,1429128336532,1803298,True,1.803298,1371956350532,2414537
372,31,0,F,11,57271988000,1429223197132,-3335865,True,-3.335865,1371951209132,-2724626
373,31,1,H,13,57371990000,1429321398132,-5134630,True,-5.13463,1371949408132,-4523391
374,31,2,B,4,57471992000,1429425147332,-1385195,True,-1.385195,1371953155332,-773956
375,31,3,U,15,57571995000,1429528222632,1689340,True,1.68934,1371956227632,2300579
377,31,5,G,10,57772000000,1429727509032,975211,True,0.975211,1371955509032,1586450
378,31,6,E,12,57872002000,1429823816232,-2717353,True,-2.717353,1371951814232,-2106114
379,31,7,N,1,57972004000,1429928518132,1984781,True,1.984781,1371956514132,2596020
379,31,7,N,1,57972004000,1429928518132,1984781,True,1.984781,1371956514132,2596020
380,31,8,L,2,58072007000,1430028336932,1802817,True,1.802817,1371956329932,2414056
381,31,9,A,0,58172009000,1430127615132,1081252,True,1.081252,1371955606132,1692491
382,31,10,N,1,58272010000,1430224435432,-2097212,True,-2.097212,1371952425432,-1485973
382,31,10,N,1,58272010000,1430224435432,-2097212,True,-2.097212,1371952425432,-1485973
383,31,11,D,5,58372012000,1430327522432,990023,True,0.990023,1371955510432,1601262
384,32,0,F,11,58472014000,1430424429532,-2102641,True,-2.102641,1371952415532,-1491402
385,32,1,H,13,58572016000,1430527737732,1205793,True,1.205793,1371955721732,1817032
386,32,2,B,4,58672018000,1430625392832,-1138870,True,-1.13887,1371953374832,-527631
387,32,3,U,15,58772019000,1430728327332,1796864,True,1.796864,1371956308332,2408103
388,32,4,R,14,58872021000,1430824313532,-2216700,True,-2.2167,1371952292532,-1605461
389,32,5,G,10,58972023000,1430927014232,484235,True,0.484235,1371954991232,1095474
390,32,6,E,12,59072025000,1431024018432,-2511329,True,-2.511329,1371951993432,-1900090
391,32,7,N,1,59172027000,1431134704732,8175206,True,8.175206,1371962677732,8786445
391,32,7,N,1,59172027000,1431134704732,8175206,True,8.175206,1371962677732,8786445
392,32,8,L,2,59272028000,1431223517532,-3010758,True,-3.010758,1371951489532,-2399519
393,32,9,A,0,59372029000,1431323312132,-3214923,True,-3.214923,1371951283132,-2603684
394,32,10,N,1,59472031000,1431423312132,-3214687,True,-3.214687,1371951281132,-2603448
394,32,10,N,1,59472031000,1431423312132,-3214687,True,-3.214687,1371951281132,-2603448
395,32,11,D,5,59572033000,1431531178732,4652147,True,4.652147,1371959145732,5263386
396,33,0,F,11,59672036000,1431624803232,-1724117,True,-1.724117,1371952767232,-1112878
397,33,1,H,13,59772039000,1431729797032,3268918,True,3.268918,1371957758032,3880157
398,33,2,B,4,59872041000,1431823108132,-3419746,True,-3.419746,1371951067132,-2808507
399,33,3,U,15,59972043000,1431919671932,-6855711,True,-6.855711,1371947628932,-6244472
400,33,4,R,14,60072044000,1432023430532,-3095875,True,-3.095875,1371951386532,-2484636
401,33,5,G,10,60172046000,1432120256632,-6269540,True,-6.26954,1371948210632,-5658301
402,33,6,E,12,60272048000,1432237946232,11420294,True,11.420294,1371965898232,12031533
403,33,7,N,1,60372051000,1432321045632,-5481069,True,-5.481069,1371948994632,-4869830
403,33,7,N,1,60372051000,1432321045632,-5481069,True,-5.481069,1371948994632,-4869830
404,33,8,L,2,60472054000,1432423016432,-3511034,True,-3.511034,1371950962432,-2899795
405,33,9,A,0,60572056000,1432519047832,-7479398,True,-7.479398,1371946991832,-6868159
406,33,10,N,1,60672056000,1432626256732,-268264,True,-0.268264,1371954200732,342975
406,33,10,N,1,60672056000,1432626256732,-268264,True,-0.268264,1371954200732,342975
407,33,11,D,5,60772058000,1432729212632,2687871,True,2.687871,1371957154632,3299110
408,34,0,F,11,60872060000,1432824255132,-2269392,True,-2.269392,1371952195132,-1658153
409,34,1,H,13,60972062000,1432928139132,1614842,True,1.614842,1371956077132,2226081
410,34,2,B,4,61072065000,1433024555632,-1969422,True,-1.969422,1371952490632,-1358183
411,34,3,U,15,61172066000,1433127225632,701813,True,0.701813,1371955159632,1313052
412,34,4,R,14,61272067000,1433223187632,-3334951,True,-3.334951,1371951120632,-2723712
413,34,5,G,10,61372069000,1433326781932,259583,True,0.259583,1371954712932,870822
414,34,6,E,12,61472072000,1433422959032,-3564080,True,-3.56408,1371950887032,-2952841
415,34,7,N,1,61572074000,1433528555332,2032454,True,2.032454,1371956481332,2643693
415,34,7,N,1,61572074000,1433528555332,2032454,True,2.032454,1371956481332,2643693
416,34,8,L,2,61672076000,1433623069532,-3453110,True,-3.45311,1371950993532,-2841871
417,34,9,A,0,61772078000,1433726894632,372225,True,0.372225,1371954816632,983464
418,34,10,N,1,61872079000,1433823886332,-2634839,True,-2.634839,1371951807332,-2023600
418,34,10,N,1,61872079000,1433823886332,-2634839,True,-2.634839,1371951807332,-2023600
419,34,11,D,5,61972081000,1433927539332,1018396,True,1.018396,1371955458332,1629635
420,35,0,F,11,62072083000,1434026640232,119531,True,0.119531,1371954557232,730770
421,35,1,H,13,62172085000,1434128797832,2277366,True,2.277366,1371956712832,2888605
422,35,2,B,4,62272086000,1434223567432,-2951797,True,-2.951797,1371951481432,-2340558
423,35,3,U,15,62372088000,1434328143532,1624537,True,1.624537,1371956055532,2235776
424,35,4,R,14,62472090000,1434425343732,-1175027,True,-1.175027,1371953253732,-563788
425,35,5,G,10,62572092000,1434527260432,741908,True,0.741908,1371955168432,1353147
426,35,6,E,12,62672094000,1434624892232,-1626056,True,-1.626056,1371952798232,-1014817
427,35,7,N,1,62772097000,1434728434232,1915178,True,1.915178,1371956337232,2526417
427,35,7,N,1,62772097000,1434728434232,1915178,True,1.915178,1371956337232,2526417
428,35,8,L,2,62872100000,1434823196732,-3323085,True,-3.323085,1371951096732,-2711846
429,35,9,A,0,62972101000,1434920767732,-5750850,True,-5.75085,1371948666732,-5139611
430,35,10,N,1,63072102000,1435026941232,423884,True,0.423884,1371954839232,1035123
430,35,10,N,1,63072102000,1435026941232,423884,True,0.423884,1371954839232,1035123
431,35,11,D,5,63172104000,1435128380732,1863620,True,1.86362,1371956276732,2474859
432,36,0,F,11,63272107000,1435225071132,-1446744,True,-1.446744,1371952964132,-835505
433,36,1,H,13,63372108000,1435320946032,-5570608,True,-5.570608,1371948838032,-4959369
434,36,2,B,4,63472109000,1435423788432,-2726973,True,-2.726973,1371951679432,-2115734
435,36,3,U,15,63572111000,1435523914432,-2600738,True,-2.600738,1371951803432,-1989499
436,36,4,R,14,63672112000,1435623326332,-3187602,True,-3.187602,1371951214332,-2576363
437,36,5,G,10,63772114000,1435720102632,-6411067,True,-6.411067,1371947988632,-5799828
438,36,6,E,12,63872116000,1435831775732,5262267,True,5.262267,1371959659732,5873506
439,36,7,N,1,63972116000,1435928325132,1813903,True,1.813903,1371956209132,2425142
439,36,7,N,1,63972116000,1435928325132,1813903,True,1.813903,1371956209132,2425142
440,36,8,L,2,64072119000,1436029619332,3107338,True,3.107338,1371957500332,3718577
441,36,9,A,0,64172121000,1436127515532,1003773,True,1.003773,1371955394532,1615012
442,36,10,N,1,64272123000,1436225417232,-1094290,True,-1.09429,1371953294232,-483051
442,36,10,N,1,64272123000,1436225417232,-1094290,True,-1.09429,1371953294232,-483051
443,36,11,D,5,64372124000,1436328416232,1905944,True,1.905944,1371956292232,2517183
444,37,0,F,11,64472126000,1436427633032,1122980,True,1.12298,1371955507032,1734219
445,37,1,H,13,64572127000,1436527904032,1395215,True,1.395215,1371955777032,2006454
446,37,2,B,4,64672129000,1436623704232,-2804349,True,-2.804349,1371951575232,-2193110
447,37,3,U,15,64772130000,1436728354432,1847086,True,1.847086,1371956224432,2458325
448,37,4,R,14,64872131000,1436823379232,-3126878,True,-3.126878,1371951248232,-2515639
449,37,5,G,10,64972133000,1436928778232,2272356,True,2.272356,1371956645232,2883595
450,37,6,E,12,65072135000,1437030297832,3792192,True,3.792192,1371958162832,4403431
451,37,7,N,1,65172137000,1437133673532,7168127,True,7.168127,1371961536532,7779366
451,37,7,N,1,65172137000,1437133673532,7168127,True,7.168127,1371961536532,7779366
452,37,8,L,2,65272138000,1437224270832,-2233337,True,-2.233337,1371952132832,-1622098
453,37,9,A,0,65372140000,1437329008632,2504698,True,2.504698,1371956868632,3115937
454,37,10,N,1,65472142000,1437425562832,-940866,True,-0.940866,1371953420832,-329627
454,37,10,N,1,65472142000,1437425562832,-940866,True,-0.940866,1371953420832,-329627
455,37,11,D,5,65572144000,1437527914632,1411168,True,1.411168,1371955770632,2022407
456,38,0,F,11,65672146000,1437623440932,-3062295,True,-3.062295,1371951294932,-2451056
457,38,1,H,13,65772148000,1437727497432,994439,True,0.994439,1371955349432,1605678
458,38,2,B,4,65872150000,1437827795532,1292775,True,1.292775,1371955645532,1904014
459,38,3,U,15,65972151000,1437927629032,1127510,True,1.12751,1371955478032,1738749
460,38,4,R,14,66072154000,1438023646632,-2855654,True,-2.855654,1371951492632,-2244415
461,38,5,G,10,66172154000,1438127921432,1421381,True,1.421381,1371955767432,2032620
462,38,6,E,12,66272154000,1438226361132,-136684,True,-0.136684,1371954207132,474555
463,38,7,N,1,66372156000,1438318928832,-7568748,True,-7.568748,1371946772832,-6957509
463,38,7,N,1,66372156000,1438318928832,-7568748,True,-7.568748,1371946772832,-6957509
464,38,8,L,2,66472159000,1438422782332,-3716012,True,-3.716012,1371950623332,-3104773
465,38,9,A,0,66572161000,1438522561832,-3936277,True,-3.936277,1371950400832,-3325038
466,38,10,N,1,66672164000,1438624512632,-1986242,True,-1.986242,1371952348632,-1375003
466,38,10,N,1,66672164000,1438624512632,-1986242,True,-1.986242,1371952348632,-1375003
467,38,11,D,5,66772165000,1438727825132,1327493,True,1.327493,1371955660132,1938732
468,39,0,F,11,66872168000,1438823675132,-2823271,True,-2.823271,1371951507132,-2212032
469,39,1,H,13,66972171000,1438919787132,-6712036,True,-6.712036,1371947616132,-6100797
470,39,2,B,4,67072173000,1439024724732,-1774200,True,-1.7742,1371952551732,-1162961
471,39,3,U,15,67172175000,1439119012832,-7485865,True,-7.485865,1371946837832,-6874626
472,39,4,R,14,67272177000,1439223051632,-3446829,True,-3.446829,1371950874632,-2835590
473,39,5,G,10,67372179000,1439327048032,549805,True,0.549805,1371954869032,1161044
474,39,6,E,12,67472180000,1439422907632,-3589359,True,-3.589359,1371950727632,-2978120
475,39,7,N,1,67572181000,1439533960532,7464776,True,7.464776,1371961779532,8076015
475,39,7,N,1,67572181000,1439533960532,7464776,True,7.464776,1371961779532,8076015
476,39,8,L,2,67672183000,1439625234532,-1260988,True,-1.260988,1371953051532,-649749
477,39,9,A,0,67772185000,1439727213332,718046,True,0.718046,1371955028332,1329285
478,39,10,N,1,67872187000,1439825919432,-575618,True,-0.575618,1371953732432,35621
478,39,10,N,1,67872187000,1439825919432,-575618,True,-0.575618,1371953732432,35621
479,39,11,D,5,67972189000,1439929275632,2780817,True,2.780817,1371957086632,3392056
480,40,0,F,11,68072191000,1440023760232,-2734347,True,-2.734347,1371951569232,-2123108
481,40,1,H,13,68172193000,1440128594632,2100288,True,2.100288,1371956401632,2711527
482,40,2,B,4,68272194000,1440224889332,-1603776,True,-1.603776,1371952695332,-992537
483,40,3,U,15,68372195000,1440327107632,615758,True,0.615758,1371954912632,1226997
484,40,4,R,14,68472198000,1440424227632,-2265005,True,-2.265005,1371952029632,-1653766
485,40,5,G,10,68572200000,1440526942632,450229,True,0.450229,1371954742632,1061468
486,40,6,E,12,68672202000,1440624803832,-1688334,True,-1.688334,1371952601832,-1077095
487,40,7,N,1,68772203000,1440735020632,8529700,True,8.5297,1371962817632,9140939
487,40,7,N,1,68772203000,1440735020632,8529700,True,8.5297,1371962817632,9140939
488,40,8,L,2,68872204000,1440828594632,2104935,True,2.104935,1371956390632,2716174
489,40,9,A,0,68972206000,1440927102632,613171,True,0.613171,1371954896632,1224410
490,40,10,N,1,69072208000,1441026234632,-254594,True,-0.254594,1371954026632,356645
490,40,10,N,1,69072208000,1441026234632,-254594,True,-0.254594,1371954026632,356645
491,40,11,D,5,69172210000,1441126597432,108441,True,0.108441,1371954387432,719680
492,41,0,F,11,69272211000,1441224496032,-1991722,True,-1.991722,1371952285032,-1380483
493,41,1,H,13,69372213000,1441327377432,889912,True,0.889912,1371955164432,1501151
494,41,2,B,4,69472215000,1441422694232,-3793052,True,-3.793052,1371950479232,-3181813
495,41,3,U,15,69572217000,1441519945732,-6541316,True,-6.541316,1371947728732,-5930077
496,41,4,R,14,69672218000,1441623528832,-2956981,True,-2.956981,1371951310832,-2345742
497,41,5,G,10,69772220000,1441719177332,-7308246,True,-7.308246,1371946957332,-6697007
498,41,6,E,12,69872222000,1441831318432,4833089,True,4.833089,1371959096432,5444328
499,41,7,N,1,69972224000,1441920713332,-5771775,True,-5.771775,1371948489332,-5160536
499,41,7,N,1,69972224000,1441920713332,-5771775,True,-5.771775,1371948489332,-5160536
500,41,8,L,2,70072226000,1442023955732,-2529139,True,-2.529139,1371951729732,-1917900
501,41,9,A,0,70172228000,1442119046232,-7438404,True,-7.438404,1371946818232,-6827165
502,41,10,N,1,70272229000,1442223256532,-3226869,True,-3.226869,1371951027532,-2615630
502,41,10,N,1,70272229000,1442223256532,-3226869,True,-3.226869,1371951027532,-2615630
503,41,11,D,5,70372230000,1442328337332,1855166,True,1.855166,1371956107332,2466405
504,42,0,F,11,70472231000,1442427581632,1100701,True,1.100701,1371955350632,1711940
505,42,1,H,13,70572233000,1442528455132,1974436,True,1.974436,1371956222132,2585675
506,42,2,B,4,70672236000,1442623797932,-2683527,True,-2.683527,1371951561932,-2072288
507,42,3,U,15,70772238000,1442729022032,2540807,True,2.540807,1371956784032,3152046
508,42,4,R,14,70872240000,1442823049632,-3431357,True,-3.431357,1371950809632,-2820118
509,42,5,G,10,70972242000,1442928686832,2206078,True,2.206078,1371956444832,2817317
510,42,6,E,12,71072245000,1443026074832,-406687,True,-0.406687,1371953829832,204552
511,42,7,N,1,71172247000,1443127981132,1499848,True,1.499848,1371955734132,2111087
511,42,7,N,1,71172247000,1443127981132,1499848,True,1.499848,1371955734132,2111087
512,42,8,L,2,71272249000,1443223522032,-2959015,True,-2.959015,1371951273032,-2347776
513,42,9,A,0,71372251000,1443327075432,594619,True,0.594619,1371954824432,1205858
514,42,10,N,1,71472254000,1443423471532,-3010044,True,-3.010044,1371951217532,-2398805
514,42,10,N,1,71472254000,1443423471532,-3010044,True,-3.010044,1371951217532,-2398805
515,42,11,D,5,71572255000,1443527588932,1108590,True,1.10859,1371955333932,1719829
516,43,0,F,11,71672257000,1443623625032,-2855074,True,-2.855074,1371951368032,-2243835
517,43,1,H,13,71772258000,1443728322332,1843461,True,1.843461,1371956064332,2454700
518,43,2,B,4,71872260000,1443826793532,314896,True,0.314896,1371954533532,926135
519,43,3,U,15,71972262000,1443927165632,687231,True,0.687231,1371954903632,1298470
520,43,4,R,14,72072264000,1444022901132,-3577032,True,-3.577032,1371950637132,-2965793
521,43,5,G,10,72172267000,1444129079332,2600402,True,2.600402,1371956812332,3211641
522,43,6,E,12,72272268000,1444224562332,-1915362,True,-1.915362,1371952294332,-1304123
523,43,7,N,1,72372271000,1444331443232,4964773,True,4.964773,1371959172232,5576012
523,43,7,N,1,72372271000,1444331443232,4964773,True,4.964773,1371959172232,5576012
524,43,8,L,2,72472273000,1444427072232,594008,True,0.594008,1371954799232,1205247
525,43,9,A,0,72572275000,1444519304432,-7173555,True,-7.173555,1371947029432,-6562316
526,43,10,N,1,72672277000,1444624555432,-1922320,True,-1.92232,1371952278432,-1311081
526,43,10,N,1,72672277000,1444624555432,-1922320,True,-1.92232,1371952278432,-1311081
527,43,11,D,5,72772278000,1444727153032,676514,True,0.676514,1371954875032,1287753
528,44,0,F,11,72872280000,1444823711932,-2764349,True,-2.764349,1371951431932,-2153110
529,44,1,H,13,72972282000,1444919783832,-6692214,True,-6.692214,1371947501832,-6080975
530,44,2,B,4,73072283000,1445025041032,-1433779,True,-1.433779,1371952758032,-822540
531,44,3,U,15,73172284000,1445120366532,-6107043,True,-6.107043,1371948082532,-5495804
532,44,4,R,14,73272286000,1445224678732,-1794608,True,-1.794608,1371952392732,-1183369
533,44,5,G,10,73372288000,1445319334332,-7138773,True,-7.138773,1371947046332,-6527534
534,44,6,E,12,73472291000,1445431526232,5052362,True,5.052362,1371959235232,5663601
535,44,7,N,1,73572293000,1445529301732,2828097,True,2.828097,1371957008732,3439336
535,44,7,N,1,73572293000,1445529301732,2828097,True,2.828097,1371957008732,3439336
536,44,8,L,2,73672295000,1445623065532,-3407867,True,-3.407867,1371950770532,-2796628
537,44,9,A,0,73772296000,1445727843732,1371568,True,1.371568,1371955547732,1982807
538,44,10,N,1,73872298000,1445826381532,-90397,True,-0.090397,1371954083532,520842
538,44,10,N,1,73872298000,1445826381532,-90397,True,-0.090397,1371954083532,520842
539,44,11,D,5,73972300000,1445930361732,3890039,True,3.890039,1371958061732,4501278
540,45,0,F,11,74072302000,1446023593132,-2878325,True,-2.878325,1371951291132,-2267086
541,45,1,H,13,74172303000,1446130086032,3615809,True,3.615809,1371957783032,4227048
542,45,2,B,4,74272305000,1446222505932,-3964054,True,-3.964054,1371950200932,-3352815
543,45,3,U,15,74372307000,1446327284532,814780,True,0.81478,1371954977532,1426019
544,45,4,R,14,74472308000,1446423959432,-2509084,True,-2.509084,1371951651432,-1897845
545,45,5,G,10,74572310000,1446529293332,2825051,True,2.825051,1371956983332,3436290
546,45,6,E,12,74672313000,1446623630632,-2838413,True,-2.838413,1371951317632,-2227174
547,45,7,N,1,74772316000,1446730377732,3907921,True,3.907921,1371958061732,4519160
547,45,7,N,1,74772316000,1446730377732,3907921,True,3.907921,1371958061732,4519160
548,45,8,L,2,74872316000,1446823749832,-2717742,True,-2.717742,1371951433832,-2106503
549,45,9,A,0,74972319000,1446928519032,2050692,True,2.050692,1371956200032,2661931
550,45,10,N,1,75072321000,1447026538732,70627,True,0.070627,1371954217732,681866
550,45,10,N,1,75072321000,1447026538732,70627,True,0.070627,1371954217732,681866
551,45,11,D,5,75172323000,1447129322032,2854163,True,2.854163,1371956999032,3465402
