seq,cycle,pos,char,gpio,t0_ns,t1_ns,t_latency_ns,valid,t_latency_ms,t_latency_ns_raw,t_latency_ns_drift
0,0,0,F,11,20071956000,1469517656572,-46438,True,-0.046438329223632814,1449445700572,-2142946
1,0,1,H,13,20171957000,1469621640972,3936024,True,3.936024447143555,1449449683972,1839516
2,0,2,B,4,20271959000,1469717715972,8087,True,0.008087223510742187,1449445756972,-2088421
3,0,3,U,15,20371959000,1469821679372,3970549,True,3.97054999987793,1449449720372,1874041
4,0,4,R,14,20471960000,1469917702672,-8087,True,-0.008087223510742187,1449445742672,-2104595
5,0,5,G,10,20571960000,1470021674172,3962475,True,3.9624755528564455,1449449714172,1865967
6,0,6,E,12,20671961000,1470117687072,-26561,True,-0.02656167077636719,1449445726072,-2123069
7,0,7,N,1,20771962000,1470222936572,5221001,True,5.22100110559082,1449450974572,3124492
7,0,7,N,1,20771962000,1470222936572,5221001,True,5.22100110559082,1449450974572,3124492
8,0,8,L,2,20871962000,1470317585472,-131036,True,-0.1310361180419922,1449445623472,-2227544
9,0,9,A,0,20971964000,1470413632472,-4086973,True,-4.086973341674804,1449441668472,-6183481
10,0,10,N,1,21071965000,1470517634572,-86810,True,-0.08681056506347656,1449445669572,-2183318
10,0,10,N,1,21071965000,1470517634572,-86810,True,-0.08681056506347656,1449445669572,-2183318
11,0,11,D,5,21171966000,1470621843372,4120052,True,4.120052211303711,1449449877372,2023543
12,1,0,F,11,21272091000,1470717611972,-237285,True,-0.23728501232910157,1449445520972,-2333793
13,1,1,H,13,21372092000,1470821682572,3831377,True,3.831377764038086,1449449590572,1734869
14,1,2,B,4,21472093000,1470917654672,-198459,True,-0.19845945959472655,1449445561672,-2294967
15,1,3,U,15,21572095000,1471021439072,3583003,True,3.583003316772461,1449449344072,1486495
16,1,4,R,14,21672096000,1471117678572,-179433,True,-0.17943390661621095,1449445582572,-2275942
17,1,5,G,10,21772097000,1471221868772,4008828,True,4.008828869750976,1449449771772,1912320
18,1,6,E,12,21872097000,1471317612672,-248208,True,-0.24820835388183593,1449445515672,-2344716
19,1,7,N,1,21972099000,1471422630772,4766954,True,4.766954422485352,1449450531772,2670446
19,1,7,N,1,21972099000,1471422630772,4766954,True,4.766954422485352,1449450531772,2670446
20,1,8,L,2,22072100000,1471517769272,-96482,True,-0.09648280114746094,1449445669272,-2192991
21,1,9,A,0,22172101000,1471621683972,3816279,True,3.8162799752197265,1449449582972,1719771
22,1,10,N,1,22272103000,1471717374472,-496157,True,-0.4961572481689453,1449445271472,-2592665
22,1,10,N,1,22272103000,1471717374472,-496157,True,-0.4961572481689453,1449445271472,-2592665
23,1,11,D,5,22372104000,1471821818872,3946305,True,3.946305528198242,1449449714872,1849797
24,2,0,F,11,22472105000,1471917721172,-153331,True,-0.15333169543457031,1449445616172,-2249839
25,2,1,H,13,22572106000,1472021685972,3809531,True,3.8095310809326173,1449449579972,1713022
26,2,2,B,4,22672107000,1472125381372,7502993,True,7.5029938572998045,1449453274372,5406485
27,2,3,U,15,22772107000,1472213747672,-4131643,True,-4.131643366333008,1449441640672,-6228151
28,2,4,R,14,22872107000,1472317763572,-116680,True,-0.11668058972167969,1449445656572,-2213188
