seq,cycle,pos,char,t0_us,t0_expected_us,delta_us
2181,181,9,A,238174210,238174201,9
2182,181,10,N,238274211,238274201,10
2183,181,11,D,238374212,238374201,11
2184,182,0,F,238474212,238474212,0
2185,182,1,H,238574214,238574212,2
2186,182,2,B,238674215,238674212,3
2187,182,3,U,238774216,238774212,4
2188,182,4,R,238874217,238874212,5
2189,182,5,G,238974218,238974212,6
2190,182,6,E,239074220,239074212,8
2191,182,7,N,239174220,239174212,8
2192,182,8,L,239274221,239274212,9
2193,182,9,A,239374223,239374212,11
2194,182,10,N,239474224,239474212,12
2195,182,11,D,239574225,239574212,13
2196,183,0,F,239674226,239674226,0
2197,183,1,H,239774227,239774226,1
2198,183,2,B,239874228,239874226,2
2199,183,3,U,239974230,239974226,4
2200,183,4,R,240074231,240074226,5
2201,183,5,G,240174231,240174226,5
2202,183,6,E,240274232,240274226,6
2203,183,7,N,240374233,240374226,7
2204,183,8,L,240474233,240474226,7
2205,183,9,A,240574234,240574226,8
2206,183,10,N,240674236,240674226,10
2207,183,11,D,240774236,240774226,10
2208,184,0,F,240874237,240874237,0
2209,184,1,H,240974238,240974237,1
2210,184,2,B,241074239,241074237,2
2211,184,3,U,241174240,241174237,3
2212,184,4,R,241274241,241274237,4
2213,184,5,G,241374242,241374237,5
2214,184,6,E,241474242,241474237,5
2215,184,7,N,241574243,241574237,6
2216,184,8,L,241674243,241674237,6
2217,184,9,A,241774244,241774237,7
2218,184,10,N,241874245,241874237,8
2219,184,11,D,241974246,241974237,9
2220,185,0,F,242074247,242074247,0
2221,185,1,H,242174248,242174247,1
2222,185,2,B,242274249,242274247,2
2223,185,3,U,242374250,242374247,3
2224,185,4,R,242474251,242474247,4
2225,185,5,G,242574253,242574247,6
2226,185,6,E,242674255,242674247,8
2227,185,7,N,242774256,242774247,9
2228,185,8,L,242874257,242874247,10
2229,185,9,A,242974259,242974247,12
2230,185,10,N,243074260,243074247,13
2231,185,11,D,243174262,243174247,15
2232,186,0,F,243274264,243274264,0
2233,186,1,H,243374265,243374264,1
2234,186,2,B,243474266,243474264,2
2235,186,3,U,243574267,243574264,3
2236,186,4,R,243674269,243674264,5
2237,186,5,G,243774271,243774264,7
2238,186,6,E,243874271,243874264,7
2239,186,7,N,243974273,243974264,9
2240,186,8,L,244074275,244074264,11
2241,186,9,A,244174275,244174264,11
2242,186,10,N,244274277,244274264,13
2243,186,11,D,244374278,244374264,14
2244,187,0,F,244474279,244474279,0
2245,187,1,H,244574280,244574279,1
2246,187,2,B,244674281,244674279,2
2247,187,3,U,244774281,244774279,2
2248,187,4,R,244874281,244874279,2
2249,187,5,G,244974282,244974279,3
2250,187,6,E,245074283,245074279,4
2251,187,7,N,245174283,245174279,4
2252,187,8,L,245274284,245274279,5
2253,187,9,A,245374285,245374279,6
2254,187,10,N,245474287,245474279,8
2255,187,11,D,245574287,245574279,8
2256,188,0,F,245674288,245674288,0
2257,188,1,H,245774289,245774288,1
2258,188,2,B,245874290,245874288,2
2259,188,3,U,245974291,245974288,3
2260,188,4,R,246074291,246074288,3
2261,188,5,G,246174292,246174288,4
2262,188,6,E,246274294,246274288,6
2263,188,7,N,246374295,246374288,7
2264,188,8,L,246474296,246474288,8
2265,188,9,A,246574296,246574288,8
2266,188,10,N,246674297,246674288,9
2267,188,11,D,246774298,246774288,10
2268,189,0,F,246874299,246874299,0
2269,189,1,H,246974300,246974299,1
2270,189,2,B,247074302,247074299,3
2271,189,3,U,247174303,247174299,4
2272,189,4,R,247274304,247274299,5
2273,189,5,G,247374305,247374299,6
2274,189,6,E,247474306,247474299,7
2275,189,7,N,247574306,247574299,7
2276,189,8,L,247674308,247674299,9
2277,189,9,A,247774309,247774299,10
2278,189,10,N,247874309,247874299,10
2279,189,11,D,247974309,247974299,10
2280,190,0,F,248074310,248074310,0
2281,190,1,H,248174311,248174310,1
2282,190,2,B,248274312,248274310,2
2283,190,3,U,248374312,248374310,2
2284,190,4,R,248474312,248474310,2
2285,190,5,G,248574312,248574310,2
2286,190,6,E,248674313,248674310,3
2287,190,7,N,248774314,248774310,4
2288,190,8,L,248874316,248874310,6
2289,190,9,A,248974317,248974310,7
2290,190,10,N,249074318,249074310,8
2291,190,11,D,249174320,249174310,10
2292,191,0,F,249274321,249274321,0
2293,191,1,H,249374322,249374321,1
2294,191,2,B,249474323,249474321,2
2295,191,3,U,249574324,249574321,3
2296,191,4,R,249674324,249674321,3
2297,191,5,G,249774325,249774321,4
2298,191,6,E,249874326,249874321,5
2299,191,7,N,249974327,249974321,6
2300,191,8,L,250074328,250074321,7
2301,191,9,A,250174329,250174321,8
2302,191,10,N,250274330,250274321,9
2303,191,11,D,250374331,250374321,10
2304,192,0,F,250474333,250474333,0
2305,192,1,H,250574334,250574333,1
2306,192,2,B,250674335,250674333,2
2307,192,3,U,250774336,250774333,3
2308,192,4,R,250874336,250874333,3
2309,192,5,G,250974336,250974333,3
2310,192,6,E,251074338,251074333,5
2311,192,7,N,251174339,251174333,6
2312,192,8,L,251274340,251274333,7
2313,192,9,A,251374341,251374333,8
2314,192,10,N,251474342,251474333,9
2315,192,11,D,251574343,251574333,10
2316,193,0,F,251674344,251674344,0
2317,193,1,H,251774345,251774344,1
2318,193,2,B,251874346,251874344,2
2319,193,3,U,251974348,251974344,4
2320,193,4,R,252074350,252074344,6
2321,193,5,G,252174351,252174344,7
2322,193,6,E,252274352,252274344,8
2323,193,7,N,252374352,252374344,8
2324,193,8,L,252474353,252474344,9
2325,193,9,A,252574354,252574344,10
2326,193,10,N,252674355,252674344,11
2327,193,11,D,252774356,252774344,12
2328,194,0,F,252874357,252874357,0
2329,194,1,H,252974357,252974357,0
2330,194,2,B,253074358,253074357,1
2331,194,3,U,253174358,253174357,1
2332,194,4,R,253274359,253274357,2
2333,194,5,G,253374360,253374357,3
2334,194,6,E,253474361,253474357,4
2335,194,7,N,253574362,253574357,5
2336,194,8,L,253674364,253674357,7
2337,194,9,A,253774366,253774357,9
2338,194,10,N,253874366,253874357,9
2339,194,11,D,253974368,253974357,11
2340,195,0,F,254074369,254074369,0
2341,195,1,H,254174371,254174369,2
2342,195,2,B,254274372,254274369,3
2343,195,3,U,254374373,254374369,4
2344,195,4,R,254474373,254474369,4
2345,195,5,G,254574374,254574369,5
2346,195,6,E,254674374,254674369,5
2347,195,7,N,254774376,254774369,7
2348,195,8,L,254874376,254874369,7
2349,195,9,A,254974377,254974369,8
2350,195,10,N,255074377,255074369,8
2351,195,11,D,255174378,255174369,9
2352,196,0,F,255274380,255274380,0
2353,196,1,H,255374380,255374380,0
2354,196,2,B,255474381,255474380,1
2355,196,3,U,255574382,255574380,2
2356,196,4,R,255674382,255674380,2
2357,196,5,G,255774383,255774380,3
2358,196,6,E,255874384,255874380,4
2359,196,7,N,255974385,255974380,5
2360,196,8,L,256074386,256074380,6
2361,196,9,A,256174387,256174380,7
2362,196,10,N,256274388,256274380,8
2363,196,11,D,256374389,256374380,9
2364,197,0,F,256474389,256474389,0
2365,197,1,H,256574390,256574389,1
2366,197,2,B,256674391,256674389,2
2367,197,3,U,256774393,256774389,4
2368,197,4,R,256874393,256874389,4
2369,197,5,G,256974394,256974389,5
2370,197,6,E,257074396,257074389,7
2371,197,7,N,257174397,257174389,8
2372,197,8,L,257274399,257274389,10
2373,197,9,A,257374400,257374389,11
2374,197,10,N,257474402,257474389,13
2375,197,11,D,257574402,257574389,13
2376,198,0,F,257674403,257674403,0
2377,198,1,H,257774404,257774403,1
2378,198,2,B,257874405,257874403,2
2379,198,3,U,257974406,257974403,3
2380,198,4,R,258074407,258074403,4
2381,198,5,G,258174407,258174403,4
2382,198,6,E,258274408,258274403,5
2383,198,7,N,258374409,258374403,6
2384,198,8,L,258474410,258474403,7
2385,198,9,A,258574411,258574403,8
2386,198,10,N,258674413,258674403,10
2387,198,11,D,258774414,258774403,11
2388,199,0,F,258874415,258874415,0
2389,199,1,H,258974416,258974415,1
2390,199,2,B,259074417,259074415,2
2391,199,3,U,259174418,259174415,3
2392,199,4,R,259274419,259274415,4
2393,199,5,G,259374420,259374415,5
2394,199,6,E,259474421,259474415,6
2395,199,7,N,259574422,259574415,7
2396,199,8,L,259674423,259674415,8
2397,199,9,A,259774424,259774415,9
2398,199,10,N,259874425,259874415,10
2399,199,11,D,259974426,259974415,11
2400,200,0,F,260074427,260074427,0
2401,200,1,H,260174428,260174427,1
2402,200,2,B,260274430,260274427,3
2403,200,3,U,260374431,260374427,4
2404,200,4,R,260474432,260474427,5
2405,200,5,G,260574432,260574427,5
2406,200,6,E,260674433,260674427,6
2407,200,7,N,260774433,260774427,6
2408,200,8,L,260874435,260874427,8
2409,200,9,A,260974437,260974427,10
2410,200,10,N,261074438,261074427,11
2411,200,11,D,261174439,261174427,12
2412,201,0,F,261274439,261274439,0
2413,201,1,H,261374439,261374439,0
2414,201,2,B,261474440,261474439,1
2415,201,3,U,261574441,261574439,2
2416,201,4,R,261674442,261674439,3
2417,201,5,G,261774442,261774439,3
2418,201,6,E,261874444,261874439,5
2419,201,7,N,261974445,261974439,6
2420,201,8,L,262074445,262074439,6
2421,201,9,A,262174446,262174439,7
2422,201,10,N,262274448,262274439,9
2423,201,11,D,262374448,262374439,9
2424,202,0,F,262474450,262474450,0
2425,202,1,H,262574451,262574450,1
2426,202,2,B,262674453,262674450,3
2427,202,3,U,262774454,262774450,4
2428,202,4,R,262874455,262874450,5
2429,202,5,G,262974457,262974450,7
2430,202,6,E,263074458,263074450,8
2431,202,7,N,263174459,263174450,9
2432,202,8,L,263274460,263274450,10
2433,202,9,A,263374461,263374450,11
2434,202,10,N,263474461,263474450,11
2435,202,11,D,263574461,263574450,11
2436,203,0,F,263674462,263674462,0
2437,203,1,H,263774463,263774462,1
2438,203,2,B,263874464,263874462,2
2439,203,3,U,263974465,263974462,3
2440,203,4,R,264074466,264074462,4
2441,203,5,G,264174467,264174462,5
2442,203,6,E,264274468,264274462,6
2443,203,7,N,264374469,264374462,7
2444,203,8,L,264474469,264474462,7
2445,203,9,A,264574470,264574462,8
2446,203,10,N,264674471,264674462,9
2447,203,11,D,264774473,264774462,11
2448,204,0,F,264874474,264874474,0
2449,204,1,H,264974475,264974474,1
2450,204,2,B,265074476,265074474,2
2451,204,3,U,265174477,265174474,3
2452,204,4,R,265274478,265274474,4
2453,204,5,G,265374479,265374474,5
2454,204,6,E,265474480,265474474,6
2455,204,7,N,265574481,265574474,7
2456,204,8,L,265674481,265674474,7
2457,204,9,A,265774483,265774474,9
2458,204,10,N,265874484,265874474,10
2459,204,11,D,265974485,265974474,11
2460,205,0,F,266074486,266074486,0
2461,205,1,H,266174487,266174486,1
2462,205,2,B,266274488,266274486,2
2463,205,3,U,266374488,266374486,2
2464,205,4,R,266474488,266474486,2
2465,205,5,G,266574489,266574486,3
2466,205,6,E,266674491,266674486,5
2467,205,7,N,266774492,266774486,6
2468,205,8,L,266874493,266874486,7
2469,205,9,A,266974494,266974486,8
2470,205,10,N,267074495,267074486,9
2471,205,11,D,267174497,267174486,11
2472,206,0,F,267274498,267274498,0
2473,206,1,H,267374498,267374498,0
2474,206,2,B,267474499,267474498,1
2475,206,3,U,267574501,267574498,3
2476,206,4,R,267674502,267674498,4
2477,206,5,G,267774504,267774498,6
2478,206,6,E,267874505,267874498,7
2479,206,7,N,267974506,267974498,8
2480,206,8,L,268074507,268074498,9
2481,206,9,A,268174508,268174498,10
2482,206,10,N,268274510,268274498,12
2483,206,11,D,268374510,268374498,12
2484,207,0,F,268474511,268474511,0
2485,207,1,H,268574511,268574511,0
2486,207,2,B,268674513,268674511,2
2487,207,3,U,268774514,268774511,3
2488,207,4,R,268874515,268874511,4
2489,207,5,G,268974516,268974511,5
2490,207,6,E,269074517,269074511,6
2491,207,7,N,269174517,269174511,6
2492,207,8,L,269274518,269274511,7
2493,207,9,A,269374519,269374511,8
2494,207,10,N,269474520,269474511,9
2495,207,11,D,269574520,269574511,9
2496,208,0,F,269674521,269674521,0
2497,208,1,H,269774523,269774521,2
2498,208,2,B,269874523,269874521,2
2499,208,3,U,269974524,269974521,3
2500,208,4,R,270074526,270074521,5
2501,208,5,G,270174526,270174521,5
2502,208,6,E,270274528,270274521,7
2503,208,7,N,270374528,270374521,7
2504,208,8,L,270474530,270474521,9
2505,208,9,A,270574531,270574521,10
2506,208,10,N,270674532,270674521,11
2507,208,11,D,270774533,270774521,12
2508,209,0,F,270874534,270874534,0
2509,209,1,H,270974535,270974534,1
2510,209,2,B,271074536,271074534,2
2511,209,3,U,271174536,271174534,2
2512,209,4,R,271274538,271274534,4
2513,209,5,G,271374538,271374534,4
2514,209,6,E,271474539,271474534,5
2515,209,7,N,271574539,271574534,5
2516,209,8,L,271674541,271674534,7
2517,209,9,A,271774542,271774534,8
2518,209,10,N,271874544,271874534,10
2519,209,11,D,271974545,271974534,11
2520,210,0,F,272074546,272074546,0
2521,210,1,H,272174547,272174546,1
2522,210,2,B,272274548,272274546,2
2523,210,3,U,272374549,272374546,3
2524,210,4,R,272474549,272474546,3
2525,210,5,G,272574550,272574546,4
2526,210,6,E,272674550,272674546,4
2527,210,7,N,272774551,272774546,5
2528,210,8,L,272874552,272874546,6
2529,210,9,A,272974553,272974546,7
2530,210,10,N,273074554,273074546,8
2531,210,11,D,273174555,273174546,9
2532,211,0,F,273274556,273274556,0
2533,211,1,H,273374557,273374556,1
2534,211,2,B,273474558,273474556,2
2535,211,3,U,273574559,273574556,3
2536,211,4,R,273674560,273674556,4
2537,211,5,G,273774561,273774556,5
2538,211,6,E,273874562,273874556,6
2539,211,7,N,273974564,273974556,8
2540,211,8,L,274074565,274074556,9
2541,211,9,A,274174565,274174556,9
2542,211,10,N,274274566,274274556,10
2543,211,11,D,274374567,274374556,11
2544,212,0,F,274474569,274474569,0
2545,212,1,H,274574570,274574569,1
2546,212,2,B,274674570,274674569,1
2547,212,3,U,274774571,274774569,2
2548,212,4,R,274874572,274874569,3
2549,212,5,G,274974573,274974569,4
2550,212,6,E,275074575,275074569,6
2551,212,7,N,275174576,275174569,7
2552,212,8,L,275274578,275274569,9
2553,212,9,A,275374578,275374569,9
2554,212,10,N,275474579,275474569,10
2555,212,11,D,275574580,275574569,11
2556,213,0,F,275674581,275674581,0
2557,213,1,H,275774582,275774581,1
2558,213,2,B,275874583,275874581,2
2559,213,3,U,275974585,275974581,4
2560,213,4,R,276074586,276074581,5
2561,213,5,G,276174588,276174581,7
2562,213,6,E,276274589,276274581,8
2563,213,7,N,276374590,276374581,9
2564,213,8,L,276474591,276474581,10
2565,213,9,A,276574591,276574581,10
2566,213,10,N,276674593,276674581,12
2567,213,11,D,276774594,276774581,13
2568,214,0,F,276874595,276874595,0
2569,214,1,H,276974596,276974595,1
2570,214,2,B,277074597,277074595,2
2571,214,3,U,277174598,277174595,3
2572,214,4,R,277274599,277274595,4
2573,214,5,G,277374600,277374595,5
2574,214,6,E,277474600,277474595,5
2575,214,7,N,277574601,277574595,6
2576,214,8,L,277674602,277674595,7
2577,214,9,A,277774603,277774595,8
2578,214,10,N,277874603,277874595,8
2579,214,11,D,277974604,277974595,9
2580,215,0,F,278074605,278074605,0
2581,215,1,H,278174607,278174605,2
2582,215,2,B,278274608,278274605,3
2583,215,3,U,278374610,278374605,5
2584,215,4,R,278474610,278474605,5
2585,215,5,G,278574610,278574605,5
2586,215,6,E,278674612,278674605,7
2587,215,7,N,278774613,278774605,8
2588,215,8,L,278874613,278874605,8
2589,215,9,A,278974614,278974605,9
2590,215,10,N,279074615,279074605,10
2591,215,11,D,279174616,279174605,11
2592,216,0,F,279274618,279274618,0
2593,216,1,H,279374619,279374618,1
2594,216,2,B,279474620,279474618,2
2595,216,3,U,279574621,279574618,3
2596,216,4,R,279674621,279674618,3
2597,216,5,G,279774621,279774618,3
2598,216,6,E,279874623,279874618,5
2599,216,7,N,279974624,279974618,6
2600,216,8,L,280074625,280074618,7
2601,216,9,A,280174626,280174618,8
2602,216,10,N,280274627,280274618,9
2603,216,11,D,280374629,280374618,11
2604,217,0,F,280474630,280474630,0
2605,217,1,H,280574631,280574630,1
2606,217,2,B,280674631,280674630,1
2607,217,3,U,280774632,280774630,2
2608,217,4,R,280874633,280874630,3
2609,217,5,G,280974634,280974630,4
2610,217,6,E,281074635,281074630,5
2611,217,7,N,281174636,281174630,6
2612,217,8,L,281274637,281274630,7
2613,217,9,A,281374638,281374630,8
2614,217,10,N,281474639,281474630,9
2615,217,11,D,281574641,281574630,11
2616,218,0,F,281674641,281674641,0
2617,218,1,H,281774642,281774641,1
2618,218,2,B,281874642,281874641,1
2619,218,3,U,281974643,281974641,2
2620,218,4,R,282074644,282074641,3
2621,218,5,G,282174644,282174641,3
2622,218,6,E,282274646,282274641,5
2623,218,7,N,282374646,282374641,5
2624,218,8,L,282474647,282474641,6
2625,218,9,A,282574648,282574641,7
2626,218,10,N,282674650,282674641,9
2627,218,11,D,282774651,282774641,10
2628,219,0,F,282874653,282874653,0
2629,219,1,H,282974654,282974653,1
2630,219,2,B,283074655,283074653,2
2631,219,3,U,283174657,283174653,4
2632,219,4,R,283274659,283274653,6
2633,219,5,G,283374660,283374653,7
2634,219,6,E,283474660,283474653,7
2635,219,7,N,283574661,283574653,8
2636,219,8,L,283674662,283674653,9
2637,219,9,A,283774662,283774653,9
2638,219,10,N,283874664,283874653,11
2639,219,11,D,283974665,283974653,12
2640,220,0,F,284074666,284074666,0
2641,220,1,H,284174667,284174666,1
2642,220,2,B,284274668,284274666,2
2643,220,3,U,284374669,284374666,3
2644,220,4,R,284474670,284474666,4
2645,220,5,G,284574671,284574666,5
2646,220,6,E,284674672,284674666,6
2647,220,7,N,284774672,284774666,6
2648,220,8,L,284874674,284874666,8
2649,220,9,A,284974676,284974666,10
2650,220,10,N,285074678,285074666,12
2651,220,11,D,285174679,285174666,13
2652,221,0,F,285274681,285274681,0
2653,221,1,H,285374682,285374681,1
2654,221,2,B,285474684,285474681,3
2655,221,3,U,285574684,285574681,3
2656,221,4,R,285674686,285674681,5
2657,221,5,G,285774686,285774681,5
2658,221,6,E,285874687,285874681,6
2659,221,7,N,285974688,285974681,7
2660,221,8,L,286074689,286074681,8
2661,221,9,A,286174689,286174681,8
2662,221,10,N,286274690,286274681,9
2663,221,11,D,286374691,286374681,10
2664,222,0,F,286474692,286474692,0
2665,222,1,H,286574694,286574692,2
2666,222,2,B,286674695,286674692,3
2667,222,3,U,286774696,286774692,4
2668,222,4,R,286874698,286874692,6
2669,222,5,G,286974698,286974692,6
2670,222,6,E,287074699,287074692,7
2671,222,7,N,287174700,287174692,8
2672,222,8,L,287274701,287274692,9
2673,222,9,A,287374702,287374692,10
2674,222,10,N,287474702,287474692,10
2675,222,11,D,287574703,287574692,11
2676,223,0,F,287674703,287674703,0
2677,223,1,H,287774704,287774703,1
2678,223,2,B,287874704,287874703,1
2679,223,3,U,287974704,287974703,1
2680,223,4,R,288074705,288074703,2
2681,223,5,G,288174706,288174703,3
2682,223,6,E,288274708,288274703,5
2683,223,7,N,288374709,288374703,6
2684,223,8,L,288474710,288474703,7
2685,223,9,A,288574711,288574703,8
2686,223,10,N,288674712,288674703,9
2687,223,11,D,288774713,288774703,10
2688,224,0,F,288874714,288874714,0
2689,224,1,H,288974714,288974714,0
2690,224,2,B,289074714,289074714,0
2691,224,3,U,289174715,289174714,1
2692,224,4,R,289274716,289274714,2
2693,224,5,G,289374717,289374714,3
2694,224,6,E,289474718,289474714,4
2695,224,7,N,289574718,289574714,4
2696,224,8,L,289674719,289674714,5
2697,224,9,A,289774721,289774714,7
2698,224,10,N,289874722,289874714,8
2699,224,11,D,289974723,289974714,9
2700,225,0,F,290074723,290074723,0
2701,225,1,H,290174724,290174723,1
2702,225,2,B,290274726,290274723,3
2703,225,3,U,290374728,290374723,5
2704,225,4,R,290474728,290474723,5
2705,225,5,G,290574729,290574723,6
2706,225,6,E,290674730,290674723,7
2707,225,7,N,290774730,290774723,7
2708,225,8,L,290874731,290874723,8
2709,225,9,A,290974733,290974723,10
2710,225,10,N,291074734,291074723,11
2711,225,11,D,291174735,291174723,12
2712,226,0,F,291274737,291274737,0
2713,226,1,H,291374738,291374737,1
2714,226,2,B,291474739,291474737,2
2715,226,3,U,291574740,291574737,3
2716,226,4,R,291674741,291674737,4
2717,226,5,G,291774743,291774737,6
2718,226,6,E,291874743,291874737,6
2719,226,7,N,291974744,291974737,7
2720,226,8,L,292074745,292074737,8
2721,226,9,A,292174745,292174737,8
2722,226,10,N,292274746,292274737,9
2723,226,11,D,292374746,292374737,9
2724,227,0,F,292474746,292474746,0
2725,227,1,H,292574747,292574746,1
2726,227,2,B,292674748,292674746,2
2727,227,3,U,292774749,292774746,3
2728,227,4,R,292874751,292874746,5
2729,227,5,G,292974752,292974746,6
2730,227,6,E,293074752,293074746,6
2731,227,7,N,293174752,293174746,6
2732,227,8,L,293274753,293274746,7
2733,227,9,A,293374754,293374746,8
2734,227,10,N,293474754,293474746,8
2735,227,11,D,293574755,293574746,9
2736,228,0,F,293674755,293674755,0
2737,228,1,H,293774756,293774755,1
2738,228,2,B,293874757,293874755,2
2739,228,3,U,293974758,293974755,3
2740,228,4,R,294074759,294074755,4
2741,228,5,G,294174759,294174755,4
2742,228,6,E,294274760,294274755,5
2743,228,7,N,294374761,294374755,6
2744,228,8,L,294474762,294474755,7
2745,228,9,A,294574764,294574755,9
2746,228,10,N,294674765,294674755,10
2747,228,11,D,294774766,294774755,11
2748,229,0,F,294874766,294874766,0
2749,229,1,H,294974767,294974766,1
2750,229,2,B,295074767,295074766,1
2751,229,3,U,295174768,295174766,2
2752,229,4,R,295274769,295274766,3
2753,229,5,G,295374770,295374766,4
2754,229,6,E,295474771,295474766,5
2755,229,7,N,295574772,295574766,6
2756,229,8,L,295674772,295674766,6
2757,229,9,A,295774774,295774766,8
2758,229,10,N,295874775,295874766,9
2759,229,11,D,295974775,295974766,9
2760,230,0,F,296074776,296074776,0
2761,230,1,H,296174777,296174776,1
2762,230,2,B,296274778,296274776,2
2763,230,3,U,296374779,296374776,3
2764,230,4,R,296474781,296474776,5
2765,230,5,G,296574783,296574776,7
2766,230,6,E,296674784,296674776,8
2767,230,7,N,296774785,296774776,9
2768,230,8,L,296874785,296874776,9
2769,230,9,A,296974787,296974776,11
2770,230,10,N,297074788,297074776,12
2771,230,11,D,297174789,297174776,13
2772,231,0,F,297274790,297274790,0
2773,231,1,H,297374791,297374790,1
2774,231,2,B,297474793,297474790,3
2775,231,3,U,297574794,297574790,4
2776,231,4,R,297674795,297674790,5
2777,231,5,G,297774796,297774790,6
2778,231,6,E,297874796,297874790,6
2779,231,7,N,297974797,297974790,7
2780,231,8,L,298074797,298074790,7
2781,231,9,A,298174798,298174790,8
2782,231,10,N,298274800,298274790,10
2783,231,11,D,298374802,298374790,12
2784,232,0,F,298474804,298474804,0
2785,232,1,H,298574804,298574804,0
2786,232,2,B,298674805,298674804,1
2787,232,3,U,298774806,298774804,2
2788,232,4,R,298874806,298874804,2
2789,232,5,G,298974806,298974804,2
2790,232,6,E,299074807,299074804,3
2791,232,7,N,299174808,299174804,4
2792,232,8,L,299274810,299274804,6
2793,232,9,A,299374811,299374804,7
2794,232,10,N,299474811,299474804,7
2795,232,11,D,299574813,299574804,9
2796,233,0,F,299674814,299674814,0
2797,233,1,H,299774815,299774814,1
2798,233,2,B,299874816,299874814,2
2799,233,3,U,299974817,299974814,3
2800,233,4,R,300074819,300074814,5
2801,233,5,G,300174819,300174814,5
2802,233,6,E,300274820,300274814,6
2803,233,7,N,300374821,300374814,7
2804,233,8,L,300474822,300474814,8
2805,233,9,A,300574823,300574814,9
2806,233,10,N,300674823,300674814,9
2807,233,11,D,300774824,300774814,10
2808,234,0,F,300874824,300874824,0
2809,234,1,H,300974826,300974824,2
2810,234,2,B,301074827,301074824,3
2811,234,3,U,301174828,301174824,4
2812,234,4,R,301274829,301274824,5
2813,234,5,G,301374831,301374824,7
2814,234,6,E,301474832,301474824,8
2815,234,7,N,301574833,301574824,9
2816,234,8,L,301674833,301674824,9
2817,234,9,A,301774835,301774824,11
2818,234,10,N,301874836,301874824,12
2819,234,11,D,301974838,301974824,14
2820,235,0,F,302074839,302074839,0
2821,235,1,H,302174839,302174839,0
2822,235,2,B,302274840,302274839,1
2823,235,3,U,302374841,302374839,2
2824,235,4,R,302474842,302474839,3
2825,235,5,G,302574843,302574839,4
2826,235,6,E,302674844,302674839,5
2827,235,7,N,302774845,302774839,6
2828,235,8,L,302874846,302874839,7
2829,235,9,A,302974847,302974839,8
2830,235,10,N,303074849,303074839,10
2831,235,11,D,303174850,303174839,11
2832,236,0,F,303274852,303274852,0
2833,236,1,H,303374853,303374852,1
2834,236,2,B,303474855,303474852,3
2835,236,3,U,303574856,303574852,4
2836,236,4,R,303674856,303674852,4
2837,236,5,G,303774856,303774852,4
2838,236,6,E,303874857,303874852,5
2839,236,7,N,303974858,303974852,6
2840,236,8,L,304074859,304074852,7
2841,236,9,A,304174860,304174852,8
2842,236,10,N,304274861,304274852,9
2843,236,11,D,304374862,304374852,10
2844,237,0,F,304474862,304474862,0
2845,237,1,H,304574862,304574862,0
2846,237,2,B,304674863,304674862,1
2847,237,3,U,304774864,304774862,2
2848,237,4,R,304874865,304874862,3
2849,237,5,G,304974867,304974862,5
2850,237,6,E,305074868,305074862,6
2851,237,7,N,305174869,305174862,7
2852,237,8,L,305274870,305274862,8
2853,237,9,A,305374871,305374862,9
2854,237,10,N,305474872,305474862,10
2855,237,11,D,305574872,305574862,10
2856,238,0,F,305674873,305674873,0
2857,238,1,H,305774874,305774873,1
2858,238,2,B,305874875,305874873,2
2859,238,3,U,305974876,305974873,3
2860,238,4,R,306074877,306074873,4
2861,238,5,G,306174878,306174873,5
2862,238,6,E,306274880,306274873,7
2863,238,7,N,306374881,306374873,8
2864,238,8,L,306474881,306474873,8
2865,238,9,A,306574882,306574873,9
2866,238,10,N,306674883,306674873,10
2867,238,11,D,306774884,306774873,11
2868,239,0,F,306874885,306874885,0
2869,239,1,H,306974886,306974885,1
2870,239,2,B,307074888,307074885,3
2871,239,3,U,307174889,307174885,4
2872,239,4,R,307274890,307274885,5
2873,239,5,G,307374892,307374885,7
2874,239,6,E,307474893,307474885,8
2875,239,7,N,307574895,307574885,10
2876,239,8,L,307674896,307674885,11
2877,239,9,A,307774897,307774885,12
2878,239,10,N,307874898,307874885,13
2879,239,11,D,307974898,307974885,13
2880,240,0,F,308074899,308074899,0
2881,240,1,H,308174900,308174899,1
2882,240,2,B,308274901,308274899,2
2883,240,3,U,308374901,308374899,2
2884,240,4,R,308474902,308474899,3
2885,240,5,G,308574903,308574899,4
2886,240,6,E,308674904,308674899,5
2887,240,7,N,308774906,308774899,7
2888,240,8,L,308874907,308874899,8
2889,240,9,A,308974909,308974899,10
2890,240,10,N,309074910,309074899,11
2891,240,11,D,309174910,309174899,11
2892,241,0,F,309274911,309274911,0
2893,241,1,H,309374912,309374911,1
2894,241,2,B,309474913,309474911,2
2895,241,3,U,309574913,309574911,2
2896,241,4,R,309674914,309674911,3
2897,241,5,G,309774915,309774911,4
2898,241,6,E,309874916,309874911,5
2899,241,7,N,309974917,309974911,6
2900,241,8,L,310074918,310074911,7
2901,241,9,A,310174919,310174911,8
2902,241,10,N,310274920,310274911,9
2903,241,11,D,310374922,310374911,11
2904,242,0,F,310474923,310474923,0
2905,242,1,H,310574924,310574923,1
2906,242,2,B,310674926,310674923,3
2907,242,3,U,310774927,310774923,4
2908,242,4,R,310874928,310874923,5
2909,242,5,G,310974928,310974923,5
2910,242,6,E,311074930,311074923,7
2911,242,7,N,311174931,311174923,8
2912,242,8,L,311274932,311274923,9
2913,242,9,A,311374933,311374923,10
2914,242,10,N,311474933,311474923,10
2915,242,11,D,311574934,311574923,11
