seq,cycle,pos,char,t0_us,t0_expected_us,delta_us
113,9,5,G,31372200,31372197,3
114,9,6,E,31472201,31472197,4
115,9,7,N,31572201,31572197,4
116,9,8,L,31672202,31672197,5
117,9,9,A,31772203,31772197,6
118,9,10,N,31872203,31872197,6
119,9,11,D,31972203,31972197,6
120,10,0,F,32072204,32072204,0
121,10,1,H,32172205,32172204,1
122,10,2,B,32272207,32272204,3
123,10,3,U,32372209,32372204,5
124,10,4,R,32472209,32472204,5
125,10,5,G,32572210,32572204,6
126,10,6,E,32672211,32672204,7
127,10,7,N,32772211,32772204,7
128,10,8,L,32872212,32872204,8
129,10,9,A,32972212,32972204,8
130,10,10,N,33072212,33072204,8
131,10,11,D,33172213,33172204,9
132,11,0,F,33272214,33272214,0
133,11,1,H,33372215,33372214,1
134,11,2,B,33472216,33472214,2
135,11,3,U,33572217,33572214,3
136,11,4,R,33672218,33672214,4
137,11,5,G,33772219,33772214,5
138,11,6,E,33872220,33872214,6
139,11,7,N,33972220,33972214,6
140,11,8,L,34072222,34072214,8
141,11,9,A,34172222,34172214,8
142,11,10,N,34272223,34272214,9
143,11,11,D,34372224,34372214,10
144,12,0,F,34472224,34472224,0
145,12,1,H,34572224,34572224,0
146,12,2,B,34672225,34672224,1
147,12,3,U,34772226,34772224,2
148,12,4,R,34872227,34872224,3
149,12,5,G,34972228,34972224,4
150,12,6,E,35072228,35072224,4
151,12,7,N,35172229,35172224,5
152,12,8,L,35272230,35272224,6
153,12,9,A,35372231,35372224,7
154,12,10,N,35472231,35472224,7
155,12,11,D,35572232,35572224,8
156,13,0,F,35672233,35672233,0
157,13,1,H,35772234,35772233,1
158,13,2,B,35872235,35872233,2
159,13,3,U,35972235,35972233,2
160,13,4,R,36072236,36072233,3
161,13,5,G,36172236,36172233,3
162,13,6,E,36272238,36272233,5
163,13,7,N,36372239,36372233,6
164,13,8,L,36472240,36472233,7
165,13,9,A,36572241,36572233,8
166,13,10,N,36672242,36672233,9
167,13,11,D,36772244,36772233,11
168,14,0,F,36872244,36872244,0
169,14,1,H,36972245,36972244,1
170,14,2,B,37072246,37072244,2
171,14,3,U,37172247,37172244,3
172,14,4,R,37272249,37272244,5
173,14,5,G,37372250,37372244,6
174,14,6,E,37472251,37472244,7
175,14,7,N,37572252,37572244,8
176,14,8,L,37672254,37672244,10
177,14,9,A,37772255,37772244,11
178,14,10,N,37872257,37872244,13
179,14,11,D,37972258,37972244,14
180,15,0,F,38072259,38072259,0
181,15,1,H,38172260,38172259,1
182,15,2,B,38272262,38272259,3
183,15,3,U,38372264,38372259,5
184,15,4,R,38472265,38472259,6
185,15,5,G,38572265,38572259,6
186,15,6,E,38672266,38672259,7
187,15,7,N,38772266,38772259,7
188,15,8,L,38872268,38872259,9
189,15,9,A,38972270,38972259,11
190,15,10,N,39072271,39072259,12
191,15,11,D,39172271,39172259,12
192,16,0,F,39272273,39272273,0
193,16,1,H,39372273,39372273,0
194,16,2,B,39472274,39472273,1
195,16,3,U,39572275,39572273,2
196,16,4,R,39672276,39672273,3
197,16,5,G,39772277,39772273,4
198,16,6,E,39872277,39872273,4
199,16,7,N,39972278,39972273,5
200,16,8,L,40072280,40072273,7
201,16,9,A,40172280,40172273,7
202,16,10,N,40272281,40272273,8
203,16,11,D,40372281,40372273,8
204,17,0,F,40472282,40472282,0
205,17,1,H,40572283,40572282,1
206,17,2,B,40672283,40672282,1
207,17,3,U,40772284,40772282,2
208,17,4,R,40872285,40872282,3
209,17,5,G,40972286,40972282,4
210,17,6,E,41072287,41072282,5
211,17,7,N,41172288,41172282,6
212,17,8,L,41272289,41272282,7
213,17,9,A,41372290,41372282,8
214,17,10,N,41472290,41472282,8
215,17,11,D,41572291,41572282,9
216,18,0,F,41672292,41672292,0
217,18,1,H,41772293,41772292,1
218,18,2,B,41872294,41872292,2
219,18,3,U,41972295,41972292,3
220,18,4,R,42072296,42072292,4
221,18,5,G,42172296,42172292,4
222,18,6,E,42272297,42272292,5
223,18,7,N,42372299,42372292,7
224,18,8,L,42472299,42472292,7
225,18,9,A,42572300,42572292,8
226,18,10,N,42672301,42672292,9
227,18,11,D,42772302,42772292,10
228,19,0,F,42872304,42872304,0
229,19,1,H,42972305,42972304,1
230,19,2,B,43072306,43072304,2
231,19,3,U,43172308,43172304,4
232,19,4,R,43272309,43272304,5
233,19,5,G,43372309,43372304,5
234,19,6,E,43472310,43472304,6
235,19,7,N,43572311,43572304,7
236,19,8,L,43672313,43672304,9
237,19,9,A,43772314,43772304,10
238,19,10,N,43872314,43872304,10
239,19,11,D,43972315,43972304,11
240,20,0,F,44072316,44072316,0
241,20,1,H,44172316,44172316,0
242,20,2,B,44272317,44272316,1
243,20,3,U,44372318,44372316,2
244,20,4,R,44472318,44472316,2
245,20,5,G,44572318,44572316,2
246,20,6,E,44672320,44672316,4
247,20,7,N,44772321,44772316,5
248,20,8,L,44872321,44872316,5
249,20,9,A,44972323,44972316,7
250,20,10,N,45072324,45072316,8
251,20,11,D,45172326,45172316,10
252,21,0,F,45272327,45272327,0
253,21,1,H,45372328,45372327,1
254,21,2,B,45472329,45472327,2
255,21,3,U,45572330,45572327,3
256,21,4,R,45672332,45672327,5
257,21,5,G,45772333,45772327,6
258,21,6,E,45872334,45872327,7
259,21,7,N,45972335,45972327,8
260,21,8,L,46072335,46072327,8
261,21,9,A,46172336,46172327,9
262,21,10,N,46272338,46272327,11
263,21,11,D,46372338,46372327,11
264,22,0,F,46472339,46472339,0
265,22,1,H,46572339,46572339,0
266,22,2,B,46672341,46672339,2
267,22,3,U,46772342,46772339,3
268,22,4,R,46872344,46872339,5
269,22,5,G,46972345,46972339,6
270,22,6,E,47072346,47072339,7
271,22,7,N,47172347,47172339,8
272,22,8,L,47272348,47272339,9
273,22,9,A,47372349,47372339,10
274,22,10,N,47472350,47472339,11
275,22,11,D,47572351,47572339,12
276,23,0,F,47672351,47672351,0
277,23,1,H,47772352,47772351,1
278,23,2,B,47872353,47872351,2
279,23,3,U,47972354,47972351,3
280,23,4,R,48072355,48072351,4
281,23,5,G,48172356,48172351,5
282,23,6,E,48272357,48272351,6
283,23,7,N,48372358,48372351,7
284,23,8,L,48472359,48472351,8
285,23,9,A,48572360,48572351,9
286,23,10,N,48672361,48672351,10
287,23,11,D,48772362,48772351,11
288,24,0,F,48872363,48872363,0
289,24,1,H,48972364,48972363,1
290,24,2,B,49072365,49072363,2
291,24,3,U,49172365,49172363,2
292,24,4,R,49272367,49272363,4
293,24,5,G,49372368,49372363,5
294,24,6,E,49472368,49472363,5
295,24,7,N,49572368,49572363,5
296,24,8,L,49672370,49672363,7
297,24,9,A,49772371,49772363,8
298,24,10,N,49872372,49872363,9
299,24,11,D,49972373,49972363,10
300,25,0,F,50072374,50072374,0
301,25,1,H,50172375,50172374,1
302,25,2,B,50272384,50272374,10
303,25,3,U,50372385,50372374,11
304,25,4,R,50472385,50472374,11
305,25,5,G,50572385,50572374,11
306,25,6,E,50672386,50672374,12
307,25,7,N,50772386,50772374,12
308,25,8,L,50872388,50872374,14
309,25,9,A,50972390,50972374,16
310,25,10,N,51072391,51072374,17
311,25,11,D,51172392,51172374,18
312,26,0,F,51272393,51272393,0
313,26,1,H,51372393,51372393,0
314,26,2,B,51472394,51472393,1
315,26,3,U,51572395,51572393,2
316,26,4,R,51672395,51672393,2
317,26,5,G,51772396,51772393,3
318,26,6,E,51872397,51872393,4
319,26,7,N,51972398,51972393,5
320,26,8,L,52072400,52072393,7
321,26,9,A,52172401,52172393,8
322,26,10,N,52272403,52272393,10
323,26,11,D,52372404,52372393,11
324,27,0,F,52472405,52472405,0
325,27,1,H,52572407,52572405,2
326,27,2,B,52672408,52672405,3
327,27,3,U,52772409,52772405,4
328,27,4,R,52872409,52872405,4
329,27,5,G,52972411,52972405,6
330,27,6,E,53072411,53072405,6
331,27,7,N,53172412,53172405,7
332,27,8,L,53272413,53272405,8
333,27,9,A,53372413,53372405,8
334,27,10,N,53472414,53472405,9
335,27,11,D,53572415,53572405,10
336,28,0,F,53672416,53672416,0
337,28,1,H,53772417,53772416,1
338,28,2,B,53872418,53872416,2
339,28,3,U,53972419,53972416,3
340,28,4,R,54072420,54072416,4
341,28,5,G,54172421,54172416,5
342,28,6,E,54272422,54272416,6
343,28,7,N,54372423,54372416,7
344,28,8,L,54472423,54472416,7
345,28,9,A,54572423,54572416,7
346,28,10,N,54672425,54672416,9
347,28,11,D,54772427,54772416,11
348,29,0,F,54872427,54872427,0
349,29,1,H,54972427,54972427,0
350,29,2,B,55072428,55072427,1
351,29,3,U,55172428,55172427,1
352,29,4,R,55272429,55272427,2
353,29,5,G,55372431,55372427,4
354,29,6,E,55472432,55472427,5
355,29,7,N,55572433,55572427,6
356,29,8,L,55672434,55672427,7
357,29,9,A,55772434,55772427,7
358,29,10,N,55872435,55872427,8
359,29,11,D,55972436,55972427,9
360,30,0,F,56072437,56072437,0
361,30,1,H,56172438,56172437,1
362,30,2,B,56272439,56272437,2
363,30,3,U,56372439,56372437,2
364,30,4,R,56472440,56472437,3
365,30,5,G,56572441,56572437,4
366,30,6,E,56672442,56672437,5
367,30,7,N,56772442,56772437,5
368,30,8,L,56872444,56872437,7
369,30,9,A,56972444,56972437,7
370,30,10,N,57072445,57072437,8
371,30,11,D,57172445,57172437,8
372,31,0,F,57272446,57272446,0
373,31,1,H,57372448,57372446,2
374,31,2,B,57472448,57472446,2
375,31,3,U,57572450,57572446,4
376,31,4,R,57672450,57672446,4
377,31,5,G,57772451,57772446,5
378,31,6,E,57872452,57872446,6
379,31,7,N,57972452,57972446,6
380,31,8,L,58072453,58072446,7
381,31,9,A,58172454,58172446,8
382,31,10,N,58272456,58272446,10
383,31,11,D,58372456,58372446,10
384,32,0,F,58472457,58472457,0
385,32,1,H,58572458,58572457,1
386,32,2,B,58672458,58672457,1
387,32,3,U,58772460,58772457,3
388,32,4,R,58872461,58872457,4
389,32,5,G,58972462,58972457,5
390,32,6,E,59072463,59072457,6
391,32,7,N,59172465,59172457,8
392,32,8,L,59272467,59272457,10
393,32,9,A,59372467,59372457,10
394,32,10,N,59472468,59472457,11
395,32,11,D,59572468,59572457,11
396,33,0,F,59672468,59672468,0
397,33,1,H,59772470,59772468,2
398,33,2,B,59872470,59872468,2
399,33,3,U,59972471,59972468,3
400,33,4,R,60072472,60072468,4
401,33,5,G,60172474,60172468,6
402,33,6,E,60272476,60272468,8
403,33,7,N,60372477,60372468,9
404,33,8,L,60472477,60472468,9
405,33,9,A,60572478,60572468,10
406,33,10,N,60672478,60672468,10
407,33,11,D,60772479,60772468,11
408,34,0,F,60872480,60872480,0
409,34,1,H,60972482,60972480,2
410,34,2,B,61072482,61072480,2
411,34,3,U,61172483,61172480,3
412,34,4,R,61272483,61272480,3
413,34,5,G,61372484,61372480,4
414,34,6,E,61472485,61472480,5
415,34,7,N,61572486,61572480,6
416,34,8,L,61672487,61672480,7
417,34,9,A,61772488,61772480,8
418,34,10,N,61872489,61872480,9
419,34,11,D,61972490,61972480,10
420,35,0,F,62072490,62072490,0
421,35,1,H,62172491,62172490,1
422,35,2,B,62272493,62272490,3
423,35,3,U,62372494,62372490,4
424,35,4,R,62472494,62472490,4
425,35,5,G,62572496,62572490,6
426,35,6,E,62672496,62672490,6
427,35,7,N,62772497,62772490,7
428,35,8,L,62872499,62872490,9
429,35,9,A,62972500,62972490,10
430,35,10,N,63072502,63072490,12
431,35,11,D,63172502,63172490,12
432,36,0,F,63272504,63272504,0
433,36,1,H,63372504,63372504,0
434,36,2,B,63472505,63472504,1
435,36,3,U,63572505,63572504,1
436,36,4,R,63672505,63672504,1
437,36,5,G,63772506,63772504,2
438,36,6,E,63872507,63872504,3
439,36,7,N,63972509,63972504,5
440,36,8,L,64072509,64072504,5
441,36,9,A,64172510,64172504,6
442,36,10,N,64272511,64272504,7
443,36,11,D,64372513,64372504,9
444,37,0,F,64472514,64472514,0
445,37,1,H,64572514,64572514,0
446,37,2,B,64672515,64672514,1
447,37,3,U,64772516,64772514,2
448,37,4,R,64872517,64872514,3
449,37,5,G,64972518,64972514,4
450,37,6,E,65072519,65072514,5
451,37,7,N,65172521,65172514,7
452,37,8,L,65272522,65272514,8
453,37,9,A,65372523,65372514,9
454,37,10,N,65472524,65472514,10
455,37,11,D,65572525,65572514,11
456,38,0,F,65672526,65672526,0
457,38,1,H,65772527,65772526,1
458,38,2,B,65872528,65872526,2
459,38,3,U,65972529,65972526,3
460,38,4,R,66072530,66072526,4
461,38,5,G,66172530,66172526,4
462,38,6,E,66272531,66272526,5
463,38,7,N,66372533,66372526,7
464,38,8,L,66472535,66472526,9
465,38,9,A,66572536,66572526,10
466,38,10,N,66672536,66672526,10
467,38,11,D,66772537,66772526,11
468,39,0,F,66872538,66872538,0
469,39,1,H,66972539,66972538,1
470,39,2,B,67072540,67072538,2
471,39,3,U,67172541,67172538,3
472,39,4,R,67272542,67272538,4
473,39,5,G,67372543,67372538,5
474,39,6,E,67472543,67472538,5
475,39,7,N,67572544,67572538,6
476,39,8,L,67672545,67672538,7
477,39,9,A,67772545,67772538,7
478,39,10,N,67872546,67872538,8
479,39,11,D,67972546,67972538,8
480,40,0,F,68072547,68072547,0
481,40,1,H,68172548,68172547,1
482,40,2,B,68272549,68272547,2
483,40,3,U,68372551,68372547,4
484,40,4,R,68472552,68472547,5
485,40,5,G,68572553,68572547,6
486,40,6,E,68672554,68672547,7
487,40,7,N,68772556,68772547,9
488,40,8,L,68872556,68872547,9
489,40,9,A,68972558,68972547,11
490,40,10,N,69072559,69072547,12
491,40,11,D,69172560,69172547,13
492,41,0,F,69272561,69272561,0
493,41,1,H,69372562,69372561,1
494,41,2,B,69472563,69472561,2
495,41,3,U,69572564,69572561,3
496,41,4,R,69672565,69672561,4
497,41,5,G,69772566,69772561,5
498,41,6,E,69872568,69872561,7
499,41,7,N,69972569,69972561,8
500,41,8,L,70072569,70072561,8
501,41,9,A,70172570,70172561,9
502,41,10,N,70272575,70272561,14
503,41,11,D,70372576,70372561,15
504,42,0,F,70472576,70472576,0
505,42,1,H,70572577,70572576,1
506,42,2,B,70672578,70672576,2
507,42,3,U,70772578,70772576,2
508,42,4,R,70872579,70872576,3
509,42,5,G,70972580,70972576,4
510,42,6,E,71072581,71072576,5
511,42,7,N,71172581,71172576,5
512,42,8,L,71272581,71272576,5
513,42,9,A,71372582,71372576,6
514,42,10,N,71472583,71472576,7
515,42,11,D,71572584,71572576,8
516,43,0,F,71672586,71672586,0
517,43,1,H,71772588,71772586,2
518,43,2,B,71872588,71872586,2
519,43,3,U,71972589,71972586,3
520,43,4,R,72072591,72072586,5
521,43,5,G,72172592,72172586,6
522,43,6,E,72272593,72272586,7
523,43,7,N,72372594,72372586,8
524,43,8,L,72472596,72472586,10
525,43,9,A,72572596,72572586,10
526,43,10,N,72672597,72672586,11
527,43,11,D,72772598,72772586,12
528,44,0,F,72872599,72872599,0
529,44,1,H,72972600,72972599,1
530,44,2,B,73072600,73072599,1
531,44,3,U,73172602,73172599,3
532,44,4,R,73272603,73272599,4
533,44,5,G,73372604,73372599,5
534,44,6,E,73472604,73472599,5
535,44,7,N,73572605,73572599,6
536,44,8,L,73672606,73672599,7
537,44,9,A,73772608,73772599,9
538,44,10,N,73872609,73872599,10
539,44,11,D,73972610,73972599,11
540,45,0,F,74072612,74072612,0
541,45,1,H,74172612,74172612,0
542,45,2,B,74272613,74272612,1
543,45,3,U,74372613,74372612,1
544,45,4,R,74472614,74472612,2
545,45,5,G,74572614,74572612,2
546,45,6,E,74672614,74672612,2
547,45,7,N,74772615,74772612,3
548,45,8,L,74872616,74872612,4
549,45,9,A,74972618,74972612,6
550,45,10,N,75072618,75072612,6
551,45,11,D,75172620,75172612,8
552,46,0,F,75272621,75272621,0
553,46,1,H,75372622,75372621,1
554,46,2,B,75472623,75472621,2
555,46,3,U,75572623,75572621,2
556,46,4,R,75672624,75672621,3
557,46,5,G,75772624,75772621,3
558,46,6,E,75872625,75872621,4
559,46,7,N,75972626,75972621,5
560,46,8,L,76072626,76072621,5
561,46,9,A,76172627,76172621,6
562,46,10,N,76272628,76272621,7
563,46,11,D,76372628,76372621,7
564,47,0,F,76472628,76472628,0
565,47,1,H,76572629,76572628,1
566,47,2,B,76672630,76672628,2
567,47,3,U,76772631,76772628,3
568,47,4,R,76872633,76872628,5
569,47,5,G,76972634,76972628,6
570,47,6,E,77072636,77072628,8
571,47,7,N,77172636,77172628,8
572,47,8,L,77272638,77272628,10
573,47,9,A,77372639,77372628,11
574,47,10,N,77472641,77472628,13
575,47,11,D,77572643,77572628,15
576,48,0,F,77672644,77672644,0
577,48,1,H,77772645,77772644,1
578,48,2,B,77872645,77872644,1
579,48,3,U,77972647,77972644,3
580,48,4,R,78072648,78072644,4
581,48,5,G,78172649,78172644,5
582,48,6,E,78272651,78272644,7
583,48,7,N,78372651,78372644,7
584,48,8,L,78472652,78472644,8
585,48,9,A,78572654,78572644,10
586,48,10,N,78672656,78672644,12
587,48,11,D,78772658,78772644,14
588,49,0,F,78872658,78872658,0
589,49,1,H,78972658,78972658,0
590,49,2,B,79072659,79072658,1
591,49,3,U,79172661,79172658,3
592,49,4,R,79272663,79272658,5
593,49,5,G,79372664,79372658,6
594,49,6,E,79472666,79472658,8
595,49,7,N,79572666,79572658,8
596,49,8,L,79672666,79672658,8
597,49,9,A,79772666,79772658,8
598,49,10,N,79872667,79872658,9
599,49,11,D,79972668,79972658,10
600,50,0,F,80072669,80072669,0
601,50,1,H,80172670,80172669,1
602,50,2,B,80272671,80272669,2
603,50,3,U,80372672,80372669,3
604,50,4,R,80472673,80472669,4
605,50,5,G,80572674,80572669,5
606,50,6,E,80672675,80672669,6
607,50,7,N,80772677,80772669,8
608,50,8,L,80872677,80872669,8
609,50,9,A,80972678,80972669,9
610,50,10,N,81072680,81072669,11
611,50,11,D,81172681,81172669,12
612,51,0,F,81272682,81272682,0
613,51,1,H,81372682,81372682,0
614,51,2,B,81472683,81472682,1
615,51,3,U,81572684,81572682,2
616,51,4,R,81672686,81672682,4
617,51,5,G,81772686,81772682,4
618,51,6,E,81872687,81872682,5
619,51,7,N,81972687,81972682,5
620,51,8,L,82072688,82072682,6
621,51,9,A,82172689,82172682,7
622,51,10,N,82272691,82272682,9
623,51,11,D,82372691,82372682,9
624,52,0,F,82472692,82472692,0
625,52,1,H,82572693,82572692,1
626,52,2,B,82672693,82672692,1
627,52,3,U,82772694,82772692,2
628,52,4,R,82872695,82872692,3
629,52,5,G,82972697,82972692,5
630,52,6,E,83072698,83072692,6
631,52,7,N,83172700,83172692,8
632,52,8,L,83272702,83272692,10
633,52,9,A,83372703,83372692,11
634,52,10,N,83472704,83472692,12
635,52,11,D,83572704,83572692,12
636,53,0,F,83672705,83672705,0
637,53,1,H,83772706,83772705,1
638,53,2,B,83872707,83872705,2
639,53,3,U,83972708,83972705,3
640,53,4,R,84072709,84072705,4
641,53,5,G,84172711,84172705,6
642,53,6,E,84272712,84272705,7
643,53,7,N,84372712,84372705,7
644,53,8,L,84472713,84472705,8
645,53,9,A,84572713,84572705,8
646,53,10,N,84672714,84672705,9
647,53,11,D,84772716,84772705,11
648,54,0,F,84872718,84872718,0
649,54,1,H,84972719,84972718,1
650,54,2,B,85072720,85072718,2
651,54,3,U,85172720,85172718,2
652,54,4,R,85272721,85272718,3
653,54,5,G,85372722,85372718,4
654,54,6,E,85472724,85472718,6
655,54,7,N,85572725,85572718,7
656,54,8,L,85672726,85672718,8
657,54,9,A,85772726,85772718,8
658,54,10,N,85872727,85872718,9
659,54,11,D,85972728,85972718,10
660,55,0,F,86072730,86072730,0
661,55,1,H,86172731,86172730,1
662,55,2,B,86272732,86272730,2
663,55,3,U,86372733,86372730,3
664,55,4,R,86472734,86472730,4
665,55,5,G,86572735,86572730,5
666,55,6,E,86672736,86672730,6
667,55,7,N,86772737,86772730,7
668,55,8,L,86872737,86872730,7
669,55,9,A,86972738,86972730,8
670,55,10,N,87072739,87072730,9
671,55,11,D,87172739,87172730,9
672,56,0,F,87272741,87272741,0
673,56,1,H,87372741,87372741,0
674,56,2,B,87472742,87472741,1
675,56,3,U,87572743,87572741,2
676,56,4,R,87672744,87672741,3
677,56,5,G,87772744,87772741,3
678,56,6,E,87872745,87872741,4
679,56,7,N,87972745,87972741,4
680,56,8,L,88072746,88072741,5
681,56,9,A,88172747,88172741,6
682,56,10,N,88272748,88272741,7
683,56,11,D,88372749,88372741,8
684,57,0,F,88472750,88472750,0
685,57,1,H,88572750,88572750,0
686,57,2,B,88672751,88672750,1
687,57,3,U,88772752,88772750,2
688,57,4,R,88872753,88872750,3
689,57,5,G,88972754,88972750,4
690,57,6,E,89072754,89072750,4
691,57,7,N,89172755,89172750,5
692,57,8,L,89272756,89272750,6
693,57,9,A,89372757,89372750,7
694,57,10,N,89472758,89472750,8
695,57,11,D,89572759,89572750,9
696,58,0,F,89672759,89672759,0
697,58,1,H,89772760,89772759,1
698,58,2,B,89872761,89872759,2
699,58,3,U,89972762,89972759,3
700,58,4,R,90072762,90072759,3
701,58,5,G,90172763,90172759,4
702,58,6,E,90272763,90272759,4
703,58,7,N,90372763,90372759,4
704,58,8,L,90472765,90472759,6
705,58,9,A,90572767,90572759,8
706,58,10,N,90672769,90672759,10
707,58,11,D,90772770,90772759,11
708,59,0,F,90872771,90872771,0
709,59,1,H,90972772,90972771,1
710,59,2,B,91072773,91072771,2
711,59,3,U,91172774,91172771,3
712,59,4,R,91272775,91272771,4
713,59,5,G,91372775,91372771,4
714,59,6,E,91472776,91472771,5
715,59,7,N,91572776,91572771,5
716,59,8,L,91672777,91672771,6
717,59,9,A,91772778,91772771,7
718,59,10,N,91872779,91872771,8
719,59,11,D,91972780,91972771,9
720,60,0,F,92072782,92072782,0
721,60,1,H,92172783,92172782,1
722,60,2,B,92272785,92272782,3
723,60,3,U,92372786,92372782,4
724,60,4,R,92472787,92472782,5
725,60,5,G,92572788,92572782,6
726,60,6,E,92672789,92672782,7
727,60,7,N,92772789,92772782,7
728,60,8,L,92872791,92872782,9
729,60,9,A,92972792,92972782,10
730,60,10,N,93072792,93072782,10
731,60,11,D,93172793,93172782,11
732,61,0,F,93272794,93272794,0
733,61,1,H,93372794,93372794,0
734,61,2,B,93472794,93472794,0
735,61,3,U,93572795,93572794,1
736,61,4,R,93672796,93672794,2
737,61,5,G,93772797,93772794,3
738,61,6,E,93872798,93872794,4
739,61,7,N,93972800,93972794,6
740,61,8,L,94072801,94072794,7
741,61,9,A,94172802,94172794,8
742,61,10,N,94272803,94272794,9
743,61,11,D,94372804,94372794,10
744,62,0,F,94472805,94472805,0
745,62,1,H,94572806,94572805,1
746,62,2,B,94672807,94672805,2
747,62,3,U,94772808,94772805,3
748,62,4,R,94872808,94872805,3
749,62,5,G,94972809,94972805,4
750,62,6,E,95072810,95072805,5
751,62,7,N,95172811,95172805,6
752,62,8,L,95272811,95272805,6
753,62,9,A,95372812,95372805,7
754,62,10,N,95472813,95472805,8
755,62,11,D,95572813,95572805,8
756,63,0,F,95672814,95672814,0
757,63,1,H,95772815,95772814,1
758,63,2,B,95872816,95872814,2
759,63,3,U,95972817,95972814,3
760,63,4,R,96072817,96072814,3
761,63,5,G,96172818,96172814,4
762,63,6,E,96272819,96272814,5
763,63,7,N,96372819,96372814,5
764,63,8,L,96472821,96472814,7
765,63,9,A,96572822,96572814,8
766,63,10,N,96672823,96672814,9
767,63,11,D,96772823,96772814,9
768,64,0,F,96872824,96872824,0
769,64,1,H,96972824,96972824,0
770,64,2,B,97072825,97072824,1
771,64,3,U,97172826,97172824,2
772,64,4,R,97272827,97272824,3
773,64,5,G,97372827,97372824,3
